"scenario_id","kind","method","excluded_probability","point_missing_probability","ci_missing_probability","p_missing_probability","point_converged_probability","point_nonconverged_probability","convergence_unknown_probability","ci_diagnostic_failed_probability","plrt_iteration_limit_probability","closed_form_error_over_1e8_probability"
"C40R90","simulation","logistf|lf_nr_fit_pl_tight|Wald",0.0524,0,0,0,0.9476,0,0,0,0,
"C100R90","simulation","logistf|lf_nr_fit_pl_tight|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"C40R99","simulation","logistf|lf_nr_fit_pl_tight|Wald",0.0532,0,0,0,0.9468,0,0,0,0,
"C100R99","simulation","logistf|lf_nr_fit_pl_tight|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"E020R1","exact","logistf|lf_nr_fit_tight|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_fit_tight|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0
"E100R1","exact","logistf|lf_nr_fit_tight|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0
"E200R1","exact","logistf|lf_nr_fit_tight|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0
"E020R4","exact","logistf|lf_nr_fit_tight|PL",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_fit_tight|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0
"E100R4","exact","logistf|lf_nr_fit_tight|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0
"E200R4","exact","logistf|lf_nr_fit_tight|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0
"C40R00","simulation","logistf|lf_nr_fit_tight|PL",0.048,0,0,0,0.952,0,0,0.0044,0,
"C100R00","simulation","logistf|lf_nr_fit_tight|PL",0.0032,0,0,0,0.9968,0,0,4e-04,0,
"C40R50","simulation","logistf|lf_nr_fit_tight|PL",0.048,0,0,0,0.952,0,0,0.0032,0,
"C100R50","simulation","logistf|lf_nr_fit_tight|PL",0.004,0,0,0,0.996,0,0,8e-04,0,
"C40R90","simulation","logistf|lf_nr_fit_tight|PL",0.0524,0,0,0,0.9476,0,0,0.0072,0,
"C100R90","simulation","logistf|lf_nr_fit_tight|PL",0.0044,0,0,0,0.9956,0,0,4e-04,0,
"C40R99","simulation","logistf|lf_nr_fit_tight|PL",0.0532,0,0,0,0.9468,0,0,0.0084,0,
"C100R99","simulation","logistf|lf_nr_fit_tight|PL",0.0044,0,0,0,0.9956,0,0,8e-04,0,
"E020R1","exact","logistf|lf_nr_fit_tight|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_fit_tight|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0
"E100R1","exact","logistf|lf_nr_fit_tight|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0
"E200R1","exact","logistf|lf_nr_fit_tight|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0
"E020R4","exact","logistf|lf_nr_fit_tight|Wald",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_fit_tight|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0
"E100R4","exact","logistf|lf_nr_fit_tight|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0
"E200R4","exact","logistf|lf_nr_fit_tight|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0
"C40R00","simulation","logistf|lf_nr_fit_tight|Wald",0.048,0,0,0,0.952,0,0,0,0,
"C100R00","simulation","logistf|lf_nr_fit_tight|Wald",0.0032,0,0,0,0.9968,0,0,0,0,
"C40R50","simulation","logistf|lf_nr_fit_tight|Wald",0.048,0,0,0,0.952,0,0,0,0,
"C100R50","simulation","logistf|lf_nr_fit_tight|Wald",0.004,0,0,0,0.996,0,0,0,0,
"C40R90","simulation","logistf|lf_nr_fit_tight|Wald",0.0524,0,0,0,0.9476,0,0,0,0,
"C100R90","simulation","logistf|lf_nr_fit_tight|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"C40R99","simulation","logistf|lf_nr_fit_tight|Wald",0.0532,0,0,0,0.9468,0,0,0,0,
"C100R99","simulation","logistf|lf_nr_fit_tight|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"E020R1","exact","logistf|lf_nr_maxit5000|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_maxit5000|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0
"E100R1","exact","logistf|lf_nr_maxit5000|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0
"E200R1","exact","logistf|lf_nr_maxit5000|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0
"E020R4","exact","logistf|lf_nr_maxit5000|PL",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_maxit5000|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0
"E100R4","exact","logistf|lf_nr_maxit5000|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0
"E200R4","exact","logistf|lf_nr_maxit5000|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0
"C40R00","simulation","logistf|lf_nr_maxit5000|PL",0.048,0,0,0,0.952,0,0,0.0044,0,
"C100R00","simulation","logistf|lf_nr_maxit5000|PL",0.0032,0,0,0,0.9968,0,0,4e-04,0,
"C40R50","simulation","logistf|lf_nr_maxit5000|PL",0.048,0,0,0,0.952,0,0,0.0032,0,
"C100R50","simulation","logistf|lf_nr_maxit5000|PL",0.004,0,0,0,0.996,0,0,8e-04,0,
"C40R90","simulation","logistf|lf_nr_maxit5000|PL",0.0524,0,0,0,0.9476,0,0,0.0072,0,
"C100R90","simulation","logistf|lf_nr_maxit5000|PL",0.0044,0,0,0,0.9956,0,0,4e-04,0,
"C40R99","simulation","logistf|lf_nr_maxit5000|PL",0.0532,0,0,0,0.9468,0,0,0.0084,0,
"C100R99","simulation","logistf|lf_nr_maxit5000|PL",0.0044,0,0,0,0.9956,0,0,8e-04,0,
"E020R1","exact","logistf|lf_nr_maxit5000|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_maxit5000|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0
"E100R1","exact","logistf|lf_nr_maxit5000|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0
"E200R1","exact","logistf|lf_nr_maxit5000|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0
"E020R4","exact","logistf|lf_nr_maxit5000|Wald",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_maxit5000|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0
"E100R4","exact","logistf|lf_nr_maxit5000|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0
"E200R4","exact","logistf|lf_nr_maxit5000|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0
"C40R00","simulation","logistf|lf_nr_maxit5000|Wald",0.048,0,0,0,0.952,0,0,0,0,
"C100R00","simulation","logistf|lf_nr_maxit5000|Wald",0.0032,0,0,0,0.9968,0,0,0,0,
"C40R50","simulation","logistf|lf_nr_maxit5000|Wald",0.048,0,0,0,0.952,0,0,0,0,
"C100R50","simulation","logistf|lf_nr_maxit5000|Wald",0.004,0,0,0,0.996,0,0,0,0,
"C40R90","simulation","logistf|lf_nr_maxit5000|Wald",0.0524,0,0,0,0.9476,0,0,0,0,
"C100R90","simulation","logistf|lf_nr_maxit5000|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"C40R99","simulation","logistf|lf_nr_maxit5000|Wald",0.0532,0,0,0,0.9468,0,0,0,0,
"C100R99","simulation","logistf|lf_nr_maxit5000|Wald",0.0044,0,0,0,0.9956,0,0,0,0,
"E020R1","exact","logistf|lf_nr_pl_tight|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_pl_tight|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0.0177514792899408,0,0
"E100R1","exact","logistf|lf_nr_pl_tight|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0.0342176086120723,0,0
"E200R1","exact","logistf|lf_nr_pl_tight|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0.0236251347907068,0,0
"E020R4","exact","logistf|lf_nr_pl_tight|PL",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_pl_tight|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0.00443458980044346,0,0
"E100R4","exact","logistf|lf_nr_pl_tight|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0.0135214579659024,0,0
"E200R4","exact","logistf|lf_nr_pl_tight|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0.0148462354188759,0,0
"C40R00","simulation","logistf|lf_nr_pl_tight|PL",0.048,0,0,0,0.8944,0.0576,0,0.0616,0.0248,
"C100R00","simulation","logistf|lf_nr_pl_tight|PL",0.0032,0,0,0,0.9852,0.0116,0,0.012,0.0072,
"C40R50","simulation","logistf|lf_nr_pl_tight|PL",0.048,0,0,0,0.888,0.064,0,0.0692,0.0288,
"C100R50","simulation","logistf|lf_nr_pl_tight|PL",0.004,0,0,0,0.984,0.012,0,0.0124,0.006,
"C40R90","simulation","logistf|lf_nr_pl_tight|PL",0.0524,0,0,0,0.8604,0.0872,0,0.0932,0.0384,
"C100R90","simulation","logistf|lf_nr_pl_tight|PL",0.0044,0,0,0,0.982,0.0136,0,0.014,0.0076,
"C40R99","simulation","logistf|lf_nr_pl_tight|PL",0.0532,0,0,0,0.8384,0.1084,0,0.1192,0.0452,
"C100R99","simulation","logistf|lf_nr_pl_tight|PL",0.0044,0,0,0,0.9788,0.0168,0,0.0176,0.0108,
"E020R1","exact","logistf|lf_nr_pl_tight|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0
"E050R1","exact","logistf|lf_nr_pl_tight|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0
"E100R1","exact","logistf|lf_nr_pl_tight|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0
"E200R1","exact","logistf|lf_nr_pl_tight|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0
"E020R4","exact","logistf|lf_nr_pl_tight|Wald",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0
"E050R4","exact","logistf|lf_nr_pl_tight|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0
"E100R4","exact","logistf|lf_nr_pl_tight|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0
"E200R4","exact","logistf|lf_nr_pl_tight|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0
"C40R00","simulation","logistf|lf_nr_pl_tight|Wald",0.048,0,0,0,0.8944,0.0576,0,0.0576,0,
"C100R00","simulation","logistf|lf_nr_pl_tight|Wald",0.0032,0,0,0,0.9852,0.0116,0,0.0116,0,
"C40R50","simulation","logistf|lf_nr_pl_tight|Wald",0.048,0,0,0,0.888,0.064,0,0.064,0,
"C100R50","simulation","logistf|lf_nr_pl_tight|Wald",0.004,0,0,0,0.984,0.012,0,0.012,0,
"C40R90","simulation","logistf|lf_nr_pl_tight|Wald",0.0524,0,0,0,0.8604,0.0872,0,0.0872,0,
"C100R90","simulation","logistf|lf_nr_pl_tight|Wald",0.0044,0,0,0,0.982,0.0136,0,0.0136,0,
"C40R99","simulation","logistf|lf_nr_pl_tight|Wald",0.0532,0,0,0,0.8384,0.1084,0,0.1084,0,
"C100R99","simulation","logistf|lf_nr_pl_tight|Wald",0.0044,0,0,0,0.9788,0.0168,0,0.0168,0,
"E020R1","exact","sas_fl|default|PL",0.0165289256198347,0,0,0,0,0,0.983471074380165,0,0,0.909090909090909
"E050R1","exact","sas_fl|default|PL",0.0029585798816568,0,0,0,0,0,0.997041420118343,0,0,0.961538461538462
"E100R1","exact","sas_fl|default|PL",0.000768935024990388,0.0538254517493272,0.0538254517493272,0.0538254517493272,0,0,0.99923106497501,0,0,0.917339484813533
"E200R1","exact","sas_fl|default|PL",0.000196059209881384,0.0364670130379375,0.0364670130379375,0.0364670130379375,0,0,0.999803940790118,0,0,0.877757082638957
"E020R4","exact","sas_fl|default|PL",0.0235294117647059,0,0,0,0,0,0.976470588235294,0,0,0.964705882352941
"E050R4","exact","sas_fl|default|PL",0.00443458980044346,0,0,0,0,0,0.995565410199557,0,0,0.993348115299335
"E100R4","exact","sas_fl|default|PL",0.00117577895355673,0.00823045267489712,0.00823045267489712,0.00823045267489712,0,0,0.998824221046443,0,0,0.988830099941211
"E200R4","exact","sas_fl|default|PL",0.00030298439630359,0.0515073473716104,0.0515073473716104,0.0515073473716104,0,0,0.999697015603697,0,0,0.942432964702318
"C40R00","simulation","sas_fl|default|PL",0.048,0,0,0,0,0,0.952,0,0,
"C100R00","simulation","sas_fl|default|PL",0.0032,0,0,0,0,0,0.9968,0,0,
"C40R50","simulation","sas_fl|default|PL",0.048,0,0,0,0,0,0.952,0,0,
"C100R50","simulation","sas_fl|default|PL",0.004,0,0,0,0,0,0.996,0,0,
"C40R90","simulation","sas_fl|default|PL",0.0524,0,0,0,0,0,0.9476,0,0,
"C100R90","simulation","sas_fl|default|PL",0.0044,0,0,0,0,0,0.9956,0,0,
"C40R99","simulation","sas_fl|default|PL",0.0532,0,0,0,0,0,0.9468,0,0,
"C100R99","simulation","sas_fl|default|PL",0.0044,0,0,0,0,0,0.9956,0,0,
"E020R1","exact","sas_fl|tight|PL",0.0165289256198347,0,0,0,0,0,0.983471074380165,0,0,0
"E050R1","exact","sas_fl|tight|PL",0.0029585798816568,0,0,0,0,0,0.997041420118343,0,0,0
"E100R1","exact","sas_fl|tight|PL",0.000768935024990388,0.0538254517493272,0.0538254517493272,0.0538254517493272,0,0,0.99923106497501,0,0,0
"E200R1","exact","sas_fl|tight|PL",0.000196059209881384,0.0364670130379375,0.0364670130379375,0.0364670130379375,0,0,0.999803940790118,0,0,0
"E020R4","exact","sas_fl|tight|PL",0.0235294117647059,0,0,0,0,0,0.976470588235294,0,0,0
"E050R4","exact","sas_fl|tight|PL",0.00443458980044346,0,0,0,0,0,0.995565410199557,0,0,0
"E100R4","exact","sas_fl|tight|PL",0.00117577895355673,0.00823045267489712,0.00823045267489712,0.00823045267489712,0,0,0.998824221046443,0,0,0
"E200R4","exact","sas_fl|tight|PL",0.00030298439630359,0.0515073473716104,0.0515073473716104,0.0515073473716104,0,0,0.999697015603697,0,0,0
"C40R00","simulation","sas_fl|tight|PL",0.048,0,0,0,0,0,0.952,0,0,
"C100R00","simulation","sas_fl|tight|PL",0.0032,0,0,0,0,0,0.9968,0,0,
"C40R50","simulation","sas_fl|tight|PL",0.048,0,0,0,0,0,0.952,0,0,
"C100R50","simulation","sas_fl|tight|PL",0.004,0,0,0,0,0,0.996,0,0,
"C40R90","simulation","sas_fl|tight|PL",0.0524,0,0,0,0,0,0.9476,0,0,
"C100R90","simulation","sas_fl|tight|PL",0.0044,0,0,0,0,0,0.9956,0,0,
"C40R99","simulation","sas_fl|tight|PL",0.0532,0,0,0,0,0,0.9468,0,0,
"C100R99","simulation","sas_fl|tight|PL",0.0044,0,0,0,0,0,0.9956,0,0,
"E020R1","exact","sas_proc|fisher_cap|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_cap|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_cap|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.980392156862745
"E200R1","exact","sas_proc|fisher_cap|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.99009900990099
"E020R4","exact","sas_proc|fisher_cap|PL",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_cap|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_cap|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_cap|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.999545523405545
"C40R00","simulation","sas_proc|fisher_cap|PL",0.048,0,4e-04,0,0.9116,0.0404,0,0,0,
"C100R00","simulation","sas_proc|fisher_cap|PL",0.0032,0,0,0,0.9924,0.0044,0,0,0,
"C40R50","simulation","sas_proc|fisher_cap|PL",0.048,0,4e-04,0,0.9016,0.0504,0,0,0,
"C100R50","simulation","sas_proc|fisher_cap|PL",0.004,0,0,0,0.9924,0.0036,0,0,0,
"C40R90","simulation","sas_proc|fisher_cap|PL",0.0524,0,8e-04,0,0.8828,0.0648,0,0,0,
"C100R90","simulation","sas_proc|fisher_cap|PL",0.0044,0,0,0,0.9904,0.0052,0,0,0,
"C40R99","simulation","sas_proc|fisher_cap|PL",0.0532,0,8e-04,0,0.878,0.0688,0,0,0,
"C100R99","simulation","sas_proc|fisher_cap|PL",0.0044,0,4e-04,0,0.99,0.0056,0,0,0,
"E020R1","exact","sas_proc|fisher_cap|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_cap|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_cap|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.980392156862745
"E200R1","exact","sas_proc|fisher_cap|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.99009900990099
"E020R4","exact","sas_proc|fisher_cap|Wald",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_cap|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_cap|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_cap|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.999545523405545
"C40R00","simulation","sas_proc|fisher_cap|Wald",0.048,0,0,0,0.9116,0.0404,0,0.0404,0,
"C100R00","simulation","sas_proc|fisher_cap|Wald",0.0032,0,0,0,0.9924,0.0044,0,0.0044,0,
"C40R50","simulation","sas_proc|fisher_cap|Wald",0.048,0,0,0,0.9016,0.0504,0,0.0504,0,
"C100R50","simulation","sas_proc|fisher_cap|Wald",0.004,0,0,0,0.9924,0.0036,0,0.0036,0,
"C40R90","simulation","sas_proc|fisher_cap|Wald",0.0524,0,0,0,0.8828,0.0648,0,0.0648,0,
"C100R90","simulation","sas_proc|fisher_cap|Wald",0.0044,0,0,0,0.9904,0.0052,0,0.0052,0,
"C40R99","simulation","sas_proc|fisher_cap|Wald",0.0532,0,0,0,0.878,0.0688,0,0.0688,0,
"C100R99","simulation","sas_proc|fisher_cap|Wald",0.0044,0,0,0,0.99,0.0056,0,0.0056,0,
"E020R1","exact","sas_proc|fisher_default|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_default|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_default|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.980392156862745
"E200R1","exact","sas_proc|fisher_default|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.99009900990099
"E020R4","exact","sas_proc|fisher_default|PL",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_default|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_default|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_default|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.999545523405545
"C40R00","simulation","sas_proc|fisher_default|PL",0.048,0,0.0212,0,0.9072,0.0448,0,0,0,
"C100R00","simulation","sas_proc|fisher_default|PL",0.0032,0,0.0012,0,0.992,0.0048,0,0,0,
"C40R50","simulation","sas_proc|fisher_default|PL",0.048,0,0.024,0,0.8968,0.0552,0,0,0,
"C100R50","simulation","sas_proc|fisher_default|PL",0.004,0,4e-04,0,0.9924,0.0036,0,0,0,
"C40R90","simulation","sas_proc|fisher_default|PL",0.0524,0,0.0292,0,0.8768,0.0708,0,0,0,
"C100R90","simulation","sas_proc|fisher_default|PL",0.0044,0,0.0016,0,0.99,0.0056,0,0,0,
"C40R99","simulation","sas_proc|fisher_default|PL",0.0532,0,0.0316,0,0.8732,0.0736,0,0,0,
"C100R99","simulation","sas_proc|fisher_default|PL",0.0044,0,0.0024,0,0.9896,0.006,0,0,0,
"E020R1","exact","sas_proc|fisher_default|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_default|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_default|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.980392156862745
"E200R1","exact","sas_proc|fisher_default|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.99009900990099
"E020R4","exact","sas_proc|fisher_default|Wald",0.0235294117647059,0,0,0,0.976470588235294,0,0,0,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_default|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_default|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_default|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.999545523405545
"C40R00","simulation","sas_proc|fisher_default|Wald",0.048,0,0,0,0.9072,0.0448,0,0.0448,0,
"C100R00","simulation","sas_proc|fisher_default|Wald",0.0032,0,0,0,0.992,0.0048,0,0.0048,0,
"C40R50","simulation","sas_proc|fisher_default|Wald",0.048,0,0,0,0.8968,0.0552,0,0.0552,0,
"C100R50","simulation","sas_proc|fisher_default|Wald",0.004,0,0,0,0.9924,0.0036,0,0.0036,0,
"C40R90","simulation","sas_proc|fisher_default|Wald",0.0524,0,0,0,0.8768,0.0708,0,0.0708,0,
"C100R90","simulation","sas_proc|fisher_default|Wald",0.0044,0,0,0,0.99,0.0056,0,0.0056,0,
"C40R99","simulation","sas_proc|fisher_default|Wald",0.0532,0,0,0,0.8732,0.0736,0,0.0736,0,
"C100R99","simulation","sas_proc|fisher_default|Wald",0.0044,0,0,0,0.9896,0.006,0,0.006,0,
"E020R1","exact","sas_proc|fisher_gradient|PL",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_gradient|PL",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_gradient|PL",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.971164936562861
"E200R1","exact","sas_proc|fisher_gradient|PL",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.986962062542888
"E020R4","exact","sas_proc|fisher_gradient|PL",0.0235294117647059,0,0,0,0.952941176470588,0.0235294117647059,0,0,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_gradient|PL",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_gradient|PL",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_gradient|PL",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.99833358582033
"C40R00","simulation","sas_proc|fisher_gradient|PL",0.048,0,4e-04,0,0.9116,0.0404,0,0,0,
"C100R00","simulation","sas_proc|fisher_gradient|PL",0.0032,0,0,0,0.9924,0.0044,0,0,0,
"C40R50","simulation","sas_proc|fisher_gradient|PL",0.048,0,4e-04,0,0.9012,0.0508,0,0,0,
"C100R50","simulation","sas_proc|fisher_gradient|PL",0.004,0,0,0,0.9924,0.0036,0,0,0,
"C40R90","simulation","sas_proc|fisher_gradient|PL",0.0524,0,8e-04,0,0.8824,0.0652,0,0,0,
"C100R90","simulation","sas_proc|fisher_gradient|PL",0.0044,0,0,0,0.9904,0.0052,0,0,0,
"C40R99","simulation","sas_proc|fisher_gradient|PL",0.0532,0,8e-04,0,0.8772,0.0696,0,0,0,
"C100R99","simulation","sas_proc|fisher_gradient|PL",0.0044,0,4e-04,0,0.99,0.0056,0,0,0,
"E020R1","exact","sas_proc|fisher_gradient|Wald",0.0165289256198347,0,0,0,0.983471074380165,0,0,0,0,0.909090909090909
"E050R1","exact","sas_proc|fisher_gradient|Wald",0.0029585798816568,0,0,0,0.997041420118343,0,0,0,0,0.961538461538462
"E100R1","exact","sas_proc|fisher_gradient|Wald",0.000768935024990388,0,0,0,0.99923106497501,0,0,0,0,0.971164936562861
"E200R1","exact","sas_proc|fisher_gradient|Wald",0.000196059209881384,0,0,0,0.999803940790118,0,0,0,0,0.986962062542888
"E020R4","exact","sas_proc|fisher_gradient|Wald",0.0235294117647059,0,0,0,0.952941176470588,0.0235294117647059,0,0.0235294117647059,0,0.964705882352941
"E050R4","exact","sas_proc|fisher_gradient|Wald",0.00443458980044346,0,0,0,0.995565410199557,0,0,0,0,0.993348115299335
"E100R4","exact","sas_proc|fisher_gradient|Wald",0.00117577895355673,0,0,0,0.998824221046443,0,0,0,0,0.997060552616108
"E200R4","exact","sas_proc|fisher_gradient|Wald",0.00030298439630359,0,0,0,0.999697015603697,0,0,0,0,0.99833358582033
"C40R00","simulation","sas_proc|fisher_gradient|Wald",0.048,0,0,0,0.9116,0.0404,0,0.0404,0,
"C100R00","simulation","sas_proc|fisher_gradient|Wald",0.0032,0,0,0,0.9924,0.0044,0,0.0044,0,
"C40R50","simulation","sas_proc|fisher_gradient|Wald",0.048,0,0,0,0.9012,0.0508,0,0.0508,0,
"C100R50","simulation","sas_proc|fisher_gradient|Wald",0.004,0,0,0,0.9924,0.0036,0,0.0036,0,
"C40R90","simulation","sas_proc|fisher_gradient|Wald",0.0524,0,0,0,0.8824,0.0652,0,0.0652,0,
"C100R90","simulation","sas_proc|fisher_gradient|Wald",0.0044,0,0,0,0.9904,0.0052,0,0.0052,0,
"C40R99","simulation","sas_proc|fisher_gradient|Wald",0.0532,0,0,0,0.8772,0.0696,0,0.0696,0,
"C100R99","simulation","sas_proc|fisher_gradient|Wald",0.0044,0,0,0,0.99,0.0056,0,0.0056,0,
"E020R1","exact","sas_proc|fisher_parameter|PL",0.0165289256198347,0,0,0,0.966942148760331,0.0165289256198347,0,0,0,0.0165289256198347
"E050R1","exact","sas_proc|fisher_parameter|PL",0.0029585798816568,0,0,0,0.994082840236686,0.0029585798816568,0,0,0,0.0029585798816568
"E100R1","exact","sas_proc|fisher_parameter|PL",0.000768935024990388,0,0,0,0.998462129950019,0.000768935024990388,0,0,0,0.000768935024990388
