"scenario_id","kind","comparison","factor","cohort","total_configurations","cohort_probability","excluded_probability","ci_available_probability","p_available_probability","ci_difference_joint_probability","p_difference_joint_probability","ci_difference_conditional_probability","p_difference_conditional_probability","ci_difference_mcse","p_difference_mcse","ci_difference_n","p_difference_n","ci_available_n","p_available_n","nonconverged_output_probability","convergence_unknown_output_probability","ci_delta_median","ci_delta_p99","ci_delta_max","p_delta_median","p_delta_p99","p_delta_max","beta_delta_median","beta_delta_p99"
"C40R00","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.8568,0.048,0.8568,0.8568,0,0,0,0,0,0,0,0,2142,2142,0,0,3.5527136788005e-15,1.07326592058143e-10,1.13849907279473e-09,1.4432899320127e-15,1.1426815049731e-10,2.43984832337674e-08,1.33226762955019e-15,2.31274802475756e-06
"C100R00","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.0032,0.9968,0.9968,0,0,0,0,0,0,0,0,2492,2492,0.0124,0,3.5527136788005e-15,2.91101365235136e-10,6.48611453613057e-06,2.55351295663786e-15,5.99858940297793e-10,3.22017100073957e-06,1.38777878078145e-15,3.81587220429913e-06
"C100R00","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.9844,0.0032,0.9844,0.9844,0,0,0,0,0,0,0,0,2461,2461,0,0,3.33066907387547e-15,6.96838142744127e-11,3.90697252328209e-10,2.44249065417534e-15,1.35262800959879e-10,2.89837990274933e-08,1.33226762955019e-15,1.98638131587714e-06
"C100R00","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.9832,0.0032,0.9832,0.9832,0,0,0,0,0,0,0,0,2458,2458,0,0,3.33066907387547e-15,6.78976874723958e-11,3.90697252328209e-10,2.44249065417534e-15,1.25938481865262e-10,1.08240538754245e-09,1.33226762955019e-15,1.93265980574786e-06
"C100R00","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.9828,0.0032,0.9828,0.9828,0,0,0,0,0,0,0,0,2457,2457,0,0,3.33066907387547e-15,6.78976874723958e-11,3.90697252328209e-10,2.44249065417534e-15,1.25938481865262e-10,1.08240538754245e-09,1.33226762955019e-15,1.93265980574786e-06
"C40R50","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.048,0.952,0.952,0,0,0,0,0,0,0,0,2380,2380,0.0728,0,3.99680288865056e-15,2.06968069704772e-06,0.0399954796161062,1.66533453693773e-15,3.29001495158465e-07,0.00211249930538504,1.60982338570648e-15,0.000453489708242882
"C40R50","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.8792,0.048,0.8792,0.8792,0,0,0,0,0,0,0,0,2198,2198,0,0,3.5527136788005e-15,9.3025143144132e-11,8.21803070039095e-10,1.4432899320127e-15,1.74851133571963e-10,2.43944512368088e-08,1.4432899320127e-15,2.16914259190161e-06
"C40R50","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.8516,0.048,0.8516,0.8516,0,0,0,0,0,0,0,0,2129,2129,0,0,3.5527136788005e-15,9.3025143144132e-11,8.21803070039095e-10,1.4432899320127e-15,1.25931376437904e-10,2.43944512368088e-08,1.4432899320127e-15,2.16914259190161e-06
"C40R50","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.8404,0.048,0.8404,0.8404,0,0,0,0,0,0,0,0,2101,2101,0,0,3.5527136788005e-15,9.3025143144132e-11,8.21803070039095e-10,1.4432899320127e-15,1.20260135183514e-10,2.43944512368088e-08,1.41553435639707e-15,2.16914259190161e-06
"C100R50","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.004,0.996,0.996,0,0,0,0,0,0,0,0,2490,2490,0.0132,0,3.33066907387547e-15,1.55921497935196e-10,1.44404535529219e-06,2.33146835171283e-15,2.06442973826881e-10,4.99153803845687e-07,1.4432899320127e-15,3.55923399886215e-06
"C100R50","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.9828,0.004,0.9828,0.9828,0,0,0,0,0,0,0,0,2457,2457,0,0,3.21964677141295e-15,4.90381069084833e-11,1.93931981584683e-10,2.33146835171283e-15,6.7192251762549e-11,1.3187561043182e-09,1.33226762955019e-15,1.77322886898978e-06
"C100R50","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.982,0.004,0.982,0.982,0,0,0,0,0,0,0,0,2455,2455,0,0,3.21964677141295e-15,4.90381069084833e-11,1.93931981584683e-10,2.33146835171283e-15,6.7192251762549e-11,1.3187561043182e-09,1.33226762955019e-15,1.77322886898978e-06
"C100R50","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.9816,0.004,0.9816,0.9816,0,0,0,0,0,0,0,0,2454,2454,0,0,3.21964677141295e-15,4.90381069084833e-11,1.93931981584683e-10,2.33146835171283e-15,6.7192251762549e-11,1.3187561043182e-09,1.33226762955019e-15,1.77322886898978e-06
"C40R90","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.0524,0.9476,0.9476,0,0,0,0,0,0,0,0,2369,2369,0.096,0,5.77315972805081e-15,3.84080620463578e-06,0.00316610348434132,2.44249065417534e-15,6.14071477222922e-07,0.00211249930547452,1.84921522539128e-15,0.00077516906089059
"C40R90","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.8516,0.0524,0.8516,0.8516,0,0,0,0,0,0,0,0,2129,2129,0,0,4.88498130835069e-15,1.7196466473024e-11,2.97859514830634e-10,1.99840144432528e-15,7.6202155696592e-11,5.64778372957875e-08,1.55431223447522e-15,7.34770525867567e-07
"C40R90","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.8172,0.0524,0.8172,0.8172,0,0,0,0,0,0,0,0,2043,2043,0,0,4.44089209850063e-15,1.74651404449833e-11,2.97859514830634e-10,1.99840144432528e-15,7.24635906834692e-11,5.64778372957875e-08,1.55431223447522e-15,7.46777694127232e-07
"C40R90","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.8088,0.0524,0.8088,0.8088,0,0,0,0,0,0,0,0,2022,2022,0,0,4.44089209850063e-15,1.74651404449833e-11,2.97859514830634e-10,1.99840144432528e-15,7.24635906834692e-11,5.64778372957875e-08,1.55431223447522e-15,7.46777694127232e-07
"C100R90","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.0044,0.9956,0.9956,0,0,0,0,0,0,0,0,2489,2489,0.0156,0,3.99680288865056e-15,1.68224545404883e-10,0.00022839772114569,2.88657986402541e-15,1.67657221439299e-10,0.000159426576967769,1.55431223447522e-15,4.0497999629352e-06
"C100R90","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.98,0.0044,0.98,0.98,0,0,0,0,0,0,0,0,2450,2450,0,0,3.99680288865056e-15,1.04964925640161e-11,1.72384773122758e-10,2.66453525910038e-15,2.23402407684148e-11,1.66695124370619e-09,1.55431223447522e-15,6.50213956676637e-07
"C100R90","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.9792,0.0044,0.9792,0.9792,0,0,0,0,0,0,0,0,2448,2448,0,0,3.99680288865056e-15,1.04964925640161e-11,1.72384773122758e-10,2.66453525910038e-15,2.23402407684148e-11,1.66695124370619e-09,1.55431223447522e-15,6.50213956676637e-07
"C100R90","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.9792,0.0044,0.9792,0.9792,0,0,0,0,0,0,0,0,2448,2448,0,0,3.99680288865056e-15,1.04964925640161e-11,1.72384773122758e-10,2.66453525910038e-15,2.23402407684148e-11,1.66695124370619e-09,1.55431223447522e-15,6.50213956676637e-07
"C40R99","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.0532,0.9468,0.9468,0,0,0,0,0,0,0,0,2367,2367,0.1272,0,3.90798504668055e-14,2.79538912906219e-06,0.0139325625844151,2.09832151654155e-14,4.33525509047072e-07,0.000348711352380571,5.10702591327572e-15,0.000483183016775968
"C40R99","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.8196,0.0532,0.8196,0.8196,0,0,0,0,0,0,0,0,2049,2049,0,0,3.10862446895044e-14,9.9600327985172e-12,9.16752895818718e-10,1.53210777398272e-14,1.79460890592509e-11,1.41087241889437e-09,3.99680288865056e-15,2.38475905689484e-13
"C40R99","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.7896,0.0532,0.7896,0.7896,0,0,0,0,0,0,0,0,1974,1974,0,0,2.97539770599542e-14,9.1944230007357e-12,9.16752895818718e-10,1.48769885299771e-14,1.1983525283199e-11,8.11340772344238e-10,3.88578058618805e-15,2.38475905689484e-13
"C40R99","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.7812,0.0532,0.7812,0.7812,0,0,0,0,0,0,0,0,1953,1953,0,0,2.93098878501041e-14,5.00754993026931e-12,6.48164188987721e-10,1.48769885299771e-14,1.0963119301266e-11,8.11340772344238e-10,3.83026943495679e-15,1.78079773149875e-13
"C100R99","simulation","LF_algorithm_default","algorithm","all_outputs",2500,1,0.0044,0.9956,0.9956,0,0,0,0,0,0,0,0,2489,2489,0.0204,0,2.30926389122033e-14,2.40483188918006e-10,0.000272753989065677,1.49880108324396e-14,1.05700559416277e-10,0.000159426577616362,3.5527136788005e-15,4.1038039484409e-06
"C100R99","simulation","LF_algorithm_default","algorithm","both_point_converged",2500,0.9752,0.0044,0.9752,0.9752,0,0,0,0,0,0,0,0,2438,2438,0,0,2.26485497023532e-14,2.70006239588838e-13,8.71001049063125e-11,1.4210854715202e-14,2.99338331899435e-12,1.12888809411515e-10,3.44169137633799e-15,1.19904086659517e-13
"C100R99","simulation","LF_algorithm_default","algorithm","common_point_converged",2500,0.9748,0.0044,0.9748,0.9748,0,0,0,0,0,0,0,0,2437,2437,0,0,2.26485497023532e-14,2.54019028034236e-13,8.71001049063125e-11,1.4210854715202e-14,2.99338331899435e-12,1.12888809411515e-10,3.44169137633799e-15,1.18571819029967e-13
"C100R99","simulation","LF_algorithm_default","algorithm","common_inference_available",2500,0.9744,0.0044,0.9744,0.9744,0,0,0,0,0,0,0,0,2436,2436,0,0,2.26485497023532e-14,2.52242671194836e-13,8.71001049063125e-11,1.4210854715202e-14,2.99338331899435e-12,1.12888809411515e-10,3.42781358853017e-15,1.18571819029967e-13
"E020R1","exact","LF_algorithm_tight","algorithm","all_outputs",121,1,0.0165289256198347,0.983471074380165,0.983471074380165,0,0,0,0,,,0,0,119,119,0,0,2.66453525910038e-15,5.32285326926285e-13,1.14930287509196e-12,0,3.89972542258473e-08,4.75576258374133e-08,6.66133814775094e-16,3.83693077310453e-15
"E020R1","exact","LF_algorithm_tight","algorithm","both_point_converged",121,0.983471074380165,0.0165289256198347,0.983471074380165,0.983471074380165,0,0,0,0,,,0,0,119,119,0,0,2.66453525910038e-15,5.32285326926285e-13,1.14930287509196e-12,0,3.89972542258473e-08,4.75576258374133e-08,6.66133814775094e-16,3.83693077310453e-15
"E020R1","exact","LF_algorithm_tight","algorithm","common_point_converged",121,0.966942148760331,0.0165289256198347,0.966942148760331,0.966942148760331,0,0,0,0,,,0,0,117,117,0,0,2.66453525910038e-15,5.32551780452195e-13,1.14930287509196e-12,0,3.99484066271329e-08,4.75576258374133e-08,6.66133814775094e-16,3.85469434149855e-15
"E020R1","exact","LF_algorithm_tight","algorithm","common_inference_available",121,0.966942148760331,0.0165289256198347,0.966942148760331,0.966942148760331,0,0,0,0,,,0,0,117,117,0,0,2.66453525910038e-15,5.32551780452195e-13,1.14930287509196e-12,0,3.99484066271329e-08,4.75576258374133e-08,6.66133814775094e-16,3.85469434149855e-15
"E050R1","exact","LF_algorithm_tight","algorithm","all_outputs",676,1,0.0029585798816568,0.997041420118343,0.997041420118343,0,0,0,0,,,0,0,674,674,0,0,6.21724893790088e-15,2.43849385128669e-12,4.00390831600816e-12,0,1.94588789526051e-14,9.51152516748266e-08,6.47953737893332e-16,1.03339559132109e-14
"E050R1","exact","LF_algorithm_tight","algorithm","both_point_converged",676,0.997041420118343,0.0029585798816568,0.997041420118343,0.997041420118343,0,0,0,0,,,0,0,674,674,0,0,6.21724893790088e-15,2.43849385128669e-12,4.00390831600816e-12,0,1.94588789526051e-14,9.51152516748266e-08,6.47953737893332e-16,1.03339559132109e-14
"E050R1","exact","LF_algorithm_tight","algorithm","common_point_converged",676,0.994082840236686,0.0029585798816568,0.994082840236686,0.994082840236686,0,0,0,0,,,0,0,672,672,0,0,6.21724893790088e-15,2.43938202970639e-12,4.00390831600816e-12,0,1.94610993986544e-14,9.51152516748266e-08,6.24063382351069e-16,1.03428376974079e-14
"E050R1","exact","LF_algorithm_tight","algorithm","common_inference_available",676,0.994082840236686,0.0029585798816568,0.994082840236686,0.994082840236686,0,0,0,0,,,0,0,672,672,0,0,6.21724893790088e-15,2.43938202970639e-12,4.00390831600816e-12,0,1.94610993986544e-14,9.51152516748266e-08,6.24063382351069e-16,1.03428376974079e-14
"E100R1","exact","LF_algorithm_tight","algorithm","all_outputs",2601,1,0.000768935024990388,0.99923106497501,0.99923106497501,0,0,0,0,,,0,0,2599,2599,0,0,1.46549439250521e-14,5.85512083262074e-12,1.77706738213601e-11,0,5.19717602287528e-14,1.90230503238631e-07,6.66133814775094e-16,1.68753899743024e-14
"E100R1","exact","LF_algorithm_tight","algorithm","both_point_converged",2601,0.99923106497501,0.000768935024990388,0.99923106497501,0.99923106497501,0,0,0,0,,,0,0,2599,2599,0,0,1.46549439250521e-14,5.85512083262074e-12,1.77706738213601e-11,0,5.19717602287528e-14,1.90230503238631e-07,6.66133814775094e-16,1.68753899743024e-14
"E100R1","exact","LF_algorithm_tight","algorithm","common_point_converged",2601,0.998462129950019,0.000768935024990388,0.998462129950019,0.998462129950019,0,0,0,0,,,0,0,2597,2597,0,0,1.46549439250521e-14,5.85536952257826e-12,1.77706738213601e-11,0,5.19850829050483e-14,1.90230503238631e-07,6.66133814775094e-16,1.68753899743024e-14
"E100R1","exact","LF_algorithm_tight","algorithm","common_inference_available",2601,0.991541714725106,0.000768935024990388,0.991541714725106,0.991541714725106,0,0,0,0,,,0,0,2579,2579,0,0,1.44884104713583e-14,2.99934299619052e-12,1.6740386854508e-11,0,5.21049869917077e-14,1.90230503238631e-07,6.66133814775094e-16,1.50990331349021e-14
"E200R1","exact","LF_algorithm_tight","algorithm","all_outputs",10201,1,0.000196059209881384,0.999803940790118,0.999803940790118,0,0,0,0,,,0,0,10199,10199,0,0,4.19733692247348e-14,8.60151061488069e-12,8.3680617990467e-11,0,6.86206647060319e-14,1.90230503238631e-07,5.55111512312578e-16,2.39808173319034e-14
"E200R1","exact","LF_algorithm_tight","algorithm","both_point_converged",10201,0.999803940790118,0.000196059209881384,0.999803940790118,0.999803940790118,0,0,0,0,,,0,0,10199,10199,0,0,4.19733692247348e-14,8.60151061488069e-12,8.3680617990467e-11,0,6.86206647060319e-14,1.90230503238631e-07,5.55111512312578e-16,2.39808173319034e-14
"E200R1","exact","LF_algorithm_tight","algorithm","common_point_converged",10201,0.999607881580237,0.000196059209881384,0.999607881580237,0.999607881580237,0,0,0,0,,,0,0,10197,10197,0,0,4.19733692247348e-14,8.60190141338533e-12,8.3680617990467e-11,0,6.86295464902283e-14,1.90230503238631e-07,5.55111512312578e-16,2.39808173319034e-14
"E200R1","exact","LF_algorithm_tight","algorithm","common_inference_available",10201,0.986962062542888,0.000196059209881384,0.986962062542888,0.986962062542888,0,0,0,0,,,0,0,10068,10068,0,0,4.10782519111308e-14,4.04414279842058e-13,7.78896946940222e-11,0,6.92024215709352e-14,1.90230503238631e-07,5.55111512312578e-16,1.33226762955019e-14
"E020R4","exact","LF_algorithm_tight","algorithm","all_outputs",85,1,0.0235294117647059,0.976470588235294,0.976470588235294,0,0,0,0,,,0,0,83,83,0,0,1.99840144432528e-15,3.01234592825491e-13,7.105427357601e-13,0,1.41198164271827e-14,1.4210854715202e-14,4.9960036108132e-16,3.71258579434652e-15
"E020R4","exact","LF_algorithm_tight","algorithm","both_point_converged",85,0.976470588235294,0.0235294117647059,0.976470588235294,0.976470588235294,0,0,0,0,,,0,0,83,83,0,0,1.99840144432528e-15,3.01234592825491e-13,7.105427357601e-13,0,1.41198164271827e-14,1.4210854715202e-14,4.9960036108132e-16,3.71258579434652e-15
"E020R4","exact","LF_algorithm_tight","algorithm","common_point_converged",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0,0,0,0,,,0,0,81,81,0,0,1.99840144432528e-15,3.11217718262925e-13,7.105427357601e-13,0,1.4122036873232e-14,1.4210854715202e-14,4.44089209850063e-16,3.73034936274053e-15
"E020R4","exact","LF_algorithm_tight","algorithm","common_inference_available",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0,0,0,0,,,0,0,81,81,0,0,1.99840144432528e-15,3.11217718262925e-13,7.105427357601e-13,0,1.4122036873232e-14,1.4210854715202e-14,4.44089209850063e-16,3.73034936274053e-15
"E050R4","exact","LF_algorithm_tight","algorithm","all_outputs",451,1,0.00443458980044346,0.995565410199557,0.995565410199557,0,0,0,0,,,0,0,449,449,0,0,4.88498130835069e-15,4.18474144225908e-13,3.91686683087755e-12,0,3.71125352671696e-14,2.96651592179842e-13,4.44089209850063e-16,6.00408611717284e-15
"E050R4","exact","LF_algorithm_tight","algorithm","both_point_converged",451,0.995565410199557,0.00443458980044346,0.995565410199557,0.995565410199557,0,0,0,0,,,0,0,449,449,0,0,4.88498130835069e-15,4.18474144225908e-13,3.91686683087755e-12,0,3.71125352671696e-14,2.96651592179842e-13,4.44089209850063e-16,6.00408611717284e-15
"E050R4","exact","LF_algorithm_tight","algorithm","common_point_converged",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0,0,0,0,,,0,0,447,447,0,0,4.88498130835069e-15,4.21724877242017e-13,3.91686683087755e-12,0,3.72546438143219e-14,2.96651592179842e-13,4.44089209850063e-16,6.01296790136986e-15
"E050R4","exact","LF_algorithm_tight","algorithm","common_inference_available",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0,0,0,0,,,0,0,447,447,0,0,4.88498130835069e-15,4.21724877242017e-13,3.91686683087755e-12,0,3.72546438143219e-14,2.96651592179842e-13,4.44089209850063e-16,6.01296790136986e-15
"E100R4","exact","LF_algorithm_tight","algorithm","all_outputs",1701,1,0.00117577895355673,0.998824221046443,0.998824221046443,0,0,0,0,,,0,0,1699,1699,0,0,8.88178419700125e-15,8.88782381025519e-13,1.59587898451719e-11,0,6.86117829218346e-14,9.51152516748266e-08,4.44089209850063e-16,1.24433796599987e-14
"E100R4","exact","LF_algorithm_tight","algorithm","both_point_converged",1701,0.998824221046443,0.00117577895355673,0.998824221046443,0.998824221046443,0,0,0,0,,,0,0,1699,1699,0,0,8.88178419700125e-15,8.88782381025519e-13,1.59587898451719e-11,0,6.86117829218346e-14,9.51152516748266e-08,4.44089209850063e-16,1.24433796599987e-14
"E100R4","exact","LF_algorithm_tight","algorithm","common_point_converged",1701,0.997648442092887,0.00117577895355673,0.997648442092887,0.997648442092887,0,0,0,0,,,0,0,1697,1697,0,0,8.88178419700125e-15,8.91162699190313e-13,1.59587898451719e-11,0,6.8722805224297e-14,9.51152516748266e-08,4.44089209850063e-16,1.24344978758018e-14
"E100R4","exact","LF_algorithm_tight","algorithm","common_inference_available",1701,0.997648442092887,0.00117577895355673,0.997648442092887,0.997648442092887,0,0,0,0,,,0,0,1697,1697,0,0,8.88178419700125e-15,8.91162699190313e-13,1.59587898451719e-11,0,6.8722805224297e-14,9.51152516748266e-08,4.44089209850063e-16,1.24344978758018e-14
"E200R4","exact","LF_algorithm_tight","algorithm","all_outputs",6601,1,0.00030298439630359,0.999697015603697,0.999697015603697,0,0,0,0,,,0,0,6599,6599,0,0,1.99840144432528e-14,1.09807274384365e-12,5.70761216067694e-11,0,1.00586206031039e-13,2.53186360765767e-12,4.44089209850063e-16,1.06581410364015e-14
"E200R4","exact","LF_algorithm_tight","algorithm","both_point_converged",6601,0.999697015603697,0.00030298439630359,0.999697015603697,0.999697015603697,0,0,0,0,,,0,0,6599,6599,0,0,1.99840144432528e-14,1.09807274384365e-12,5.70761216067694e-11,0,1.00586206031039e-13,2.53186360765767e-12,4.44089209850063e-16,1.06581410364015e-14
"E200R4","exact","LF_algorithm_tight","algorithm","common_point_converged",6601,0.999394031207393,0.00030298439630359,0.999394031207393,0.999394031207393,0,0,0,0,,,0,0,6597,6597,0,0,1.99840144432528e-14,1.09835696093796e-12,5.70761216067694e-11,0,1.00586206031039e-13,2.53186360765767e-12,4.44089209850063e-16,1.06581410364015e-14
"E200R4","exact","LF_algorithm_tight","algorithm","common_inference_available",6601,0.995152249659143,0.00030298439630359,0.995152249659143,0.995152249659143,0,0,0,0,,,0,0,6569,6569,0,0,1.99840144432528e-14,4.74358330393432e-13,4.39044356426166e-11,0,1.00586206031039e-13,2.53186360765767e-12,4.44089209850063e-16,8.88178419700125e-15
"C40R00","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.048,0.952,0.952,0,0,0,0,0,0,0,0,2380,2380,0,0,3.5527136788005e-15,8.66862137627322e-13,1.73372427525464e-11,1.22124532708767e-15,2.64455124465712e-13,1.59640078933876e-11,1.4432899320127e-15,2.87769807982841e-13
"C40R00","simulation","LF_algorithm_tight","algorithm","both_point_converged",2500,0.952,0.048,0.952,0.952,0,0,0,0,0,0,0,0,2380,2380,0,0,3.5527136788005e-15,8.66862137627322e-13,1.73372427525464e-11,1.22124532708767e-15,2.64455124465712e-13,1.59640078933876e-11,1.4432899320127e-15,2.87769807982841e-13
"C40R00","simulation","LF_algorithm_tight","algorithm","common_point_converged",2500,0.8668,0.048,0.8668,0.8668,0,0,0,0,0,0,0,0,2167,2167,0,0,3.10862446895044e-15,2.98427949019242e-13,1.31521460389195e-11,1.33226762955019e-15,2.64455124465712e-13,1.59640078933876e-11,1.33226762955019e-15,2.72226685638088e-13
"C40R00","simulation","LF_algorithm_tight","algorithm","common_inference_available",2500,0.8568,0.048,0.8568,0.8568,0,0,0,0,0,0,0,0,2142,2142,0,0,3.10862446895044e-15,2.48689957516035e-13,3.84048348678334e-12,1.33226762955019e-15,2.64455124465712e-13,1.59640078933876e-11,1.33226762955019e-15,2.72226685638088e-13
"C100R00","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.0032,0.9968,0.9968,0,0,0,0,0,0,0,0,2492,2492,0,0,3.10862446895044e-15,8.79296635503124e-14,1.26121335597418e-12,1.88737914186277e-15,2.73225886360251e-13,1.51934020919953e-12,1.33226762955019e-15,2.36893837879393e-13
"C100R00","simulation","LF_algorithm_tight","algorithm","both_point_converged",2500,0.9968,0.0032,0.9968,0.9968,0,0,0,0,0,0,0,0,2492,2492,0,0,3.10862446895044e-15,8.79296635503124e-14,1.26121335597418e-12,1.88737914186277e-15,2.73225886360251e-13,1.51934020919953e-12,1.33226762955019e-15,2.36893837879393e-13
"C100R00","simulation","LF_algorithm_tight","algorithm","common_point_converged",2500,0.9832,0.0032,0.9832,0.9832,0,0,0,0,0,0,0,0,2458,2458,0,0,3.10862446895044e-15,2.93098878501041e-14,4.67181848762266e-13,1.88737914186277e-15,2.73225886360251e-13,1.51934020919953e-12,1.33226762955019e-15,2.06057393370429e-13
"C100R00","simulation","LF_algorithm_tight","algorithm","common_inference_available",2500,0.9828,0.0032,0.9828,0.9828,0,0,0,0,0,0,0,0,2457,2457,0,0,3.10862446895044e-15,2.66453525910038e-14,3.65929508916452e-13,1.88737914186277e-15,2.73225886360251e-13,1.51934020919953e-12,1.33226762955019e-15,2.06057393370429e-13
"C40R50","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.048,0.952,0.952,0,0,0,0,0,0,0,0,2380,2380,0,0,3.5527136788005e-15,1.01163522003844e-12,2.03499439521693e-11,1.22124532708767e-15,1.57762691799235e-13,2.12854178727184e-11,1.55431223447522e-15,2.87991852587766e-13
"C40R50","simulation","LF_algorithm_tight","algorithm","both_point_converged",2500,0.952,0.048,0.952,0.952,0,0,0,0,0,0,0,0,2380,2380,0,0,3.5527136788005e-15,1.01163522003844e-12,2.03499439521693e-11,1.22124532708767e-15,1.57762691799235e-13,2.12854178727184e-11,1.55431223447522e-15,2.87991852587766e-13
"C40R50","simulation","LF_algorithm_tight","algorithm","common_point_converged",2500,0.8516,0.048,0.8516,0.8516,0,0,0,0,0,0,0,0,2129,2129,0,0,3.10862446895044e-15,3.61488616817951e-13,1.67954539165294e-11,1.33226762955019e-15,1.55542245749984e-13,2.12854178727184e-11,1.4432899320127e-15,2.44693154627385e-13
"C40R50","simulation","LF_algorithm_tight","algorithm","common_inference_available",2500,0.8404,0.048,0.8404,0.8404,0,0,0,0,0,0,0,0,2101,2101,0,0,3.10862446895044e-15,2.8155255904494e-13,1.67954539165294e-11,1.33226762955019e-15,1.55542245749984e-13,2.12854178727184e-11,1.4432899320127e-15,2.44693154627385e-13
"C100R50","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.004,0.996,0.996,0,0,0,0,0,0,0,0,2490,2490,0,0,3.33066907387547e-15,6.83897383169096e-14,1.55253587763582e-12,1.99840144432528e-15,2.22488694134881e-13,2.65618638195519e-11,1.55431223447522e-15,1.69864122767649e-13
"C100R50","simulation","LF_algorithm_tight","algorithm","both_point_converged",2500,0.996,0.004,0.996,0.996,0,0,0,0,0,0,0,0,2490,2490,0,0,3.33066907387547e-15,6.83897383169096e-14,1.55253587763582e-12,1.99840144432528e-15,2.22488694134881e-13,2.65618638195519e-11,1.55431223447522e-15,1.69864122767649e-13
"C100R50","simulation","LF_algorithm_tight","algorithm","common_point_converged",2500,0.982,0.004,0.982,0.982,0,0,0,0,0,0,0,0,2455,2455,0,0,3.1641356201817e-15,2.75335310107039e-14,1.55253587763582e-12,1.99840144432528e-15,2.22488694134881e-13,2.65618638195519e-11,1.49880108324396e-15,1.6109336087311e-13
"C100R50","simulation","LF_algorithm_tight","algorithm","common_inference_available",2500,0.9816,0.004,0.9816,0.9816,0,0,0,0,0,0,0,0,2454,2454,0,0,3.1641356201817e-15,2.66453525910038e-14,1.55253587763582e-12,1.99840144432528e-15,2.22488694134881e-13,2.65618638195519e-11,1.49880108324396e-15,1.6109336087311e-13
"C40R90","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.0524,0.9476,0.9476,0,0,0,0,0,0,0,0,2369,2369,0,0,5.55111512312578e-15,1.97886151909188e-12,8.99973429113743e-11,1.99840144432528e-15,2.30926389122033e-13,5.03996844258836e-12,1.77635683940025e-15,2.35367281220533e-13
"C40R90","simulation","LF_algorithm_tight","algorithm","both_point_converged",2500,0.9476,0.0524,0.9476,0.9476,0,0,0,0,0,0,0,0,2369,2369,0,0,5.55111512312578e-15,1.97886151909188e-12,8.99973429113743e-11,1.99840144432528e-15,2.30926389122033e-13,5.03996844258836e-12,1.77635683940025e-15,2.35367281220533e-13
"C40R90","simulation","LF_algorithm_tight","algorithm","common_point_converged",2500,0.8172,0.0524,0.8172,0.8172,0,0,0,0,0,0,0,0,2043,2043,0,0,4.44089209850063e-15,5.82645043323282e-13,8.99973429113743e-11,1.99840144432528e-15,2.26485497023532e-13,5.03996844258836e-12,1.55431223447522e-15,1.50324197534246e-13
"C40R90","simulation","LF_algorithm_tight","algorithm","common_inference_available",2500,0.8088,0.0524,0.8088,0.8088,0,0,0,0,0,0,0,0,2022,2022,0,0,4.44089209850063e-15,3.74811293113453e-13,8.99973429113743e-11,1.99840144432528e-15,2.26485497023532e-13,5.03996844258836e-12,1.55431223447522e-15,1.50324197534246e-13
"C100R90","simulation","LF_algorithm_tight","algorithm","all_outputs",2500,1,0.0044,0.9956,0.9956,0,0,0,0,0,0,0,0,2489,2489,0,0,3.99680288865056e-15,1.15463194561016e-13,7.8177464502005e-12,2.55351295663786e-15,2.94098079223204e-13,2.17559303905546e-12,1.66533453693773e-15,1.22568621918617e-13
