"scenario_id","kind","comparison","factor","cohort","total_configurations","cohort_probability","excluded_probability","ci_available_probability","p_available_probability","ci_difference_joint_probability","p_difference_joint_probability","ci_difference_conditional_probability","p_difference_conditional_probability","ci_difference_mcse","p_difference_mcse","ci_difference_n","p_difference_n","ci_available_n","p_available_n","nonconverged_output_probability","convergence_unknown_output_probability","ci_delta_median","ci_delta_p99","ci_delta_max","p_delta_median","p_delta_p99","p_delta_max","beta_delta_median","beta_delta_p99"
"E100R1","exact","default_fl_sas","default","all_outputs",2601,1,0.000768935024990388,0.945405613225683,0.945405613225683,0.0207612456747405,0.0207612456747405,0.021960146400976,0.021960146400976,,,54,54,2459,2459,0,0.945405613225683,0.0443520033336826,1.92243602171754,1.95744999455577,0.00101564395788546,0.0396466641844165,0.087258454652014,5.99266933671849e-05,0.000303640733666661
"E100R1","exact","default_fl_sas","default","both_point_converged",2601,0,0.000768935024990388,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E100R1","exact","default_fl_sas","default","common_point_converged",2601,0.998462129950019,0.000768935024990388,0.944636678200692,0.944636678200692,0.0207612456747405,0.0207612456747405,0.021978021978022,0.021978021978022,,,54,54,2457,2457,0,0.944636678200692,0.0443520033336764,1.92243602171754,1.95744999455577,0.00101564395788555,0.0396466641844165,0.087258454652014,5.99266933698495e-05,0.000303640733666679
"E100R1","exact","default_fl_sas","default","common_inference_available",2601,0.991541714725106,0.000768935024990388,0.943867743175702,0.943867743175702,0.0199923106497501,0.0199923106497501,0.0211812627291242,0.0211812627291242,,,52,52,2455,2455,0,0.943867743175702,0.0443520033336484,1.92243602171608,1.95744999455577,0.00101564395788546,0.039646664184403,0.087258454652014,5.99266933671849e-05,0.000303640733666697
"E200R1","exact","default_fl_sas","default","all_outputs",10201,1,0.000196059209881384,0.963336927752181,0.963336927752181,0.00568571708656014,0.00568571708656014,0.00590210644143686,0.00590210644143686,,,58,58,9827,9827,0,0.963336927752181,0.0222897257593322,0.53093187780369,1.92175530182129,1.15053294112271e-05,0.0154310063689527,0.0868742022255248,2.50031568959641e-05,0.000304226850740672
"E200R1","exact","default_fl_sas","default","both_point_converged",10201,0,0.000196059209881384,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E200R1","exact","default_fl_sas","default","common_point_converged",10201,0.999607881580237,0.000196059209881384,0.9631408685423,0.9631408685423,0.00568571708656014,0.00568571708656014,0.00590330788804071,0.00590330788804071,,,58,58,9825,9825,0,0.9631408685423,0.0222817577765702,0.53093187780346,1.92175530182129,1.15053294112273e-05,0.0154310063689528,0.0868742022255248,2.50031568945208e-05,0.00030422685074071
"E200R1","exact","default_fl_sas","default","common_inference_available",10201,0.986962062542888,0.000196059209881384,0.963042838937359,0.963042838937359,0.00568571708656014,0.00568571708656014,0.00590390879478827,0.00590390879478827,,,58,58,9824,9824,0,0.963042838937359,0.0222817577765517,0.53093187780346,1.92175530182129,1.15053294112282e-05,0.0154310063689528,0.0868742022255248,2.50031568952425e-05,0.000304226850740729
"E020R4","exact","default_fl_sas","default","all_outputs",85,1,0.0235294117647059,0.976470588235294,0.976470588235294,0.117647058823529,0.117647058823529,0.120481927710843,0.120481927710843,,,10,10,83,83,0,0.976470588235294,0.356135841466076,1.54779583980393,1.54779583980402,0.0388685680906349,0.127236048899647,0.127236048899648,0.000129653155646281,0.000419831464129654
"E020R4","exact","default_fl_sas","default","both_point_converged",85,0,0.0235294117647059,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E020R4","exact","default_fl_sas","default","common_point_converged",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0.117647058823529,0.117647058823529,0.123456790123457,0.123456790123457,,,10,10,81,81,0,0.952941176470588,0.33628523253763,1.54779583980393,1.54779583980402,0.0388685680906394,0.127236048899647,0.127236048899648,0.000129653155647391,0.000419831464129672
"E020R4","exact","default_fl_sas","default","common_inference_available",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0.117647058823529,0.117647058823529,0.123456790123457,0.123456790123457,,,10,10,81,81,0,0.952941176470588,0.33628523253763,1.54779583980393,1.54779583980402,0.0388685680906394,0.127236048899647,0.127236048899648,0.000129653155647391,0.000419831464129672
"E050R4","exact","default_fl_sas","default","all_outputs",451,1,0.00443458980044346,0.995565410199557,0.995565410199557,0.0665188470066519,0.0665188470066519,0.066815144766147,0.066815144766147,,,30,30,449,449,0,0.995565410199557,0.172524372087147,1.84066536438472,1.84641377048496,0.0095686223925876,0.118717629008259,0.12080658190018,0.000118972911952953,0.000604102132496145
"E050R4","exact","default_fl_sas","default","both_point_converged",451,0,0.00443458980044346,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E050R4","exact","default_fl_sas","default","common_point_converged",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0.0665188470066519,0.0665188470066519,0.0671140939597315,0.0671140939597315,,,30,30,447,447,0,0.991130820399113,0.172524372087136,1.84066536438472,1.84641377048496,0.00958984869585167,0.118717629008259,0.12080658190018,0.000122133358071874,0.000604102132496225
"E050R4","exact","default_fl_sas","default","common_inference_available",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0.0665188470066519,0.0665188470066519,0.0671140939597315,0.0671140939597315,,,30,30,447,447,0,0.991130820399113,0.172524372087136,1.84066536438472,1.84641377048496,0.00958984869585167,0.118717629008259,0.12080658190018,0.000122133358071874,0.000604102132496225
"E100R4","exact","default_fl_sas","default","all_outputs",1701,1,0.00117577895355673,0.990593768371546,0.990593768371546,0.0352733686067019,0.0352733686067019,0.0356083086053412,0.0356083086053412,,,60,60,1685,1685,0,0.990593768371546,0.086893255243603,1.94915258766592,1.94972388460375,0.00228356602075261,0.0999971620376293,0.119236762321255,7.71539361090756e-05,0.000512427045953849
"E100R4","exact","default_fl_sas","default","both_point_converged",1701,0,0.00117577895355673,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E100R4","exact","default_fl_sas","default","common_point_converged",1701,0.997648442092887,0.00117577895355673,0.989417989417989,0.989417989417989,0.0352733686067019,0.0352733686067019,0.035650623885918,0.035650623885918,,,60,60,1683,1683,0,0.989417989417989,0.0868932552435734,1.94915258766593,1.94972388460375,0.00236468071307276,0.0999971620376294,0.119236762321255,7.71539361080764e-05,0.000512427045953858
"E100R4","exact","default_fl_sas","default","common_inference_available",1701,0.997648442092887,0.00117577895355673,0.989417989417989,0.989417989417989,0.0352733686067019,0.0352733686067019,0.035650623885918,0.035650623885918,,,60,60,1683,1683,0,0.989417989417989,0.0868932552435734,1.94915258766593,1.94972388460375,0.00236468071307276,0.0999971620376294,0.119236762321255,7.71539361080764e-05,0.000512427045953858
"E200R4","exact","default_fl_sas","default","all_outputs",6601,1,0.00030298439630359,0.948189668232086,0.948189668232086,0.0127253446447508,0.0127253446447508,0.0134206742291101,0.0134206742291101,,,84,84,6259,6259,0,0.948189668232086,0.039092138603984,0.520487390801982,1.97575691410795,0.000193606684757298,0.0412395909044969,0.118514071046725,5.77811814764795e-05,0.000421104595274278
"E200R4","exact","default_fl_sas","default","both_point_converged",6601,0,0.00030298439630359,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"E200R4","exact","default_fl_sas","default","common_point_converged",6601,0.999394031207393,0.00030298439630359,0.947886683835782,0.947886683835782,0.0127253446447508,0.0127253446447508,0.0134249640402749,0.0134249640402749,,,84,84,6257,6257,0,0.947886683835782,0.039067352090298,0.520342850754147,1.97575691410795,0.000193606684757873,0.041239590904497,0.118514071046725,5.77811814765905e-05,0.000421104595274375
"E200R4","exact","default_fl_sas","default","common_inference_available",6601,0.995152249659143,0.00030298439630359,0.947886683835782,0.947886683835782,0.0127253446447508,0.0127253446447508,0.0134249640402749,0.0134249640402749,,,84,84,6257,6257,0,0.947886683835782,0.039067352090298,0.520342850754147,1.97575691410795,0.000193606684757873,0.041239590904497,0.118514071046725,5.77811814765905e-05,0.000421104595274375
"C40R00","simulation","default_fl_sas","default","all_outputs",2500,1,0.048,0.952,0.952,0.0304,0.0304,0.0319327731092437,0.0319327731092437,0.0036039818729665,0.0036039818729665,76,76,2380,2380,0.0448,0.9072,0.597890661571396,16.2816052088207,72.8915153378586,0.0136451136812963,0.0668007388354835,0.255673032650204,4.56408624158744e-05,0.0427072220628406
"C40R00","simulation","default_fl_sas","default","both_point_converged",2500,0,0.048,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C40R00","simulation","default_fl_sas","default","common_point_converged",2500,0.8668,0.048,0.8668,0.8668,0.0288,0.0288,0.0332256575911398,0.0332256575911398,0.00385008125150397,0.00385008125150397,72,72,2167,2167,0,0.8668,0.477154003892853,8.71715274503516,51.5264541680804,0.0124315291111122,0.0627935296885473,0.0710647846865535,4.11760081888701e-05,0.000367440254905649
"C40R00","simulation","default_fl_sas","default","common_inference_available",2500,0.8568,0.048,0.8568,0.8568,0.0288,0.0288,0.0336134453781513,0.0336134453781513,0.00389423558695473,0.00389423558695473,72,72,2142,2142,0,0.8568,0.467969861803673,5.67939344868781,22.626365100772,0.0122646138501945,0.0627935296885473,0.0710647846865535,4.10181463389447e-05,0.000366899809336907
"C100R00","simulation","default_fl_sas","default","all_outputs",2500,1,0.0032,0.9968,0.9968,0.0088,0.0088,0.00882825040128411,0.00882825040128411,0.00187386267230591,0.00187386267230591,22,22,2492,2492,0.0048,0.992,0.272715887709655,2.69920718539253,19.8588947509993,0.0100971206372154,0.0857510774488264,0.18679345425238,2.77914823556547e-05,0.000311846079957601
"C100R00","simulation","default_fl_sas","default","both_point_converged",2500,0,0.0032,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C100R00","simulation","default_fl_sas","default","common_point_converged",2500,0.9832,0.0032,0.9832,0.9832,0.0076,0.0076,0.00772986167615948,0.00772986167615948,0.00176648471042093,0.00176648471042093,19,19,2458,2458,0,0.9832,0.247527643856693,2.20185214589896,10.8206005141582,0.0100572854556636,0.0807986215507488,0.103683891117534,2.72793032514151e-05,0.000244682808475671
"C100R00","simulation","default_fl_sas","default","common_inference_available",2500,0.9828,0.0032,0.9828,0.9828,0.0076,0.0076,0.00773300773300773,0.00773300773300773,0.00176720086889786,0.00176720086889786,19,19,2457,2457,0,0.9828,0.247527643856693,2.19906464491594,10.8206005141582,0.0100572854556636,0.0807986215507488,0.103683891117534,2.72793032514151e-05,0.000244682808475671
"C40R50","simulation","default_fl_sas","default","all_outputs",2500,1,0.048,0.952,0.952,0.0256,0.0256,0.026890756302521,0.026890756302521,0.00331584200544021,0.00331584200544021,64,64,2380,2380,0.0552,0.8968,0.710350411683592,15.2957917902265,72.8907338495972,0.0140674384980316,0.0710647846865531,0.255673032650205,4.9750543782201e-05,0.0981263409144875
"C40R50","simulation","default_fl_sas","default","both_point_converged",2500,0,0.048,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C40R50","simulation","default_fl_sas","default","common_point_converged",2500,0.8516,0.048,0.8516,0.8516,0.0248,0.0248,0.0291216533583842,0.0291216533583842,0.00364420324833822,0.00364420324833822,62,62,2129,2129,0,0.8516,0.509470467806425,8.58565347524393,44.7211426625387,0.0128954603232009,0.062793529688547,0.0933674096172242,4.19366230808293e-05,0.000363067170337628
"C40R50","simulation","default_fl_sas","default","common_inference_available",2500,0.8404,0.048,0.8404,0.8404,0.0248,0.0248,0.0295097572584484,0.0295097572584484,0.00369203134109203,0.00369203134109203,62,62,2101,2101,0,0.8404,0.494985927761599,5.67944874358946,18.7696820624148,0.0126959478142261,0.062793529688547,0.0933674096172242,4.18349732431711e-05,0.00036145100645113
"C100R50","simulation","default_fl_sas","default","all_outputs",2500,1,0.004,0.996,0.996,0.008,0.008,0.00803212851405623,0.00803212851405623,0.0017888109875649,0.0017888109875649,20,20,2490,2490,0.0036,0.9924,0.310500410161211,2.48059911611614,10.8202344597451,0.00940666346157659,0.0870328704081572,0.138441781132795,2.96796059825466e-05,0.000363301031271357
"C100R50","simulation","default_fl_sas","default","both_point_converged",2500,0,0.004,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C100R50","simulation","default_fl_sas","default","common_point_converged",2500,0.982,0.004,0.982,0.982,0.0072,0.0072,0.00733197556008147,0.00733197556008147,0.00172181613189211,0.00172181613189211,18,18,2455,2455,0,0.982,0.28292992371627,2.21468686101232,10.8202344597451,0.00936737867353382,0.0860719154700089,0.103683891117533,2.90090705368229e-05,0.000288897383678099
"C100R50","simulation","default_fl_sas","default","common_inference_available",2500,0.9816,0.004,0.9816,0.9816,0.0072,0.0072,0.00733496332518337,0.00733496332518337,0.00172251517621021,0.00172251517621021,18,18,2454,2454,0,0.9816,0.280743293079967,2.20577052208533,10.8202344597451,0.00935587744531508,0.0860719154700089,0.103683891117533,2.89850052519469e-05,0.000288897383678099
"C40R90","simulation","default_fl_sas","default","all_outputs",2500,1,0.0524,0.9476,0.9476,0.0264,0.0264,0.0278598564795272,0.0278598564795272,0.00338120377881392,0.00338120377881392,66,66,2369,2369,0.0708,0.8768,0.779878091088948,17.0946358097428,91.3732156650657,0.014382541966103,0.0724236145182542,0.267255609610398,5.82126048741527e-05,0.0878548511033522
"C40R90","simulation","default_fl_sas","default","both_point_converged",2500,0,0.0524,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C40R90","simulation","default_fl_sas","default","common_point_converged",2500,0.8172,0.0524,0.8172,0.8172,0.0232,0.0232,0.0283896231032795,0.0283896231032795,0.0036744445874982,0.0036744445874982,58,58,2043,2043,0,0.8172,0.520135067777148,8.51460587160984,49.9007551289767,0.0124648974608966,0.0632626572272276,0.0933674096172203,4.73963016787149e-05,0.000395929424549468
"C40R90","simulation","default_fl_sas","default","common_inference_available",2500,0.8088,0.0524,0.8088,0.8088,0.0228,0.0228,0.0281899109792285,0.0281899109792285,0.00368084032640811,0.00368084032640811,57,57,2022,2022,0,0.8088,0.513732659209946,7.03421334825293,49.9007551289767,0.0121988637703974,0.0632626572272276,0.0933674096172203,4.69757714154917e-05,0.000393113627509933
"C100R90","simulation","default_fl_sas","default","all_outputs",2500,1,0.0044,0.9956,0.9956,0.0072,0.0072,0.00723182000803536,0.00723182000803536,0.00169838161656053,0.00169838161656053,18,18,2489,2489,0.0056,0.99,0.321800247418034,3.38704454413907,16.8290808751786,0.00859912791383144,0.0863182360253349,0.138441780975405,3.00078570767415e-05,0.000390698367059183
"C100R90","simulation","default_fl_sas","default","both_point_converged",2500,0,0.0044,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C100R90","simulation","default_fl_sas","default","common_point_converged",2500,0.9792,0.0044,0.9792,0.9792,0.0072,0.0072,0.00735294117647059,0.00735294117647059,0.00172672139085979,0.00172672139085979,18,18,2448,2448,0,0.9792,0.309260659517149,2.26532805616004,8.42251983371424,0.0085008670526775,0.085977551326929,0.107899452807882,2.91418094178209e-05,0.000288849593297447
"C100R90","simulation","default_fl_sas","default","common_inference_available",2500,0.9792,0.0044,0.9792,0.9792,0.0072,0.0072,0.00735294117647059,0.00735294117647059,0.00172672139085979,0.00172672139085979,18,18,2448,2448,0,0.9792,0.309260659517149,2.26532805616004,8.42251983371424,0.0085008670526775,0.085977551326929,0.107899452807882,2.91418094178209e-05,0.000288849593297447
"C40R99","simulation","default_fl_sas","default","all_outputs",2500,1,0.0532,0.9468,0.9468,0.0248,0.0248,0.0261934938741022,0.0261934938741022,0.00328272061686688,0.00328272061686688,62,62,2367,2367,0.0736,0.8732,0.888384398592748,16.7133157516969,90.8756790022049,0.0143959803965585,0.0713104785003188,0.267255609800081,6.82797450886063e-05,0.111404945598798
"C40R99","simulation","default_fl_sas","default","both_point_converged",2500,0,0.0532,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C40R99","simulation","default_fl_sas","default","common_point_converged",2500,0.7896,0.0532,0.7896,0.7896,0.0208,0.0208,0.0263424518743668,0.0263424518743668,0.00360460466965873,0.00360460466965873,52,52,1974,1974,0,0.7896,0.502970499818381,7.36458529436851,44.7183847165185,0.0119400501200319,0.0633349014697669,0.0818674933188914,5.09251074286565e-05,0.000391282696939221
"C40R99","simulation","default_fl_sas","default","common_inference_available",2500,0.7812,0.0532,0.7812,0.7812,0.0208,0.0208,0.0266257040450589,0.0266257040450589,0.00364283386541308,0.00364283386541308,52,52,1953,1953,0,0.7812,0.492242104627397,5.58649781878984,28.7597864418414,0.0116116140416602,0.0630907044223419,0.0725871221665619,5.0270717653067e-05,0.000378702192123548
"C100R99","simulation","default_fl_sas","default","all_outputs",2500,1,0.0044,0.9956,0.9956,0.0084,0.0084,0.00843712334270792,0.00843712334270792,0.0018333478776548,0.0018333478776548,21,21,2489,2489,0.006,0.9896,0.319582174615286,3.38689876304928,48.4869901781198,0.0087808999742667,0.089957050094897,0.140931047051607,3.23824198966705e-05,0.000465253674839516
"C100R99","simulation","default_fl_sas","default","both_point_converged",2500,0,0.0044,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,
"C100R99","simulation","default_fl_sas","default","common_point_converged",2500,0.9748,0.0044,0.9748,0.9748,0.0084,0.0084,0.00861715223635618,0.00861715223635618,0.00187229733254999,0.00187229733254999,21,21,2437,2437,0,0.9748,0.297094928868785,2.22297533675857,48.4869901781198,0.00852687202894309,0.0863134191329422,0.105594079071559,3.14054877550429e-05,0.000312185340670318
"C100R99","simulation","default_fl_sas","default","common_inference_available",2500,0.9744,0.0044,0.9744,0.9744,0.008,0.008,0.00821018062397373,0.00821018062397373,0.00182830032669801,0.00182830032669801,20,20,2436,2436,0,0.9744,0.296389449812968,2.22164142268774,9.411328582308,0.00852299694539127,0.0863134191329422,0.105594079071559,3.14036283302066e-05,0.000307751197112571
"E020R1","exact","aligned_PL_logistf_sas","alignment","all_outputs",121,1,0.0165289256198347,0.983471074380165,0.983471074380165,0,0.0991735537190083,0,0.100840336134454,,,0,12,119,119,0,0,1.88053503054064e-05,0.000171092354261262,0.000171092354805502,0.0263621489501125,0.0883614968037215,0.088361496803722,6.10490869843439e-05,0.000268170002951167
"E020R1","exact","aligned_PL_logistf_sas","alignment","both_point_converged",121,0.983471074380165,0.0165289256198347,0.983471074380165,0.983471074380165,0,0.0991735537190083,0,0.100840336134454,,,0,12,119,119,0,0,1.88053503054064e-05,0.000171092354261262,0.000171092354805502,0.0263621489501125,0.0883614968037215,0.088361496803722,6.10490869843439e-05,0.000268170002951167
"E020R1","exact","aligned_PL_logistf_sas","alignment","common_point_converged",121,0.966942148760331,0.0165289256198347,0.966942148760331,0.966942148760331,0,0.0991735537190083,0,0.102564102564103,,,0,12,117,117,0,0,1.88053503071828e-05,0.000171092354263607,0.000171092354805502,0.0263621489501127,0.0883614968037215,0.088361496803722,4.57423378787958e-05,0.000268170003073518
"E020R1","exact","aligned_PL_logistf_sas","alignment","common_inference_available",121,0.966942148760331,0.0165289256198347,0.966942148760331,0.966942148760331,0,0.0991735537190083,0,0.102564102564103,,,0,12,117,117,0,0,1.88053503071828e-05,0.000171092354263607,0.000171092354805502,0.0263621489501127,0.0883614968037215,0.088361496803722,4.57423378787958e-05,0.000268170003073518
"E050R1","exact","aligned_PL_logistf_sas","alignment","all_outputs",676,1,0.0029585798816568,0.997041420118343,0.997041420118343,0,0.0532544378698225,0,0.0534124629080119,,,0,36,674,674,0,0,2.72616264673786e-07,6.09847683183507e-05,0.000138957397700423,0.00646996254705712,0.0814982728117256,0.0878619676308667,2.89220517066813e-05,0.000461469387851308
"E050R1","exact","aligned_PL_logistf_sas","alignment","both_point_converged",676,0.997041420118343,0.0029585798816568,0.997041420118343,0.997041420118343,0,0.0532544378698225,0,0.0534124629080119,,,0,36,674,674,0,0,2.72616264673786e-07,6.09847683183507e-05,0.000138957397700423,0.00646996254705712,0.0814982728117256,0.0878619676308667,2.89220517066813e-05,0.000461469387851308
"E050R1","exact","aligned_PL_logistf_sas","alignment","common_point_converged",676,0.994082840236686,0.0029585798816568,0.994082840236686,0.994082840236686,0,0.0532544378698225,0,0.0535714285714286,,,0,36,672,672,0,0,2.72088496178213e-07,6.09847683225251e-05,0.000138957397700423,0.00646996254706067,0.0814982728117256,0.0878619676308667,2.89220516873634e-05,0.000461469387851539
"E050R1","exact","aligned_PL_logistf_sas","alignment","common_inference_available",676,0.994082840236686,0.0029585798816568,0.994082840236686,0.994082840236686,0,0.0532544378698225,0,0.0535714285714286,,,0,36,672,672,0,0,2.72088496178213e-07,6.09847683225251e-05,0.000138957397700423,0.00646996254706067,0.0814982728117256,0.0878619676308667,2.89220516873634e-05,0.000461469387851539
"E100R1","exact","aligned_PL_logistf_sas","alignment","all_outputs",2601,1,0.000768935024990388,0.99923106497501,0.99923106497501,0,0.0207612456747405,0,0.0207772220084648,,,0,54,2599,2599,0,0,4.41527429745348e-06,2.91630209140781e-05,3.69896088807664e-05,0.00101888233638129,0.0406333058197262,0.0872584546518038,6.18054374582622e-05,0.000310181214334122
"E100R1","exact","aligned_PL_logistf_sas","alignment","both_point_converged",2601,0.99923106497501,0.000768935024990388,0.99923106497501,0.99923106497501,0,0.0207612456747405,0,0.0207772220084648,,,0,54,2599,2599,0,0,4.41527429745348e-06,2.91630209140781e-05,3.69896088807664e-05,0.00101888233638129,0.0406333058197262,0.0872584546518038,6.18054374582622e-05,0.000310181214334122
"E100R1","exact","aligned_PL_logistf_sas","alignment","common_point_converged",2601,0.998462129950019,0.000768935024990388,0.998462129950019,0.998462129950019,0,0.0207612456747405,0,0.0207932229495572,,,0,54,2597,2597,0,0,4.39476364250124e-06,2.91498122191847e-05,3.69896088807664e-05,0.0010188823363813,0.0406333058197262,0.0872584546518038,6.18054374592614e-05,0.000310189401833352
"E100R1","exact","aligned_PL_logistf_sas","alignment","common_inference_available",2601,0.991541714725106,0.000768935024990388,0.991541714725106,0.991541714725106,0,0.0199923106497501,0,0.0201628538193098,,,0,52,2579,2579,0,0,4.25263246484064e-06,2.91498122234213e-05,3.69896088807664e-05,0.00101583480677401,0.0398637253441731,0.0872584546518038,6.16838623259675e-05,0.000310263089326419
"E200R1","exact","aligned_PL_logistf_sas","alignment","all_outputs",10201,1,0.000196059209881384,0.999803940790118,0.999803940790118,0,0.00686207234584845,0,0.00686341798215511,,,0,70,10199,10199,0,0,3.63049367375912e-06,1.983436600292e-05,6.93175853490047e-05,1.52435174004112e-05,0.0198763950220469,0.0868742022255358,2.52039603219067e-05,0.000378986908911632
"E200R1","exact","aligned_PL_logistf_sas","alignment","both_point_converged",10201,0.999803940790118,0.000196059209881384,0.999803940790118,0.999803940790118,0,0.00686207234584845,0,0.00686341798215511,,,0,70,10199,10199,0,0,3.63049367375912e-06,1.983436600292e-05,6.93175853490047e-05,1.52435174004112e-05,0.0198763950220469,0.0868742022255358,2.52039603219067e-05,0.000378986908911632
"E200R1","exact","aligned_PL_logistf_sas","alignment","common_point_converged",10201,0.999607881580237,0.000196059209881384,0.999607881580237,0.999607881580237,0,0.00686207234584845,0,0.00686476414631754,,,0,70,10197,10197,0,0,3.62270260700903e-06,1.98305474990335e-05,6.93175853490047e-05,1.52435174004119e-05,0.0198763950220469,0.0868742022255358,2.51809888442978e-05,0.00037898690892689
"E200R1","exact","aligned_PL_logistf_sas","alignment","common_inference_available",10201,0.986962062542888,0.000196059209881384,0.986962062542888,0.986962062542888,0,0.00627389471620429,0,0.00635677393722686,,,0,64,10068,10068,0,0,3.62270250664487e-06,1.96683462745462e-05,6.93175853490047e-05,1.37576979955358e-05,0.0178844138164159,0.0868742022255358,2.50914406491887e-05,0.000344591379331978
"E020R4","exact","aligned_PL_logistf_sas","alignment","all_outputs",85,1,0.0235294117647059,0.976470588235294,0.976470588235294,0,0.117647058823529,0,0.120481927710843,,,0,10,83,83,0,0,1.9794254815686e-05,0.000171542521494104,0.000171542521517409,0.0388685680902114,0.127236048922863,0.127236048922863,0.000131151701523002,0.000405780124510713
"E020R4","exact","aligned_PL_logistf_sas","alignment","both_point_converged",85,0.976470588235294,0.0235294117647059,0.976470588235294,0.976470588235294,0,0.117647058823529,0,0.120481927710843,,,0,10,83,83,0,0,1.9794254815686e-05,0.000171542521494104,0.000171542521517409,0.0388685680902114,0.127236048922863,0.127236048922863,0.000131151701523002,0.000405780124510713
"E020R4","exact","aligned_PL_logistf_sas","alignment","common_point_converged",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0,0.117647058823529,0,0.123456790123457,,,0,10,81,81,0,0,1.97942548698649e-05,0.000171542521494672,0.000171542521517409,0.038868568090213,0.127236048922863,0.127236048922863,0.000131151702162935,0.000405780124678845
"E020R4","exact","aligned_PL_logistf_sas","alignment","common_inference_available",85,0.952941176470588,0.0235294117647059,0.952941176470588,0.952941176470588,0,0.117647058823529,0,0.123456790123457,,,0,10,81,81,0,0,1.97942548698649e-05,0.000171542521494672,0.000171542521517409,0.038868568090213,0.127236048922863,0.127236048922863,0.000131151702162935,0.000405780124678845
"E050R4","exact","aligned_PL_logistf_sas","alignment","all_outputs",451,1,0.00443458980044346,0.995565410199557,0.995565410199557,0,0.0665188470066519,0,0.066815144766147,,,0,30,449,449,0,0,2.72630116393557e-06,6.56114997769919e-05,0.000146674562021332,0.00956862246018697,0.118717629008885,0.120806581900789,0.000111228037114941,0.000610221419592793
"E050R4","exact","aligned_PL_logistf_sas","alignment","both_point_converged",451,0.995565410199557,0.00443458980044346,0.995565410199557,0.995565410199557,0,0.0665188470066519,0,0.066815144766147,,,0,30,449,449,0,0,2.72630116393557e-06,6.56114997769919e-05,0.000146674562021332,0.00956862246018697,0.118717629008885,0.120806581900789,0.000111228037114941,0.000610221419592793
"E050R4","exact","aligned_PL_logistf_sas","alignment","common_point_converged",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0,0.0665188470066519,0,0.0671140939597315,,,0,30,447,447,0,0,2.68839822936684e-06,6.561149978074e-05,0.000146674562021332,0.00958984869725066,0.118717629008885,0.120806581900789,0.00011300850817797,0.000610221419652657
"E050R4","exact","aligned_PL_logistf_sas","alignment","common_inference_available",451,0.991130820399113,0.00443458980044346,0.991130820399113,0.991130820399113,0,0.0665188470066519,0,0.0671140939597315,,,0,30,447,447,0,0,2.68839822936684e-06,6.561149978074e-05,0.000146674562021332,0.00958984869725066,0.118717629008885,0.120806581900789,0.00011300850817797,0.000610221419652657
"E100R4","exact","aligned_PL_logistf_sas","alignment","all_outputs",1701,1,0.00117577895355673,0.998824221046443,0.998824221046443,0,0.0352733686067019,0,0.0353148911124191,,,0,60,1699,1699,0,0,2.39620321362821e-07,4.22775335018111e-05,0.000176091307487525,0.00227571129036969,0.0999971620375264,0.119236762319743,7.37071457250771e-05,0.00051390634999346
"E100R4","exact","aligned_PL_logistf_sas","alignment","both_point_converged",1701,0.998824221046443,0.00117577895355673,0.998824221046443,0.998824221046443,0,0.0352733686067019,0,0.0353148911124191,,,0,60,1699,1699,0,0,2.39620321362821e-07,4.22775335018111e-05,0.000176091307487525,0.00227571129036969,0.0999971620375264,0.119236762319743,7.37071457250771e-05,0.00051390634999346
"E100R4","exact","aligned_PL_logistf_sas","alignment","common_point_converged",1701,0.997648442092887,0.00117577895355673,0.997648442092887,0.997648442092887,0,0.0352733686067019,0,0.0353565114908662,,,0,60,1697,1697,0,0,2.39620307596056e-07,4.22775335027326e-05,0.000176091307487525,0.00227571129037013,0.0999971620375264,0.119236762319743,7.35250812061786e-05,0.000513906350004092
"E100R4","exact","aligned_PL_logistf_sas","alignment","common_inference_available",1701,0.997648442092887,0.00117577895355673,0.997648442092887,0.997648442092887,0,0.0352733686067019,0,0.0353565114908662,,,0,60,1697,1697,0,0,2.39620307596056e-07,4.22775335027326e-05,0.000176091307487525,0.00227571129037013,0.0999971620375264,0.119236762319743,7.35250812061786e-05,0.000513906350004092
