"a","c","b","d","config_id","design_id","scenario","n","n_exposed","n_unexposed","events","data_state","separation","sparsity_class","beta_reference","ci_available","ci_disagree","ci_delta","sas_point_converged","logistf_point_converged","sas_low","sas_high","logistf_low","logistf_high","aligned_ci_available","aligned_ci_disagree","aligned_decision","weight","decision","wald_logistf_decision","wald_brglm2_decision","wald_common_se","wald_common_sas_low","wald_common_sas_high","wald_common_logistf_low","wald_common_logistf_high","wald_common_se_decision"
14,12,11,13,"n50_14.11.12.13","E050R1","ENUM",50,25,25,26,"ok","none","none",0.308762655193453,TRUE,FALSE,0.0225041753362853,TRUE,TRUE,-0.804084924819197,1.42164790799225,-0.781580749482912,1.41458339880781,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.567799222944843,-0.804084535835192,1.42164751900825,-0.804103372229594,1.42162868261385,"判定一致"
15,12,10,13,"n50_15.10.12.13","E050R1","ENUM",50,25,25,27,"ok","none","none",0.466425807897852,TRUE,FALSE,0.0266167708727605,TRUE,TRUE,-0.653271934812464,1.58617660066519,-0.626655163939703,1.58346618943761,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.571298022295023,-0.653271215210843,1.58617588106357,-0.653297740239354,1.58614935603506,"判定一致"
16,12,9,13,"n50_16.9.12.13","E050R1","ENUM",50,25,25,28,"ok","none","none",0.629029623436168,TRUE,FALSE,0.0312205792542174,TRUE,TRUE,-0.50151940020477,1.75964199098172,-0.470298820950553,1.76201070870514,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.576837086427239,-0.501518618955932,1.75964120973288,-0.50155029090824,1.75960953778057,"判定一致"
17,12,8,13,"n50_17.8.12.13","E050R1","ENUM",50,25,25,29,"ok","none","none",0.799095758569326,TRUE,FALSE,0.0366357147310909,TRUE,TRUE,-0.347104286503571,1.94536178055591,-0.31046857177248,1.95398721676465,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.584823520082836,-0.347104289648125,1.94536178370047,-0.34713727810497,1.94532879524362,"判定一致"
18,12,7,13,"n50_18.7.12.13","E050R1","ENUM",50,25,25,30,"ok","none","none",0.979828752678143,TRUE,FALSE,0.0433200026092324,TRUE,TRUE,-0.188119164111516,2.14783699682657,-0.144799161502283,2.16459500087504,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.595919390454716,-0.188121626622776,2.14783945933783,-0.188151790302163,2.14780929565845,"判定一致"
19,12,6,13,"n50_19.6.12.13","E050R1","ENUM",50,25,25,31,"ok","none","none",1.17557332980424,TRUE,TRUE,0.0519862981344194,TRUE,TRUE,-0.0223298043645366,2.37353178781719,0.0296564937698828,2.40145573898962,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.611204033339416,-0.0223369008245495,2.3735388842772,-0.0223645627466751,2.37351122235507,"判定一致"
20,12,5,13,"n50_20.5.12.13","E050R1","ENUM",50,25,25,32,"ok","none","none",1.39263783504207,TRUE,FALSE,0.0638406823753772,TRUE,TRUE,0.153012331724107,2.63235522906393,0.216853014099484,2.67654884149529,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.632502690464649,0.153001286958621,2.63236627382941,0.152955341604479,2.63232032847527,"判定一致"
21,12,4,13,"n50_21.4.12.13","E050R1","ENUM",50,25,25,33,"ok","none","none",1.64093657949347,TRUE,FALSE,0.0811304048491394,TRUE,TRUE,0.341404688052016,2.94077263542361,0.422535092901155,3.01040595275215,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.663114048389418,0.341409009252,2.94076831422362,0.341256927007661,2.94061623197928,"判定一致"
22,12,3,13,"n50_22.3.12.13","E050R1","ENUM",50,25,25,34,"ok","none","none",1.93771338185113,TRUE,FALSE,0.114032309382607,TRUE,TRUE,0.546810131045607,3.32857509088377,0.655865318233501,3.44260740026638,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.709649291130567,0.5468055586944,3.32857966323498,0.546826329580843,3.32860043412142,"判定一致"
23,12,2,13,"n50_23.2.12.13","E050R1","ENUM",50,25,25,35,"ok","none","none",2.31767073041209,TRUE,FALSE,0.202823558926942,TRUE,TRUE,0.773749785774118,3.86149414662534,0.933402358580268,4.06431770555229,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.787713371846621,0.773732127239747,3.86151180515972,0.773780891452101,3.86156056937207,"判定一致"
24,12,1,13,"n50_24.1.12.13","E050R1","ENUM",50,25,25,36,"ok","none","none",2.87016905057865,TRUE,FALSE,0.43858152203173,TRUE,TRUE,1.01493704277647,4.72568708746843,1.29159371974099,5.16426860950016,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.946582986305061,1.01504350358616,4.72558062665874,1.01490048904232,4.7254376121149,"判定一致"
25,12,0,13,"n50_25.0.12.13","E050R1","ENUM",50,25,25,37,"ok","quasi_separation","quasi_separation",4.00878667386045,TRUE,FALSE,1.9206599602282,TRUE,TRUE,1.04855932945638,6.96953978706601,1.852690171157,8.89019974729421,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51030505222042,1.04890605024029,6.9691930662821,1.04864316583955,6.96893018188136,"判定一致"
0,13,25,12,"n50_0.25.13.12","E050R1","ENUM",50,25,25,13,"ok","quasi_separation","quasi_separation",-4.00878667386045,TRUE,FALSE,1.92065996022763,TRUE,TRUE,-6.96953978706601,-1.04855932945638,-8.89019974729364,-1.85269017115701,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51030505222042,-6.9691930662821,-1.04890605024028,-6.96893018188074,-1.04864316583892,"判定一致"
1,13,24,12,"n50_1.24.13.12","E050R1","ENUM",50,25,25,14,"ok","none","none",-2.87016905057865,TRUE,FALSE,0.438581522031709,TRUE,TRUE,-4.72568708746843,-1.01493704277647,-5.16426860950014,-1.29159371974098,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.946582986305061,-4.72558062665874,-1.01504350358616,-4.72543761211492,-1.01490048904234,"判定一致"
2,13,23,12,"n50_2.23.13.12","E050R1","ENUM",50,25,25,15,"ok","none","none",-2.31767073041209,TRUE,FALSE,0.202823558926948,TRUE,TRUE,-3.86149414662534,-0.773749785774118,-4.06431770555229,-0.933402358580275,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.787713371846621,-3.86151180515972,-0.773732127239747,-3.86156056937207,-0.773780891452102,"判定一致"
3,13,22,12,"n50_3.22.13.12","E050R1","ENUM",50,25,25,16,"ok","none","none",-1.93771338185113,TRUE,FALSE,0.114032309382608,TRUE,TRUE,-3.32857509088378,-0.546810131045608,-3.44260740026638,-0.655865318233508,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.709649291130567,-3.32857966323498,-0.546805558694401,-3.32860043412142,-0.546826329580837,"判定一致"
4,13,21,12,"n50_4.21.13.12","E050R1","ENUM",50,25,25,17,"ok","none","none",-1.64093657949347,TRUE,FALSE,0.0811304048491462,TRUE,TRUE,-2.9407726354236,-0.341404688052017,-3.01040595275214,-0.422535092901163,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.663114048389418,-2.94076831422362,-0.341409009252,-2.94061623197928,-0.341256927007659,"判定一致"
5,13,20,12,"n50_5.20.13.12","E050R1","ENUM",50,25,25,18,"ok","none","none",-1.39263783504207,TRUE,FALSE,0.0638406823753657,TRUE,TRUE,-2.63235522906393,-0.153012331724107,-2.67654884149529,-0.216853014099472,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.632502690464649,-2.63236627382941,-0.153001286958621,-2.63232032847746,-0.152955341606667,"判定一致"
6,13,19,12,"n50_6.19.13.12","E050R1","ENUM",50,25,25,19,"ok","none","none",-1.17557332980424,TRUE,TRUE,0.0519862981344262,TRUE,TRUE,-2.37353178781719,0.0223298043645364,-2.40145573898962,-0.0296564937698899,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.611204033339416,-2.3735388842772,0.0223369008245493,-2.37351122235511,0.0223645627466376,"判定一致"
7,13,18,12,"n50_7.18.13.12","E050R1","ENUM",50,25,25,20,"ok","none","none",-0.979828752678143,TRUE,FALSE,0.0433200026092325,TRUE,TRUE,-2.14783699682657,0.188119164111516,-2.16459500087503,0.144799161502284,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.595919390454716,-2.14783945933783,0.188121626622777,-2.14780929565845,0.188151790302163,"判定一致"
8,13,17,12,"n50_8.17.13.12","E050R1","ENUM",50,25,25,21,"ok","none","none",-0.799095758569326,TRUE,FALSE,0.0366357147310866,TRUE,TRUE,-1.94536178055591,0.347104286503571,-1.95398721676466,0.310468571772485,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.584823520082836,-1.94536178370047,0.347104289648124,-1.94532879524362,0.34713727810497,"判定一致"
9,13,16,12,"n50_9.16.13.12","E050R1","ENUM",50,25,25,22,"ok","none","none",-0.629029623436168,TRUE,FALSE,0.0312205792542166,TRUE,TRUE,-1.75964199098172,0.501519400204771,-1.76201070870514,0.470298820950554,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.576837086427239,-1.75964120973288,0.501518618955933,-1.75960953778057,0.501550290908241,"判定一致"
10,13,15,12,"n50_10.15.13.12","E050R1","ENUM",50,25,25,23,"ok","none","none",-0.466425807897852,TRUE,FALSE,0.0266167708727706,TRUE,TRUE,-1.58617660066519,0.653271934812464,-1.58346618943761,0.626655163939693,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.571298022295023,-1.58617588106357,0.653271215210843,-1.58614935603506,0.653297740239355,"判定一致"
11,13,14,12,"n50_11.14.13.12","E050R1","ENUM",50,25,25,24,"ok","none","none",-0.308762655193453,TRUE,FALSE,0.0225041753362947,TRUE,TRUE,-1.42164790799225,0.804084924819198,-1.41458339880783,0.781580749482903,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.567799222944843,-1.42164751900825,0.804084535835192,-1.42162868261517,0.80410337222827,"判定一致"
12,13,13,12,"n50_12.13.13.12","E050R1","ENUM",50,25,25,25,"ok","none","none",-0.153922082272257,TRUE,FALSE,0.0188860964686692,TRUE,TRUE,-1.2632200225648,0.955862849719585,-1.25246491318171,0.936976753250916,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.56610429610989,-1.26322261829139,0.955865445446174,-1.26346611414104,0.955621949596528,"判定一致"
13,13,12,12,"n50_13.12.13.12","E050R1","ENUM",50,25,25,26,"ok","none","none",0,TRUE,FALSE,0.0147928045586021,TRUE,TRUE,-1.10954139963368,1.10954139963368,-1.09474859507508,1.0947485950751,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.56610429610989,-1.10954403186878,1.10954403186878,-1.10954403186878,1.10954403186878,"判定一致"
14,13,11,12,"n50_14.11.13.12","E050R1","ENUM",50,25,25,27,"ok","none","none",0.154840572921196,TRUE,FALSE,0.0188840635080761,TRUE,TRUE,-0.958267938327437,1.26745958408508,-0.939383874819361,1.25694833789734,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.567799222944843,-0.958270204542897,1.26746185030054,-0.958025454501849,1.26770660034159,"判定一致"
15,13,10,12,"n50_15.10.13.12","E050R1","ENUM",50,25,25,28,"ok","none","none",0.312503725625595,TRUE,FALSE,0.0227351793289888,TRUE,TRUE,-0.807201154402275,1.43224649209779,-0.784465975073287,1.42594052444098,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.571298022295023,-0.80720087928945,1.43224621698496,-0.807219822511611,1.4322272737628,"判定一致"
16,13,9,12,"n50_16.9.13.12","E050R1","ENUM",50,25,25,29,"ok","none","none",0.475107541163911,TRUE,FALSE,0.0273527291050798,TRUE,TRUE,-0.655446239856468,1.60571416695393,-0.628093510751388,1.60462601075668,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.576837086427239,-0.655445950795676,1.60571387789314,-0.655472373180496,1.60568745550832,"判定一致"
17,13,8,12,"n50_17.8.13.12","E050R1","ENUM",50,25,25,30,"ok","none","none",0.645173676297069,TRUE,FALSE,0.0328059714513976,TRUE,TRUE,-0.501028166388688,1.7914371300831,-0.468222194937291,1.79677967362692,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.584823520082836,-0.501028554827087,1.7914375185215,-0.501059360377225,1.79140671297136,"判定一致"
18,13,7,12,"n50_18.7.13.12","E050R1","ENUM",50,25,25,31,"ok","none","none",0.825906670405886,TRUE,FALSE,0.0395557747386238,TRUE,TRUE,-0.342040300978885,1.99391558876858,-0.302484526240261,2.00760676728502,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.595919390454716,-0.342042899085455,1.99391818687515,-0.342073872574419,1.99388721338619,"判定一致"
19,13,6,12,"n50_19.6.13.12","E050R1","ENUM",50,25,25,32,"ok","none","none",1.02165124753198,TRUE,FALSE,0.0483208185270788,TRUE,TRUE,-0.176250548089547,2.21961088725685,-0.127929729562468,2.24473637196066,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.611204033339416,-0.176257722967224,2.21961806213452,-0.176286645018931,2.21958914008282,"判定一致"
20,13,5,12,"n50_20.5.13.12","E050R1","ENUM",50,25,25,33,"ok","none","none",1.23871575276981,TRUE,TRUE,0.0603176681537958,TRUE,TRUE,-0.000915113226910291,2.47842446014988,0.0594025549268855,2.52015650555156,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.632502690464649,-0.000927819973912891,2.47843716689688,-0.000966740667775356,2.47839824620302,"判定一致"
21,13,4,12,"n50_21.4.13.12","E050R1","ENUM",50,25,25,34,"ok","none","none",1.48701449722121,TRUE,FALSE,0.0778109731398363,TRUE,TRUE,0.18745494783759,2.78680383491676,0.265265920977426,2.8544075048847,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.663114048389418,0.187449738891363,2.78680904386298,0.187334844735405,2.78669414970703,"判定一致"
22,13,3,12,"n50_22.3.13.12","E050R1","ENUM",50,25,25,35,"ok","none","none",1.78379129957888,TRUE,FALSE,0.11241661176504,TRUE,TRUE,0.39289086089079,3.17465849284837,0.498837219232243,3.28707510461341,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.709649291130567,0.392887624599288,3.17466172913987,0.392904247308587,3.17467835184917,"判定一致"
23,13,2,12,"n50_23.2.13.12","E050R1","ENUM",50,25,25,36,"ok","none","none",2.16374864813983,TRUE,FALSE,0.201739785455182,TRUE,TRUE,0.619830097506549,3.70757740632782,0.776699693589904,3.909317191783,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.787713371846621,0.619813912957199,3.70759359087717,0.619858809179846,3.70763848709981,"判定一致"
24,13,1,12,"n50_24.1.13.12","E050R1","ENUM",50,25,25,37,"ok","none","none",2.71624696830639,TRUE,FALSE,0.438147985619771,TRUE,TRUE,0.860998892706159,4.57167706998902,1.13534964950549,5.00982505560879,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.946582986305061,0.861069419811302,4.57160654288388,0.860978406770069,4.57151552984265,"判定一致"
25,13,0,12,"n50_25.0.13.12","E050R1","ENUM",50,25,25,38,"ok","quasi_separation","quasi_separation",3.8548645915882,TRUE,FALSE,1.9207444129366,TRUE,TRUE,0.89465931874227,6.81545836554531,1.69717477023452,8.73620277848191,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51030505222042,0.894915334122882,6.81520235016469,0.894721083567297,6.81500809960911,"判定一致"
0,14,25,11,"n50_0.25.14.11","E050R1","ENUM",50,25,25,14,"ok","quasi_separation","quasi_separation",-4.16362724678165,TRUE,FALSE,1.91978903442743,TRUE,TRUE,-7.12578770160852,-1.20213097196758,-9.04557673603595,-2.00702339718193,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51094117498506,-7.12534962251739,-1.20256905105871,-7.12501753251037,-1.20223696105169,"判定一致"
1,14,24,11,"n50_1.24.14.11","E050R1","ENUM",50,25,25,15,"ok","none","none",-3.02500962349984,TRUE,FALSE,0.43825750639543,TRUE,TRUE,-4.88260998271402,-1.16780714217649,-5.32086748910945,-1.44621336967921,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.94759761157619,-4.88246575297076,-1.16795137191974,-4.88226681402533,-1.16775243297431,"判定一致"
2,14,23,11,"n50_2.23.14.11","E050R1","ENUM",50,25,25,16,"ok","none","none",-2.47251130333328,TRUE,FALSE,0.203316896193688,TRUE,TRUE,-4.01872154862059,-0.926200329554734,-4.22203844481428,-1.08823574448356,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.78893234164196,-4.01873991494475,-0.926181963230573,-4.01879027919037,-0.926232327476192,"判定一致"
3,14,22,11,"n50_3.22.14.11","E050R1","ENUM",50,25,25,17,"ok","none","none",-2.09255395477233,TRUE,FALSE,0.11521875753417,TRUE,TRUE,-3.48606217187719,-0.698996901816764,-3.60128092941136,-0.81086177240273,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.71100210963457,-3.48606806466273,-0.698991009031221,-3.48609248258676,-0.699015426955243,"判定一致"
4,14,21,11,"n50_4.21.14.11","E050R1","ENUM",50,25,25,18,"ok","none","none",-1.79577715241467,TRUE,FALSE,0.0842274139949928,TRUE,TRUE,-3.0984939463943,-0.493430040897774,-3.16986403691966,-0.577657454892766,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.664561603370295,-3.09847880176001,-0.493445185532069,-3.09829396052731,-0.493260344299372,"判定一致"
5,14,20,11,"n50_5.20.14.11","E050R1","ENUM",50,25,25,19,"ok","none","none",-1.54747840796326,TRUE,FALSE,0.0671930697751992,TRUE,TRUE,-2.79017568981829,-0.30487953592595,-2.8366443447094,-0.37207260570115,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.634020139228804,-2.79018425123365,-0.304870974510593,-2.79013504632346,-0.304821769600409,"判定一致"
6,14,19,11,"n50_6.19.14.11","E050R1","ENUM",50,25,25,20,"ok","none","none",-1.33041390272543,TRUE,FALSE,0.0555226459638363,TRUE,TRUE,-2.53144519897126,-0.129427560970693,-2.56206640202695,-0.18495020693453,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.612774227487631,-2.53145179650109,-0.129420963440866,-2.53142931925422,-0.129398486193997,"判定一致"
7,14,18,11,"n50_7.18.14.11","E050R1","ENUM",50,25,25,21,"ok","none","none",-1.13466932559934,TRUE,TRUE,0.0469891353448937,TRUE,TRUE,-2.30582958355671,0.036439809923283,-2.32562100719453,-0.0105493254216107,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定一致","判定一致",0.597529751077394,-2.30583167861959,0.0364419049861655,-2.30580611740089,0.0364674662048634,"判定一致"
8,14,17,11,"n50_8.17.14.11","E050R1","ENUM",50,25,25,22,"ok","none","none",-0.953936331490522,TRUE,FALSE,0.040399300704877,TRUE,TRUE,-2.10341769904118,0.195481400427291,-2.11534707629096,0.155082099722414,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.586464349423537,-2.10341715239379,0.195480853779903,-2.10338533457604,0.195512671597649,"判定一致"
9,14,16,11,"n50_9.16.14.11","E050R1","ENUM",50,25,25,23,"ok","none","none",-0.783870196357364,TRUE,FALSE,0.035047880593833,TRUE,TRUE,-1.91774608648834,0.349937320490814,-1.92363721933948,0.314889439896981,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.578500568522244,-1.91774466233831,0.349935896340779,-1.91771047569558,0.349970082983505,"判定一致"
10,14,15,11,"n50_10.15.14.11","E050R1","ENUM",50,25,25,24,"ok","none","none",-0.621266380819048,TRUE,FALSE,0.0304814413683258,TRUE,TRUE,-1.74431519288887,0.501718312168177,-1.74530300523593,0.471236870799851,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.572977585757853,-1.74431387239445,0.501716991673753,-1.74428181285182,0.50174905121638,"判定一致"
11,14,14,11,"n50_11.14.14.11","E050R1","ENUM",50,25,25,25,"ok","none","none",-0.463603228114649,TRUE,FALSE,0.0263822455297285,TRUE,TRUE,-1.57980877094309,0.652549210946484,-1.57658225462771,0.626166965416756,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.569489105321129,-1.57980791601565,0.652548356019047,-1.57978136413067,0.652574907904028,"判定一致"
12,14,13,11,"n50_12.13.14.11","E050R1","ENUM",50,25,25,26,"ok","none","none",-0.308762655193453,TRUE,FALSE,0.0225041753362875,TRUE,TRUE,-1.42164790799226,0.804084924819198,-1.41458339880781,0.78158074948291,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.567799222944843,-1.42164751900825,0.804084535835191,-1.42162868261385,0.804103372229593,"判定一致"
13,14,12,11,"n50_13.12.14.11","E050R1","ENUM",50,25,25,27,"ok","none","none",-0.154840572921196,TRUE,FALSE,0.0188840635080707,TRUE,TRUE,-1.26745958408508,0.958267938327438,-1.25694833789733,0.939383874819367,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.567799222944843,-1.26746185030054,0.958270204542898,-1.26770660034159,0.958025454501848,"判定一致"
14,14,11,11,"n50_14.11.14.11","E050R1","ENUM",50,25,25,28,"ok","none","none",0,TRUE,FALSE,0.0145501186099832,TRUE,TRUE,-1.1161791138237,1.1161791138237,-1.10162899521371,1.10162899521372,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.569489105321129,-1.11617813601735,1.11617813601735,-1.11617813601735,1.11617813601735,"判定一致"
15,14,10,11,"n50_15.10.14.11","E050R1","ENUM",50,25,25,29,"ok","none","none",0.157663152704399,TRUE,FALSE,0.0188779515483518,TRUE,TRUE,-0.965599640880882,1.28042879325689,-0.94672168933253,1.27068158841357,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.572977585757853,-0.965600855846097,1.28043000822211,-0.965352279329702,1.2806785847385,"判定一致"
16,14,9,11,"n50_16.9.14.11","E050R1","ENUM",50,25,25,30,"ok","none","none",0.320266968242715,TRUE,FALSE,0.023229434612815,TRUE,TRUE,-0.813554193496575,1.45412641701066,-0.79032475888376,1.44944376552788,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.578500568522244,-0.813554167582503,1.45412639109658,-0.813573311096828,1.45410724758226,"判定一致"
17,14,8,11,"n50_17.8.14.11","E050R1","ENUM",50,25,25,31,"ok","none","none",0.490333103375873,TRUE,FALSE,0.0286970551375098,TRUE,TRUE,-0.659089211533453,1.63980775960545,-0.630392156395943,1.64169191156158,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.586464349423537,-0.659089729050848,1.63980827712284,-0.659115899710972,1.63978210646272,"判定一致"
18,14,7,11,"n50_18.7.14.11","E050R1","ENUM",50,25,25,32,"ok","none","none",0.67106609748469,TRUE,FALSE,0.0354861563915048,TRUE,TRUE,-0.500039000838746,1.8422298047528,-0.464552844447241,1.85263286367596,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.597529751077394,-0.500041389845851,1.8422321937599,-0.500070694318186,1.84220288928757,"判定一致"
19,14,6,11,"n50_19.6.14.11","E050R1","ENUM",50,25,25,33,"ok","none","none",0.866810674610785,TRUE,FALSE,0.0443195443909792,TRUE,TRUE,-0.334169717455274,2.06784780299735,-0.289850173064295,2.08989692153736,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.612774227487631,-0.334176373759071,2.06785445930115,-0.334204741918039,2.06782609114218,"判定一致"
20,14,5,11,"n50_20.5.14.11","E050R1","ENUM",50,25,25,34,"ok","none","none",1.08387517984861,TRUE,FALSE,0.0564220486069864,TRUE,TRUE,-0.158736584375825,2.32655035109799,-0.102314535768838,2.36547193639811,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.634020139228804,-0.158749755000445,2.32656352172261,-0.158781458513778,2.32653181820928,"判定一致"
21,14,4,11,"n50_21.4.14.11","E050R1","ENUM",50,25,25,35,"ok","none","none",1.33217392430002,TRUE,FALSE,0.0740731925768551,TRUE,TRUE,0.0297490295555047,2.63475764166538,0.10382222213236,2.69989436346378,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.664561603370295,0.0297365274964743,2.63477014372441,0.0296571161860493,2.63469073241399,"判定一致"
22,14,3,11,"n50_22.3.14.11","E050R1","ENUM",50,25,25,36,"ok","none","none",1.62895072665768,TRUE,FALSE,0.109889623762193,TRUE,TRUE,0.235671935515803,3.02284744610864,0.337760768727181,3.13273706987083,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.71100210963457,0.235721162996463,3.02279821862798,0.235412198841925,3.02248925447344,"判定一致"
23,14,2,11,"n50_23.2.14.11","E050R1","ENUM",50,25,25,37,"ok","none","none",2.00890807521863,TRUE,FALSE,0.199990049133254,TRUE,TRUE,0.462604018091957,3.55513396311393,0.616126558230737,3.75512401224719,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.78893234164196,0.462590014745853,3.55514796646003,0.462629099361544,3.55518705107573,"判定一致"
24,14,1,11,"n50_24.1.14.11","E050R1","ENUM",50,25,25,38,"ok","none","none",2.56140639538519,TRUE,FALSE,0.436915091887378,TRUE,TRUE,0.704156206443716,4.41874722285265,0.97550316478102,4.85566231474003,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.94759761157619,0.704194524122677,4.41870890517369,0.704149204860979,4.41866358591199,"判定一致"
25,14,0,11,"n50_25.0.14.11","E050R1","ENUM",50,25,25,39,"ok","quasi_separation","quasi_separation",3.700024018667,TRUE,FALSE,1.92002928440699,TRUE,TRUE,0.738592804164832,6.66171413690409,1.53853925455531,8.58174342131108,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51094117498505,0.738763184805125,6.6615437562638,0.738633732938994,6.66141430439767,"判定一致"
0,15,25,10,"n50_0.25.15.10","E050R1","ENUM",50,25,25,15,"ok","quasi_separation","quasi_separation",-4.32129039948605,TRUE,FALSE,1.91808790527426,TRUE,TRUE,-7.28618976436987,-1.35718911176641,-9.20427766964412,-2.16203588859153,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.51225947078094,-7.28566353607839,-1.35771534005789,-7.28526449749568,-1.35731630147518,"判定一致"
1,15,24,10,"n50_1.24.15.10","E050R1","ENUM",50,25,25,16,"ok","none","none",-3.18267277620424,TRUE,FALSE,0.437171709715216,TRUE,TRUE,-5.04448561643204,-1.32137294456855,-5.48165732614725,-1.60108289583558,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.949698218470656,-5.04430358488463,-1.32155497611596,-5.04404708058856,-1.32129847181988,"判定一致"
