"a","c","b","d","config_id","design_id","scenario","n","n_exposed","n_unexposed","events","data_state","separation","sparsity_class","beta_reference","ci_available","ci_disagree","ci_delta","sas_point_converged","logistf_point_converged","sas_low","sas_high","logistf_low","logistf_high","aligned_ci_available","aligned_ci_disagree","aligned_decision","weight","decision","wald_logistf_decision","wald_brglm2_decision","wald_common_se","wald_common_sas_low","wald_common_sas_high","wald_common_logistf_low","wald_common_logistf_high","wald_common_se_decision"
23,4,2,21,"n50_23.2.4.21","E050R1","ENUM",50,25,25,27,"ok","none","none",3.8046852276333,TRUE,FALSE,0.197753950299689,TRUE,TRUE,2.11894085635243,5.49037288463274,2.3048253227368,5.68812683493242,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.860080533021939,2.11893000196557,5.4903837390196,2.11895835910629,5.49041209616032,"判定一致"
24,4,1,21,"n50_24.1.4.21","E050R1","ENUM",50,25,25,28,"ok","none","none",4.35718354779986,TRUE,FALSE,0.408676921685821,TRUE,TRUE,2.38230868014599,6.33201654443083,2.66951522712269,6.74069346611665,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.00760384926792,2.38229535703935,6.33202986753747,2.38231629255077,6.33205080304888,"判定一致"
25,4,0,21,"n50_25.0.4.21","E050R1","ENUM",50,25,25,29,"ok","quasi_separation","quasi_separation",5.49580117108167,TRUE,FALSE,1.87537197758461,TRUE,TRUE,2.4592766146888,8.5322717980982,3.24379580267943,10.4076437756828,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.54927967709509,2.45924183730729,8.53230657547971,2.45926880199546,8.53233354016788,"判定一致"
0,5,25,20,"n50_0.25.5.20","E050R1","ENUM",50,25,25,5,"ok","quasi_separation","quasi_separation",-2.61614883881839,TRUE,TRUE,1.88785942226579,TRUE,TRUE,-5.62742810629409,0.395184550250212,-7.51528752855988,-0.347746460885336,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定一致","判定一致",1.53642667580769,-5.62746272749161,0.395219171447734,-5.62748978828744,0.395192110651905,"判定一致"
1,5,24,20,"n50_1.24.5.20","E050R1","ENUM",50,25,25,6,"ok","none","none",-1.47753121553658,TRUE,FALSE,0.399927129095786,TRUE,TRUE,-3.4134068900554,0.458385941255415,-3.81333401915118,0.241776043152586,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.987727153283311,-3.41342012138755,0.45839917258757,-3.41344086252412,0.458378431451,"判定一致"
2,5,23,20,"n50_2.23.5.20","E050R1","ENUM",50,25,25,7,"ok","none","none",-0.925032895370021,TRUE,FALSE,0.161894383020712,TRUE,TRUE,-2.56495376137927,0.714832792353207,-2.72684814439999,0.61594895094374,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.836706600641419,-2.56497528739715,0.714854318371085,-2.56494769825414,0.714881907514098,"判定一致"
3,5,22,20,"n50_3.22.5.20","E050R1","ENUM",50,25,25,8,"ok","none","none",-0.545075546809069,TRUE,FALSE,0.0715004208367569,TRUE,TRUE,-2.04183693721059,0.951655001251001,-2.11333735804735,0.904119361102726,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.76366726771092,-2.04185130886531,0.951669372905714,-2.04183588769457,0.951684794076446,"判定一致"
4,5,21,20,"n50_4.21.5.20","E050R1","ENUM",50,25,25,9,"ok","none","none",-0.248298744451406,TRUE,FALSE,0.0257322018798598,TRUE,TRUE,-1.66071624787193,1.16409125811374,-1.68644844975179,1.14499913470569,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.720628767495684,-1.66071892539412,1.16409393563594,-1.66070517496644,1.16410768606362,"判定一致"
5,5,20,20,"n50_5.20.5.20","E050R1","ENUM",50,25,25,10,"ok","none","none",0,TRUE,FALSE,0.00119891942250927,TRUE,TRUE,-1.35739831736128,1.35739831736128,-1.35619939793877,1.35619939793877,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.692564244540508,-1.35740097627959,1.35740097627959,-1.35740097627959,1.35740097627959,"判定一致"
6,5,19,20,"n50_6.19.5.20","E050R1","ENUM",50,25,25,11,"ok","none","none",0.217064505237828,TRUE,FALSE,0.0186593938485924,TRUE,TRUE,-1.1023075294941,1.53646200716265,-1.08364813564551,1.54745707514633,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.673168589389995,-1.10230895189375,1.5364634295623,-1.10232168548076,1.53645069597528,"判定一致"
7,5,18,20,"n50_7.18.5.20","E050R1","ENUM",50,25,25,12,"ok","none","none",0.412809082363923,TRUE,FALSE,0.0307855890016543,TRUE,TRUE,-0.879414194787349,1.70507190107561,-0.848628605785694,1.72485857276815,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.659321999701864,-0.87941852048645,1.70507622677471,-0.879438291266659,1.7050564559945,"判定一致"
8,5,17,20,"n50_8.17.5.20","E050R1","ENUM",50,25,25,13,"ok","none","none",0.59354207647274,TRUE,FALSE,0.0396722546549207,TRUE,TRUE,-0.679053172970929,1.86618217000874,-0.639380918316008,1.89257101009435,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.649310502774308,-0.679060701702333,1.86618969874014,-0.679083123748498,1.86616727669398,"判定一致"
9,5,16,20,"n50_9.16.5.20","E050R1","ENUM",50,25,25,14,"ok","none","none",0.763608211605898,TRUE,FALSE,0.0464823382993768,TRUE,TRUE,-0.494902707073171,2.02216669899974,-0.448420368773794,2.05367453373206,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.642126625868147,-0.494913064252511,2.02217705617908,-0.494936848609897,2.02215327182169,"判定一致"
10,5,15,20,"n50_10.15.5.20","E050R1","ENUM",50,25,25,15,"ok","none","none",0.926212027144214,TRUE,FALSE,0.0519150555912744,TRUE,TRUE,-0.322550794117236,2.1750278118072,-0.270635738525962,2.21061389671234,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.637155404629946,-0.322563136784757,2.17504015447472,-0.322589618485524,2.17501367277395,"判定一致"
11,5,14,20,"n50_11.14.5.20","E050R1","ENUM",50,25,25,16,"ok","none","none",1.08387517984861,TRUE,FALSE,0.0564220486069815,TRUE,TRUE,-0.158736584375827,2.32655035109799,-0.102314535768846,2.36547193639809,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.634020139228804,-0.158749755000447,2.32656352172261,-0.158781458512913,2.32653181821014,"判定一致"
12,5,13,20,"n50_12.13.5.20","E050R1","ENUM",50,25,25,17,"ok","none","none",1.23871575276981,TRUE,TRUE,0.060317668153795,TRUE,TRUE,-0.000915113226910291,2.47842446014988,0.0594025549268847,2.52015650555156,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.632502690464649,-0.000927819973912225,2.47843716689688,-0.000966740665587995,2.47839824620521,"判定一致"
13,5,12,20,"n50_13.12.5.20","E050R1","ENUM",50,25,25,18,"ok","none","none",1.39263783504207,TRUE,FALSE,0.0638406823753784,TRUE,TRUE,0.153012331724106,2.63235522906393,0.216853014099484,2.67654884149528,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.632502690464649,0.153001286958621,2.63236627382941,0.152955341606667,2.63232032847746,"判定一致"
14,5,11,20,"n50_14.11.5.20","E050R1","ENUM",50,25,25,19,"ok","none","none",1.54747840796326,TRUE,FALSE,0.0671930697752017,TRUE,TRUE,0.30487953592595,2.79017568981829,0.372072605701152,2.83664434470941,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.634020139228804,0.304870974510594,2.79018425123365,0.30482176960041,2.79013504632346,"判定一致"
15,5,10,20,"n50_15.10.5.20","E050R1","ENUM",50,25,25,20,"ok","none","none",1.70514156066766,TRUE,FALSE,0.07056909149107,TRUE,TRUE,0.456390126313154,2.95398147365795,0.526959217804224,3.00271298893393,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.637155404629946,0.456384154355813,2.95398744561529,0.456339915037922,2.9539432062974,"判定一致"
16,5,9,20,"n50_16.9.5.20","E050R1","ENUM",50,25,25,21,"ok","none","none",1.86774537620598,TRUE,FALSE,0.074183282244268,TRUE,TRUE,0.609231262040778,3.12631265793144,0.683414544285046,3.1775131147204,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.642126625868147,0.609226899770317,3.12631702020191,0.609200315990183,3.12629043642177,"判定一致"
17,5,8,20,"n50_17.8.5.20","E050R1","ENUM",50,25,25,22,"ok","none","none",2.03781151133914,TRUE,FALSE,0.0783058236504416,TRUE,TRUE,0.765184939952296,3.31042513118214,0.843490763602738,3.36461281811281,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.649310502774308,0.765179835345978,3.31043023578845,0.765186311117897,3.31043671156037,"判定一致"
18,5,7,20,"n50_18.7.5.20","E050R1","ENUM",50,25,25,23,"ok","none","none",2.21854450544795,TRUE,FALSE,0.0833180400197522,TRUE,TRUE,0.926254508904204,3.51073060521048,1.00957254892396,3.5689209908107,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.659321999701864,0.92624518342676,3.51073993068792,0.92629713181737,3.51079187907853,"判定一致"
19,5,6,20,"n50_19.6.5.20","E050R1","ENUM",50,25,25,24,"ok","none","none",2.41428908257405,TRUE,FALSE,0.089813793878128,TRUE,TRUE,1.09482702894059,3.73356780377125,1.18464082281872,3.79764264282631,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.673168589389995,1.0948112256279,3.73358360708394,1.09490289184599,3.73367527330203,"判定一致"
20,5,5,20,"n50_20.5.5.20","E050R1","ENUM",50,25,25,25,"ok","none","none",2.63135358781187,TRUE,FALSE,0.0988105679409339,TRUE,TRUE,1.27389583300934,3.98867014184847,1.37270640095028,4.06215930001209,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.692564244540508,1.27388201114932,3.98868396370849,1.2739526115301,3.98875456408927,"判定一致"
21,5,4,20,"n50_21.4.5.20","E050R1","ENUM",50,25,25,26,"ok","none","none",2.87965233226328,TRUE,FALSE,0.112260489486546,TRUE,TRUE,1.46734807848555,4.29223488292383,1.57960856797209,4.38215308289458,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.720628767495684,1.46738505018966,4.29219791121972,1.46724590174825,4.29205876277831,"判定一致"
22,5,3,20,"n50_22.3.5.20","E050R1","ENUM",50,25,25,27,"ok","none","none",3.17642913462094,TRUE,FALSE,0.135027975395187,TRUE,TRUE,1.67965021413132,4.67315246209821,1.81467818952651,4.79604372799348,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.76366726771092,1.67964099722925,4.67316167900027,1.67966879373543,4.67318947550645,"判定一致"
23,5,2,20,"n50_23.2.5.20","E050R1","ENUM",50,25,25,28,"ok","none","none",3.5563864831819,TRUE,FALSE,0.197306897785094,TRUE,TRUE,1.9164592227782,5.19626756167353,2.09480559516036,5.39357445945863,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.836706600641419,1.91644858934175,5.19627819510998,1.91647168029778,5.19630128606601,"判定一致"
24,5,1,20,"n50_24.1.5.20","E050R1","ENUM",50,25,25,29,"ok","none","none",4.10888480334845,TRUE,FALSE,0.417387869778724,TRUE,TRUE,2.17296797391924,6.04476133726345,2.4572241993611,6.46214920704217,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.98772715328331,2.17295500860379,6.04477430257891,2.17297515636086,6.04479445033598,"判定一致"
25,5,0,20,"n50_25.0.5.20","E050R1","ENUM",50,25,25,30,"ok","quasi_separation","quasi_separation",5.24750242663026,TRUE,FALSE,1.89037708741741,TRUE,TRUE,2.23616926321272,8.25878382300073,3.02701117160545,10.1491609104181,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.53642667580769,2.23613559363706,8.25881749257639,2.23616147716059,8.25884337609993,"判定一致"
0,6,25,19,"n50_0.25.6.19","E050R1","ENUM",50,25,25,6,"ok","quasi_separation","quasi_separation",-2.83321334405622,TRUE,TRUE,1.89887570063404,TRUE,TRUE,-5.82753513213879,0.16117446389885,-7.72641083277283,-0.600584519692075,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定一致","判定一致",1.52778193701157,-5.82757790689349,0.161217238653547,-5.82761091682911,0.161184228717922,"判定一致"
1,6,24,19,"n50_1.24.6.19","E050R1","ENUM",50,25,25,7,"ok","none","none",-1.69459572077441,TRUE,TRUE,0.412205943943566,TRUE,TRUE,-3.60399043111557,0.214863010124561,-4.01619637505914,-0.0195424693731307,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定一致","判定一致",0.974225664955765,-3.60401092662339,0.214883505632381,-3.60404293690227,0.214851495353497,"判定一致"
2,6,23,19,"n50_2.23.6.19","E050R1","ENUM",50,25,25,8,"ok","none","none",-1.14209740060785,TRUE,FALSE,0.174057126697814,TRUE,TRUE,-2.75079244002668,0.466401311422322,-2.92484956672449,0.350015001287644,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.820724468066031,-2.75078596294239,0.466394834338037,-2.75068779924806,0.466492998032366,"判定一致"
3,6,22,19,"n50_3.22.6.19","E050R1","ENUM",50,25,25,9,"ok","none","none",-0.762140052046897,TRUE,FALSE,0.0837186067788434,TRUE,TRUE,-2.22450679043351,0.700196691531597,-2.30822539721235,0.635182712774084,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.746122250504844,-2.22452778850442,0.700217689602511,-2.22451279110036,0.700232687006574,"判定一致"
4,6,21,19,"n50_4.21.6.19","E050R1","ENUM",50,25,25,10,"ok","none","none",-0.465363249689233,TRUE,FALSE,0.0379294512299597,TRUE,TRUE,-1.84128623379453,0.91052245363744,-1.87921568502448,0.873964594397552,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.702008929763504,-1.84129410924052,0.910530329083433,-1.84127546885121,0.910548969472742,"判定一致"
5,6,20,19,"n50_5.20.6.19","E050R1","ENUM",50,25,25,11,"ok","none","none",-0.217064505237827,TRUE,FALSE,0.0186593938485846,TRUE,TRUE,-1.53646200716265,1.1023075294941,-1.54745707514633,1.08364813564552,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.673168589389995,-1.5364634295623,1.10230895189375,-1.53645069597528,1.10232168548076,"判定一致"
6,6,19,19,"n50_6.19.6.19","E050R1","ENUM",50,25,25,12,"ok","none","none",0,TRUE,FALSE,0.00648378920182346,TRUE,TRUE,-1.28028016422107,1.28028016422107,-1.27379637501924,1.27379637501926,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.653197264742181,-1.28024311369475,1.28024311369475,-1.28024311369475,1.28024311369475,"判定一致"
7,6,18,19,"n50_7.18.6.19","E050R1","ENUM",50,25,25,13,"ok","none","none",0.195744577126095,TRUE,FALSE,0.018556330419337,TRUE,TRUE,-1.05649910228897,1.44801193156044,-1.03794277186964,1.45039363086608,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.63891800429806,-1.05649986286267,1.44801269213414,-1.05651170037231,1.4480008546245,"判定一致"
8,6,17,19,"n50_8.17.6.19","E050R1","ENUM",50,25,25,14,"ok","none","none",0.376477571234912,TRUE,FALSE,0.027438598378475,TRUE,TRUE,-0.855497522629416,1.60849249853549,-0.828058924250941,1.61754418196938,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.628581614381438,-0.855499837578628,1.6084948134847,-0.855519754296751,1.60847489676658,"判定一致"
9,6,16,19,"n50_9.16.6.19","E050R1","ENUM",50,25,25,15,"ok","none","none",0.54654370636807,TRUE,FALSE,0.0342649705631544,TRUE,TRUE,-0.67087515018062,1.76401159100331,-0.636610179617465,1.77828906161008,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.62115804798309,-0.670879182342715,1.7640156231654,-0.670903696385989,1.76399110912213,"判定一致"
10,6,15,19,"n50_10.15.6.19","E050R1","ENUM",50,25,25,16,"ok","none","none",0.709147521906386,TRUE,FALSE,0.0397401319402974,TRUE,TRUE,-0.498192332359744,1.9165413059242,-0.458452200419447,1.9350496454586,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.616017634954147,-0.498197891569443,1.9165468651339,-0.498224856445283,1.91651990025806,"判定一致"
11,6,14,19,"n50_11.14.6.19","E050R1","ENUM",50,25,25,17,"ok","none","none",0.866810674610785,TRUE,FALSE,0.0443195443909694,TRUE,TRUE,-0.334169717455275,2.06784780299735,-0.289850173064305,2.08989692153735,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.612774227487631,-0.334176373759071,2.06785445930115,-0.334204741919326,2.0678260911409,"判定一致"
12,6,13,19,"n50_12.13.6.19","E050R1","ENUM",50,25,25,18,"ok","none","none",1.02165124753198,TRUE,FALSE,0.0483208185270813,TRUE,TRUE,-0.176250548089547,2.21961088725685,-0.127929729562466,2.24473637196066,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.611204033339416,-0.176257722967225,2.21961806213452,-0.176286645018893,2.21958914008286,"判定一致"
13,6,12,19,"n50_13.12.6.19","E050R1","ENUM",50,25,25,19,"ok","none","none",1.17557332980424,TRUE,TRUE,0.0519862981344199,TRUE,TRUE,-0.0223298043645361,2.37353178781719,0.0296564937698837,2.40145573898962,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.611204033339416,-0.0223369008245495,2.3735388842772,-0.0223645627466373,2.37351122235511,"判定一致"
14,6,11,19,"n50_14.11.6.19","E050R1","ENUM",50,25,25,20,"ok","none","none",1.33041390272543,TRUE,FALSE,0.0555226459638261,TRUE,TRUE,0.129427560970693,2.53144519897126,0.18495020693452,2.56206640202694,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.612774227487631,0.129420963440866,2.53145179650109,0.129398486193997,2.53142931925422,"判定一致"
15,6,10,19,"n50_15.10.6.19","E050R1","ENUM",50,25,25,21,"ok","none","none",1.48807705542983,TRUE,FALSE,0.0591307610957096,TRUE,TRUE,0.280721202239299,2.6954537136869,0.339851963335009,2.72886565573284,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.616017634954147,0.28071507961143,2.69545983631477,0.280704677078163,2.6954494337815,"判定一致"
16,6,9,19,"n50_16.9.6.19","E050R1","ENUM",50,25,25,22,"ok","none","none",1.65068087096815,TRUE,FALSE,0.063034822564361,TRUE,TRUE,0.433228234445918,2.86811016606343,0.496263057010279,2.90465400783489,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.62115804798309,0.433221797500618,2.86811660300874,0.433233468214091,2.86812827372221,"判定一致"
17,6,8,19,"n50_17.8.6.19","E050R1","ENUM",50,25,25,23,"ok","none","none",1.82074700610131,TRUE,FALSE,0.0675191596738725,TRUE,TRUE,0.588712839437583,3.05269035923722,0.656231999111456,3.09306245769604,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.628581614381438,0.588704273805737,3.05269892486906,0.588749680569644,3.05274433163297,"判定一致"
18,6,7,19,"n50_18.7.6.19","E050R1","ENUM",50,25,25,24,"ok","none","none",2.00148000021012,TRUE,FALSE,0.0729861436680964,TRUE,TRUE,0.749149672000974,3.25363562217088,0.822135815669071,3.29909311794547,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.63891800429806,0.749136369587523,3.25364892458433,0.749223722711719,3.25373627770853,"判定一致"
19,6,6,19,"n50_19.6.6.19","E050R1","ENUM",50,25,25,25,"ok","none","none",2.19722457733622,TRUE,FALSE,0.0800616655480096,TRUE,TRUE,0.916880646159163,3.47732845957658,0.996942311707172,3.53008988141386,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.653197264742181,0.91686143917312,3.47734766656262,0.916981463641431,3.47746769103093,"判定一致"
20,6,5,19,"n50_20.5.6.19","E050R1","ENUM",50,25,25,26,"ok","none","none",2.41428908257405,TRUE,FALSE,0.0898137938781329,TRUE,TRUE,1.09482702894059,3.73356780377125,1.18464082281872,3.79764264282629,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.673168589389995,1.0948112256279,3.73358360708394,1.09490289184384,3.73367527329988,"判定一致"
21,6,4,19,"n50_21.4.6.19","E050R1","ENUM",50,25,25,27,"ok","none","none",2.66258782702545,TRUE,FALSE,0.104276138280853,TRUE,TRUE,1.28675887920696,4.03865531410629,1.39103501748781,4.12174496053286,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.702008929763504,1.28679487749465,4.0386193158186,1.28667560786348,4.03850004618743,"判定一致"
22,6,3,19,"n50_22.3.6.19","E050R1","ENUM",50,25,25,28,"ok","none","none",2.95936462938312,TRUE,FALSE,0.128419312655693,TRUE,TRUE,1.49697414261085,4.42170121998527,1.62539345526655,4.54126455060609,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.746122250504844,1.49696494224459,4.42171042035153,1.49699189032965,4.42173736843658,"判定一致"
23,6,2,19,"n50_23.2.6.19","E050R1","ENUM",50,25,25,29,"ok","none","none",3.33932197794407,TRUE,FALSE,0.198640242219338,TRUE,TRUE,1.73071670496622,4.94787272085468,1.90448593472078,5.14651296307401,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.820724468066031,1.73070431427024,4.94788511155066,1.73073157930385,4.94791237658428,"判定一致"
24,6,1,19,"n50_24.1.6.19","E050R1","ENUM",50,25,25,30,"ok","none","none",3.89182029811063,TRUE,FALSE,0.424166954826402,TRUE,TRUE,1.98236663711093,5.80123656581517,2.26526600328027,6.22540352064157,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.974225664955765,1.98235438533516,5.80124881759093,1.98237308198271,5.80126751423848,"判定一致"
25,6,0,19,"n50_25.0.6.19","E050R1","ENUM",50,25,25,31,"ok","quasi_separation","quasi_separation",5.03043792139244,TRUE,FALSE,1.90058354783903,TRUE,TRUE,2.03604789347543,8.02477892366518,2.83182581219545,9.92536247150421,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.52778193701157,2.03601583579679,8.02481098134382,2.03604034860948,8.02483549415651,"判定一致"
0,7,25,18,"n50_0.25.7.18","E050R1","ENUM",50,25,25,7,"ok","quasi_separation","quasi_separation",-3.02895792118231,TRUE,FALSE,1.90656597396638,TRUE,TRUE,-6.01143291944801,-0.0464272459983892,-7.91799889341439,-0.821270365194202,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",1.52173164408458,-6.01146929926391,-0.0463908661824921,-6.0114971377224,-0.0464187046409807,"判定一致"
1,7,24,18,"n50_1.24.7.18","E050R1","ENUM",50,25,25,8,"ok","none","none",-1.8903402979005,TRUE,TRUE,0.420866806219275,TRUE,TRUE,-3.78107595963176,0.000470432444843238,-4.20194276585104,-0.246288798388355,TRUE,FALSE,"判定一致",0.0014792899408284,"判定差あり","判定差あり","判定一致",0.964709902410073,-3.78109942784635,0.000493900659433111,-3.78113696215338,0.00045636635240931,"判定一致"
2,7,23,18,"n50_2.23.7.18","E050R1","ENUM",50,25,25,9,"ok","none","none",-1.33784197773394,TRUE,FALSE,0.182587175490232,TRUE,TRUE,-2.92453252769739,0.248396999787334,-3.10711970318763,0.119908532236593,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.809406079809028,-2.92447452924848,0.248339001338417,-2.92424874302739,0.248564787559504,"判定一致"
3,7,22,18,"n50_3.22.7.18","E050R1","ENUM",50,25,25,10,"ok","none","none",-0.957884629172992,TRUE,FALSE,0.0924271545468436,TRUE,TRUE,-2.39582634072985,0.480000268801758,-2.48825349527669,0.402861446433987,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.733653843612887,-2.39584814656468,0.480022074636594,-2.39581973977363,0.480050481427652,"判定一致"
4,7,21,18,"n50_4.21.7.18","E050R1","ENUM",50,25,25,11,"ok","none","none",-0.661107826815329,TRUE,FALSE,0.048689055097642,TRUE,TRUE,-2.01102390587485,0.688770470065438,-2.05771059632019,0.640081414967796,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.688742395251846,-2.01103700722417,0.688783571414763,-2.0110181161348,0.68880246250414,"判定一致"
5,7,20,18,"n50_5.20.7.18","E050R1","ENUM",50,25,25,12,"ok","none","none",-0.412809082363923,TRUE,FALSE,0.0307855890016608,TRUE,TRUE,-1.70507190107561,0.879414194787349,-1.72485857276815,0.848628605785688,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.659321999701864,-1.70507622677471,0.879418520486451,-1.70505645599451,0.879438291266659,"判定一致"
6,7,19,18,"n50_6.19.7.18","E050R1","ENUM",50,25,25,13,"ok","none","none",-0.195744577126095,TRUE,FALSE,0.0185563304193359,TRUE,TRUE,-1.44801193156044,1.05649910228898,-1.45039363086607,1.03794277186964,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.63891800429806,-1.44801269213414,1.05649986286267,-1.4480008546245,1.05651170037231,"判定一致"
7,7,18,18,"n50_7.18.7.18","E050R1","ENUM",50,25,25,14,"ok","none","none",0,TRUE,FALSE,0.00971528040551539,TRUE,TRUE,-1.22365055127387,1.22365055127387,-1.21393527086836,1.21393527086836,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.624312234195171,-1.22362949413027,1.22362949413027,-1.22362949413027,1.22362949413027,"判定一致"
8,7,17,18,"n50_8.17.7.18","E050R1","ENUM",50,25,25,15,"ok","none","none",0.180732994108817,TRUE,FALSE,0.0188531547381448,TRUE,TRUE,-1.02244332836209,1.38335297298655,-1.00359017362394,1.38066520489713,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.61372990434549,-1.02243368644014,1.38334333106461,-1.02215551464356,1.38362150286119,"判定一致"
9,7,16,18,"n50_9.16.7.18","E050R1","ENUM",50,25,25,16,"ok","none","none",0.350799129241975,TRUE,FALSE,0.0253746980786371,TRUE,TRUE,-0.837162155703106,1.53879984076791,-0.811787457624469,1.54114540600833,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.60612446751778,-0.837163283950964,1.53880096901577,-0.837182997241391,1.53878125572534,"判定一致"
10,7,15,18,"n50_10.15.7.18","E050R1","ENUM",50,25,25,17,"ok","none","none",0.513402944780291,TRUE,FALSE,0.0308659154048094,TRUE,TRUE,-0.664224620583936,1.69108175489364,-0.633358705179127,1.69778042926045,TRUE,FALSE,"判定一致",0.0014792899408284,"判定一致","判定一致","判定一致",0.600855453602653,-0.664226481820824,1.69108361613053,-0.664252104195387,1.69105799375597,"判定一致"
