"config_id","exposed_events","unexposed_events","beta_sas","beta_logistf","se_sas","se_logistf","low_sas","high_sas","low_logistf","high_logistf","exact_beta","ordinary_se","augmented_se","different","ordinary_outside","augmented_outside"
"n50_4.21.4.21",4,4,0,-6.2436492608009e-17,0.747638001414063,0.73312188631476,-1.46534355624507,1.46534355624507,-1.436892493455,1.436892493455,0,0.747640560877173,0.733121886358877,FALSE,FALSE,FALSE
"n50_5.20.4.21",5,4,0.248312494879091,0.248298744451406,0.72062740138783,0.706634643730348,-1.16409125811375,1.66071624787193,-1.13667970748837,1.63327719639118,0.248298744451406,0.720628767495684,0.706634643753233,FALSE,FALSE,FALSE
"n50_6.19.4.21",6,4,0.465381890078543,0.465363249689233,0.702004911604979,0.688376390664361,-0.91052245363744,1.84128623379452,-0.883829683820589,1.81455618319906,0.465363249689233,0.702008929763504,0.688376390688556,FALSE,FALSE,FALSE
"n50_7.18.4.21",7,4,0.661126717904704,0.661107826815329,0.688735710767116,0.67536748321367,-0.688770470065439,2.01102390587485,-0.662588116612923,1.98480377024358,0.661107826815329,0.688742395251846,0.675367483313038,FALSE,FALSE,FALSE
"n50_8.17.4.21",8,4,0.841862024185791,0.841840820924145,0.679156085617254,0.665975799266202,-0.489259443505228,2.17298349187681,-0.463447760212887,2.14712940206118,0.841840820924145,0.679164719887163,0.665975799932389,FALSE,FALSE,FALSE
"n50_9.16.4.21",9,4,1.011937864481,1.0119069560573,0.672290541599408,0.659244314599784,-0.305727384200763,2.32960311316277,-0.280188157571065,2.30400206968567,1.0119069560573,0.672299926651191,0.659244316342581,FALSE,FALSE,FALSE
"n50_10.15.4.21",10,4,1.17456122367655,1.17451077159562,0.66754478230157,0.654590002987532,-0.133802507702155,2.48292495505526,-0.108462058899909,2.45748360209115,1.17451077159562,0.667553441587664,0.65459000481183,FALSE,FALSE,FALSE
"n50_11.14.4.21",11,4,1.33225333561044,1.33217392430002,0.664555224651538,0.651656265620109,0.0297490295555041,2.63475764166538,0.0549511133847378,2.6093967352153,1.33217392430002,0.664561603370295,0.651656266071085,FALSE,TRUE,TRUE
"n50_12.13.4.21",12,4,1.48712939137717,1.48701449722121,0.663111390714957,0.650236821580687,0.18745494783759,2.78680383491676,0.212573745501271,2.76145524894116,1.48701449722121,0.663114048389418,0.650236821629838,FALSE,TRUE,TRUE
"n50_13.12.4.21",13,4,1.64108866173781,1.64093657949347,0.663116253123799,0.650236820451826,0.341404688052018,2.9407726354236,0.366495829986055,2.91537732900089,1.64093657949347,0.663114048389418,0.650236821629838,FALSE,TRUE,TRUE
"n50_14.11.4.21",14,4,1.79596199364604,1.79577715241334,0.664569330366513,0.651656199871821,0.493430040897773,3.09849394639431,0.518554470362338,3.07299983446434,1.79577715241467,0.664561603370295,0.651656266071085,FALSE,TRUE,TRUE
"n50_15.10.4.21",15,4,1.95364674804031,1.95344030511907,0.667566682075989,0.654590004810424,0.645240093892467,3.26205340218815,0.670467471050735,3.2364131391874,1.95344030511907,0.667553441587664,0.65459000481183,FALSE,TRUE,TRUE
"n50_16.9.4.21",16,4,2.11625470141658,2.11604412065738,0.67231781465853,0.659244316324957,0.798535998521188,3.43397340431198,0.823949003647737,3.40813923766703,2.11604412065738,0.672299926651191,0.659244316342581,FALSE,TRUE,TRUE
"n50_17.8.4.21",17,4,2.28630345440886,2.28611025579054,0.679185391544908,0.665975799890785,0.955124548155109,3.61748236066262,0.980821673429347,3.59139883815173,2.28611025579054,0.679164719887163,0.665975799932389,FALSE,TRUE,TRUE
"n50_18.7.4.21",18,4,2.46699982187095,2.46684324989936,0.688763115708286,0.675367483303791,1.11704892120311,3.81695072253878,1.14314730629447,3.79053919350424,2.46684324989936,0.688742395251846,0.675367483313038,FALSE,TRUE,TRUE
"n50_19.6.4.21",19,4,2.66270709665662,2.66258782702541,0.70202729657431,0.688376361224778,1.28675887920696,4.03865531410629,1.31339495121611,4.01178070283471,2.66258782702545,0.702008929763504,0.688376390688556,FALSE,TRUE,TRUE
"n50_20.5.4.21",20,4,2.87979148070469,2.87965233226109,0.720647630956648,0.706634384395571,1.46734807848555,4.29223488292383,1.49467438860814,4.26463027591404,2.87965233226328,0.720628767495684,0.706634643753233,FALSE,TRUE,TRUE
"n50_21.4.4.21",21,4,3.1279370219632,3.12795107671469,0.747638843243915,0.733121885849434,1.66259181576194,4.59328222816446,1.69105858417171,4.56484356925766,3.12795107671469,0.747640560877173,0.733121886358877,FALSE,TRUE,TRUE
"n50_22.3.4.21",22,4,3.42469133671236,3.42472787907235,0.789201845804428,0.773881497388755,1.87788414240314,4.97149853102157,1.90794801588846,4.94150774225624,3.42472787907235,0.789207376739122,0.773881502743107,FALSE,TRUE,TRUE
"n50_23.2.4.21",23,4,3.80465687049258,3.8046852276333,0.860074994967696,0.843378349386979,2.11894085635243,5.49037288463274,2.15169403749399,5.45767641777262,3.8046852276333,0.860080533021939,0.84337835021926,FALSE,TRUE,TRUE
"n50_24.1.4.21",24,4,4.35716261228841,4.35718354779983,1.00759705163963,0.988036779620086,2.38230868014599,6.33201654443083,2.42066704434352,6.29370005125614,4.35718354779986,1.00760384926792,0.988036863343913,FALSE,TRUE,TRUE
"n50_25.0.4.21",25,4,5.4957742063935,5.49580117108167,1.54926193320704,1.51919371258946,2.4592766146888,8.5322717980982,2.51823620886664,8.47336613329671,5.49580117108167,1.54927967709509,1.51919371260011,FALSE,TRUE,TRUE
"n50_0.25.5.20",0,5,-2.61612177802194,-2.61614883881777,1.53640901160682,1.50658956794897,-5.62742810629409,0.395184550250212,-5.56901013148151,0.336712453845971,-2.61614883881839,1.53642667580769,1.50659030791306,FALSE,FALSE,FALSE
"n50_1.24.5.20",1,5,-1.47751047439999,-1.47753121553656,0.987720402479592,0.968546093146689,-3.4134068900554,0.458385941255415,-3.37584667547105,0.420784244397926,-1.47753121553658,0.987727153283311,0.968546159364818,FALSE,FALSE,FALSE
"n50_2.23.5.20",2,5,-0.925060484513033,-0.925032895370021,0.836695617777423,0.820458323800139,-2.56495376137927,0.714832792353207,-2.5331016608344,0.683035870094354,-0.925032895370021,0.836706600641419,0.820458323812015,FALSE,FALSE,FALSE
"n50_3.22.5.20",3,5,-0.545090967979796,-0.545075546809064,0.763659935099287,0.748837346112868,-2.04183693721059,0.951655001251001,-2.01276977546884,0.922618681850712,-0.545075546809069,0.76366726771092,0.748837365375013,FALSE,FALSE,FALSE
"n50_4.21.5.20",4,5,-0.248312494879092,-0.248298744451406,0.72062740138783,0.706634643730348,-1.66071624787193,1.16409125811374,-1.63327719639118,1.13667970748837,-0.248298744451406,0.720628767495684,0.706634643753233,FALSE,FALSE,FALSE
"n50_5.20.5.20",5,5,0,-2.86626273250544e-16,0.692562887924605,0.679115114832759,-1.35739831736128,1.35739831736128,-1.33104116642899,1.33104116642899,0,0.692564244540508,0.679115114870903,FALSE,FALSE,FALSE
"n50_6.19.5.20",6,5,0.217077238834274,0.217064505247263,0.673167863662553,0.660095632936482,-1.1023075294941,1.53646200716265,-1.07669916166041,1.51082817215494,0.217064505237827,0.673168589389995,0.660096110237945,FALSE,FALSE,FALSE
"n50_7.18.5.20",7,5,0.412828853144132,0.412809082363923,0.659319792671972,0.646518411886754,-0.879414194787349,1.70507190107561,-0.854343720276146,1.67996188500399,0.412809082363923,0.659321999701864,0.646518411965543,FALSE,FALSE,FALSE
"n50_8.17.5.20",8,5,0.593564498518905,0.59354207647274,0.649306661514232,0.636701330872223,-0.679053172970929,1.86618217000874,-0.654369600945538,1.84145375389102,0.59354207647274,0.649310502774308,0.636701331543642,FALSE,FALSE,FALSE
"n50_9.16.5.20",9,5,0.763631995963283,0.763608211605898,0.642121341495872,0.629656958873911,-0.494902707073171,2.02216669899974,-0.470496750401987,1.99771317361378,0.763608211605898,0.642126625868147,0.629656960672919,FALSE,FALSE,FALSE
"n50_10.15.5.20",10,5,0.926238508844981,0.926212027144214,0.637149107234882,0.624782275306703,-0.322550794117236,2.1750278118072,-0.298338730635912,2.15076278492434,0.926212027144214,0.637155404629946,0.624782277192154,FALSE,FALSE,FALSE
"n50_11.14.5.20",11,5,1.08390688336108,1.08387517984861,0.634013419398887,0.621707896079944,-0.158736584375827,2.32655035109799,-0.134649905372248,2.30240026506947,1.08387517984861,0.634020139228804,0.621707896526632,FALSE,FALSE,FALSE
"n50_12.13.5.20",12,5,1.23875467346148,1.23871575276981,0.632496207311334,0.620219915566695,-0.000915113226910291,2.47842446014988,0.0231070557646134,2.454324449775,1.23871575276981,0.632502690464649,0.62021991559215,TRUE,FALSE,TRUE
"n50_13.12.5.20",13,5,1.39268378039402,1.39263783504206,0.632497055276669,0.6202199143832,0.153012331724106,2.63235522906393,0.177029140356477,2.60824652972765,1.39263783504207,0.632502690464649,0.62021991559215,FALSE,TRUE,TRUE
"n50_14.11.5.20",14,5,1.54752761287212,1.54747840796194,0.634015771079479,0.621707827164486,0.30487953592595,2.79017568981829,0.328953457812892,2.76600335811098,1.54747840796326,0.634020139228804,0.621707896526632,FALSE,TRUE,TRUE
"n50_15.10.5.20",15,5,1.70518579998555,1.70514156066766,0.637152357656946,0.62478227719068,0.456390126313154,2.95398147365795,0.480590799195007,2.92969232214031,1.70514156066766,0.637155404629946,0.624782277192154,FALSE,TRUE,TRUE
"n50_16.9.5.20",16,5,1.86777195998611,1.86774537620598,0.642124400179055,0.629656960654466,0.609231262040778,3.12631265793144,0.63364041070827,3.10185034170368,1.86774537620598,0.642126625868147,0.629656960672919,FALSE,TRUE,TRUE
"n50_17.8.5.20",17,5,2.03780503556722,2.03781151133913,0.649307898335472,0.636701331500125,0.765184939952296,3.31042513118214,0.789899832690191,3.28572318998808,2.03781151133914,0.649310502774308,0.636701331543642,FALSE,TRUE,TRUE
"n50_18.7.5.20",18,5,2.21849255705734,2.21854450544795,0.65931724171778,0.646518411955884,0.926254508904204,3.51073060521048,0.951391702672389,3.48569730822351,2.21854450544795,0.659321999701864,0.646518411965543,FALSE,TRUE,TRUE
"n50_19.6.5.20",19,5,2.41419741635592,2.41428908257401,0.673160526327197,0.660096079536358,1.09482702894059,3.73356780377125,1.12052454034666,3.70805362480136,2.41428908257405,0.673168589389995,0.660096110237945,FALSE,TRUE,TRUE
"n50_20.5.5.20",20,5,2.6312829874289,2.63135358780969,0.692557192441523,0.679114845027196,1.27389583300934,3.98867014184847,1.30031295018988,3.96239422542949,2.63135358781187,0.692564244540508,0.679115114870903,FALSE,TRUE,TRUE
"n50_21.4.5.20",21,5,2.87979148070469,2.87965233226328,0.720647630956647,0.706634643224695,1.46734807848555,4.29223488292383,1.49467388131457,4.26463078321199,2.87965233226328,0.720628767495684,0.706634643753233,FALSE,TRUE,TRUE
"n50_22.3.5.20",22,5,3.17640133811476,3.17642913462094,0.763662565123454,0.74883735984159,1.67965021413132,4.67315246209821,1.70873487905337,4.64412339018852,3.17642913462094,0.76366726771092,0.748837365375013,FALSE,TRUE,TRUE
"n50_23.2.5.20",23,5,3.55636339222586,3.5563864831819,0.836701175319048,0.820458322956484,1.9164592227782,5.19626756167353,1.94831771937106,5.16445524699274,3.5563864831819,0.836706600641419,0.820458323812015,FALSE,TRUE,TRUE
"n50_24.1.5.20",24,5,4.10886465559135,4.10888480334842,0.98772053820489,0.968546073972856,2.17296797391924,6.04476133726345,2.21056938099396,6.00720022570289,4.10888480334845,0.98772715328331,0.968546159364818,FALSE,TRUE,TRUE
"n50_25.0.5.20",25,5,5.24747654310672,5.24750242663026,1.5364094971371,1.50659030640713,2.23616926321272,8.25878382300073,2.29463968661512,8.2003651666454,5.24750242663026,1.53642667580769,1.50659030791306,FALSE,TRUE,TRUE
"n50_0.25.6.19",0,6,-2.83318033411997,-2.83321334405559,1.52776011275611,1.49811269995211,-5.82753513213879,0.16117446389885,-5.76946028074379,0.103033592632602,-2.83321334405622,1.52778193701157,1.49811344410319,FALSE,FALSE,FALSE
"n50_1.24.6.19",1,6,-1.6945637104955,-1.69459572077439,0.974215207871869,0.955306793681936,-3.60399043111557,0.214863010124561,-3.56696263057742,0.177771189028642,-1.69459572077441,0.974225664955765,0.955306860817761,FALSE,FALSE,FALSE
"n50_2.23.6.19",2,6,-1.14219556430218,-1.14209740060785,0.820727772761594,0.804786553440153,-2.75079244002668,0.466401311422322,-2.71945006059267,0.43525525937697,-1.14209740060785,0.820724468066031,0.80478655345226,FALSE,FALSE,FALSE
"n50_3.22.6.19",3,6,-0.762155049450954,-0.762140052046892,0.746111537006493,0.731633040832316,-2.22450679043351,0.700196691531597,-2.19611446197775,0.67183435788397,-0.762140052046897,0.746122250504844,0.73163306054807,FALSE,FALSE,FALSE
"n50_4.21.6.19",4,6,-0.465381890078542,-0.465363249689233,0.702004911604979,0.688376390664361,-1.84128623379453,0.91052245363744,-1.81455618319905,0.883829683820588,-0.465363249689233,0.702008929763504,0.688376390688556,FALSE,FALSE,FALSE
"n50_5.20.6.19",5,6,-0.217077238834274,-0.217064505247263,0.673167863662553,0.660095632936482,-1.53646200716265,1.1023075294941,-1.51082817215494,1.07669916166041,-0.217064505237827,0.673168589389995,0.660096110237945,FALSE,FALSE,FALSE
"n50_6.19.6.19",6,6,0,-1.68352880464476e-16,0.653216168419295,0.640511631470748,-1.28028016422107,1.28028016422107,-1.25537972936166,1.25537972936166,0,0.653197264742181,0.640512615220349,FALSE,FALSE,FALSE
"n50_7.18.6.19",7,6,0.195756414635732,0.195744577126095,0.638917616243124,0.626510648283609,-1.05649910228897,1.44801193156044,-1.03219372944062,1.42368288369281,0.195744577126095,0.63891800429806,0.626510648365686,FALSE,FALSE,FALSE
"n50_8.17.6.19",8,6,0.376497487953036,0.376477571234912,0.628580433263198,0.616374983462695,-0.855497522629416,1.60849249853549,-0.831595197323442,1.58455033979327,0.376477571234912,0.628581614381438,0.61637498415704,FALSE,FALSE,FALSE
"n50_9.16.6.19",9,6,0.546568220411344,0.54654370636807,0.621155990719728,0.60909557654158,-0.67087515018062,1.76401159100331,-0.647261686796087,1.74034909953223,0.54654370636807,0.62115804798309,0.609095578402111,FALSE,FALSE,FALSE
"n50_10.15.6.19",10,6,0.709174486782227,0.709147521906387,0.616014798570548,0.604054986769912,-0.498192332359744,1.9165413059242,-0.474778496844459,1.89307354065723,0.709147521906387,0.616017634954147,0.60405498872086,FALSE,FALSE,FALSE
"n50_11.14.6.19",11,6,0.86683904277104,0.866810674610786,0.612770831351861,0.600874565572823,-0.334169717455275,2.06784780299735,-0.310881833138098,2.04450318235967,0.866810674610785,0.612774227487631,0.600874566035803,FALSE,FALSE,FALSE
"n50_12.13.6.19",12,6,1.02168016958365,1.02165124753198,0.611200372620273,0.599334863969831,-0.176250548089547,2.21961088725685,-0.1530235005281,2.19632599559206,1.02165124753198,0.611204033339416,0.599334863996981,FALSE,FALSE,FALSE
"n50_13.12.6.19",13,6,1.17560099172632,1.17557332980424,0.611200412630021,0.599334862745094,-0.0223298043645361,2.37353178781719,0.000898584144595427,2.35024807546388,1.17557332980424,0.611204033339416,0.599334863996981,TRUE,FALSE,TRUE
"n50_14.11.6.19",14,6,1.33043637997098,1.33041390272411,0.612770861339131,0.600874494267949,0.129427560970693,2.53144519897126,0.152721534730209,2.50810627071801,1.33041390272543,0.612774227487631,0.600874566035803,FALSE,TRUE,TRUE
"n50_15.10.6.19",15,6,1.4880874579631,1.48807705542983,0.616014511107017,0.604054988719336,0.280721202239299,2.6954537136869,0.304151032858186,2.67200307800148,1.48807705542983,0.616017634954147,0.60405498872086,FALSE,TRUE,TRUE
"n50_16.9.6.19",16,6,1.65066920025468,1.65068087096815,0.621154763766976,0.609095578383036,0.433228234445918,2.86811016606343,0.456875474194805,2.84448626774149,1.65068087096815,0.62115804798309,0.609095578402111,FALSE,TRUE,TRUE
"n50_17.8.6.19",17,6,1.8207015993374,1.82074700610131,0.628577244080803,0.616374984112089,0.588712839437583,3.05269035923722,0.612674236270166,3.02881977593245,1.82074700610131,0.628581614381438,0.61637498415704,FALSE,TRUE,TRUE
"n50_18.7.6.19",18,6,2.00139264708593,2.00148000021012,0.638911217227707,0.626510648355719,0.749149672000974,3.25363562217088,0.773541693502077,3.22941830691817,2.00148000021012,0.63891800429806,0.626510648365686,FALSE,TRUE,TRUE
"n50_19.6.6.19",19,6,2.19710455286787,2.19722457733618,0.653187465079435,0.640512583579314,0.916880646159163,3.47732845957658,0.941842981876024,3.45260617279634,2.19722457733622,0.653197264742181,0.640512615220349,FALSE,TRUE,TRUE
"n50_20.5.6.19",20,6,2.41419741635592,2.41428908257186,0.673160526327196,0.660095832618636,1.09482702894059,3.73356780377125,1.12052502429435,3.70805314084936,2.41428908257405,0.673168589389995,0.660096110237945,FALSE,TRUE,TRUE
"n50_21.4.6.19",21,6,2.66270709665662,2.66258782702545,0.70202729657431,0.688376390145999,1.28675887920696,4.03865531410629,1.3133948945316,4.0117807595193,2.66258782702545,0.702008929763504,0.688376390688556,FALSE,TRUE,TRUE
"n50_22.3.6.19",22,6,2.95933768129806,2.95936462938312,0.74611755635417,0.731633054884529,1.49697414261085,4.42170121998527,1.52539019191042,4.39333906685581,2.95936462938312,0.746122250504844,0.73163306054807,FALSE,TRUE,TRUE
"n50_23.2.6.19",23,6,3.33929471291045,3.33932197794407,0.820718146166197,0.804786552580068,1.73071670496622,4.94787272085468,1.76196931964498,4.91667463624315,3.33932197794407,0.820724468066031,0.80478655345226,FALSE,TRUE,TRUE
"n50_24.1.6.19",24,6,3.89180160146305,3.8918202981106,0.974219413934897,0.955306774241872,1.98236663711093,5.80123656581517,2.01945342640939,5.7641871698118,3.89182029811063,0.974225664955765,0.95530686081776,FALSE,TRUE,TRUE
"n50_25.0.6.19",25,6,5.0304134085703,5.030437921383,1.52776558075253,1.49811323229836,2.03604789347543,8.02477892366518,2.09418994131533,7.96668590145066,5.03043792139243,1.52778193701157,1.49811344410319,FALSE,TRUE,TRUE
"n50_0.25.7.18",0,7,-3.0289300827232,-3.02895792118169,1.52171308261295,1.49217989666695,-6.01143291944801,-0.0464272459983892,-5.95357677710361,-0.104339065259772,-3.02895792118231,1.52173164408458,1.49218064377672,FALSE,TRUE,TRUE
"n50_1.24.7.18",1,7,-1.89030276359346,-1.89034029790048,0.964697928611179,0.945975820152948,-3.78107595963176,0.000470432444843238,-3.744418835646,-0.0362617601549666,-1.8903402979005,0.964709902410073,0.945975887950991,TRUE,FALSE,TRUE
"n50_2.23.7.18",2,7,-1.33806776395503,-1.33784197773394,0.809435671398146,0.793687960635199,-2.92453252769739,0.248396999787334,-2.89344179554198,0.217757840074091,-1.33784197773394,0.809406079809028,0.793687960647476,FALSE,FALSE,FALSE
"n50_3.22.7.18",3,7,-0.957913035964045,-0.957884629172987,0.733642717982514,0.71940676157221,-2.39582634072985,0.480000268801758,-2.36789597208911,0.452126713743138,-0.957884629172992,0.733653843612887,0.719406781693165,FALSE,FALSE,FALSE
"n50_4.21.7.18",4,7,-0.661126717904705,-0.661107826815329,0.688735710767116,0.67536748321367,-2.01102390587485,0.688770470065438,-1.98480377024358,0.662588116612923,-0.661107826815329,0.688742395251846,0.675367483313038,FALSE,FALSE,FALSE
"n50_5.20.7.18",5,7,-0.412828853144131,-0.412809082363923,0.659319792671972,0.646518411886754,-1.70507190107561,0.879414194787349,-1.67996188500399,0.854343720276146,-0.412809082363923,0.659321999701864,0.646518411965543,FALSE,FALSE,FALSE
"n50_6.19.7.18",6,7,-0.195756414635732,-0.195744577126095,0.638917616243124,0.626510648283609,-1.44801193156044,1.05649910228898,-1.42368288369281,1.03219372944062,-0.195744577126095,0.63891800429806,0.626510648365686,FALSE,FALSE,FALSE
"n50_7.18.7.18",7,7,0,-2.28793763448754e-16,0.6243229778332,0.612188512282794,-1.22365055127387,1.22365055127387,-1.19986743582343,1.19986743582343,0,0.624312234195171,0.612188512449209,FALSE,FALSE,FALSE
"n50_8.17.7.18",8,7,0.180454822312233,0.180732994108817,0.613734823783818,0.601811683499839,-1.02244332836209,1.38335297298655,-0.998796231026286,1.36026221924392,0.180732994108817,0.61372990434549,0.601811684294825,FALSE,FALSE,FALSE
"n50_9.16.7.18",9,7,0.350818842532402,0.350799129241975,0.60612389187054,0.594353937919817,-0.837162155703106,1.53879984076791,-0.81411318315042,1.51571144163437,0.350799129241975,0.60612446751778,0.594353939911384,FALSE,FALSE,FALSE
"n50_10.15.7.18",10,7,0.513428567154854,0.513402944780291,0.600854503974546,0.589187244600451,-0.664224620583936,1.69108175489364,-0.641382834786984,1.66818872434757,0.513402944780291,0.600855453602653,0.589187246686264,FALSE,FALSE,FALSE
"n50_11.14.7.18",11,7,0.671095401957025,0.671066097484691,0.597528532173821,0.585926126495995,-0.500039000838747,1.8422298047528,-0.47732800804852,1.8194602030179,0.67106609748469,0.597529751077394,0.585926127056899,FALSE,FALSE,FALSE
"n50_12.13.7.18",12,7,0.825937643894851,0.825906670405886,0.595918064865781,0.584347038435217,-0.342040300978885,1.99391558876859,-0.319392479399782,1.97120582021155,0.825906670405886,0.595919390454716,0.584347038549407,FALSE,FALSE,FALSE
"n50_13.12.7.18",13,7,0.979858916357529,0.979828752678141,0.595918134048333,0.584347037179067,-0.188119164111515,2.14783699682657,-0.165470394665518,2.1251279000218,0.979828752678143,0.595919390454716,0.584347038549407,FALSE,FALSE,FALSE
"n50_14.11.7.18",14,7,1.13469488681671,1.13466932559801,0.597528682148118,0.585926053371956,-0.0364398099232828,2.3058295835567,-0.0137246366147146,2.28306328781074,1.13466932559934,0.597529751077394,0.585926127056899,FALSE,FALSE,FALSE
"n50_15.10.7.18",15,7,1.29234759820093,1.29233247830374,0.600854524632885,0.589187246684702,0.114694369972542,2.47000082642932,0.137546694651406,2.44711826195607,1.29233247830374,0.600855453602653,0.589187246686264,FALSE,TRUE,TRUE
"n50_16.9.7.18",16,7,1.45493289122179,1.45493629384205,0.60612332448551,0.594353939891836,0.266953005040509,2.64291277740308,0.290023977584572,2.61984861009954,1.45493629384205,0.60612446751778,0.594353939911384,FALSE,TRUE,TRUE
"n50_17.8.7.18",17,7,1.62497134697162,1.62500242897521,0.613727763134533,0.601811684248786,0.422087034915606,2.82785565902764,0.445473202372202,2.80453165557822,1.62500242897521,0.613729904345491,0.601811684294825,FALSE,TRUE,TRUE
"n50_18.7.7.18",18,7,1.80567100159112,1.80573542308403,0.624307980330102,0.612188512439008,0.582049844883182,3.02929215829906,0.605867986954422,3.00560285921363,1.80573542308403,0.624312234195171,0.612188512449209,FALSE,TRUE,TRUE
"n50_19.6.7.18",19,7,2.00139264708593,2.00148000021009,0.638911217227708,0.626510615936969,0.749149672000974,3.25363562217088,0.77354175704162,3.22941824337855,2.00148000021012,0.63891800429806,0.626510648365686,FALSE,TRUE,TRUE
"n50_20.5.7.18",20,7,2.21849255705734,2.21854450544576,0.65931724171778,0.646518128437836,0.926254508904204,3.51073060521048,0.951392258355363,3.48569675253616,2.21854450544795,0.659321999701864,0.646518411965543,FALSE,TRUE,TRUE
"n50_21.4.7.18",21,7,2.46699982187095,2.46684324989936,0.688763115708286,0.67536748276003,1.11704892120311,3.81695072253878,1.14314730736022,3.79053919243849,2.46684324989936,0.688742395251846,0.675367483313038,FALSE,TRUE,TRUE
"n50_22.3.7.18",22,7,2.76359183386548,2.76362005225702,0.73364914631241,0.719406775933373,1.3256659298046,4.20151773792636,1.35360868119353,4.17363142332051,2.76362005225702,0.733653843612887,0.719406781693165,FALSE,TRUE,TRUE
"n50_23.2.7.18",23,7,3.14354311384613,3.14357740081797,0.809398710493414,0.793687959763088,1.55715079214588,4.72993543554638,1.58797758471924,4.6991772169167,3.14357740081797,0.809406079809028,0.793687960647476,FALSE,TRUE,TRUE
"n50_24.1.7.18",24,7,3.69605885050306,3.6960757209845,0.964704146792419,0.945975800467794,1.80527346705348,5.58684423395265,1.84199722182118,5.55015422014783,3.69607572098453,0.964709902410073,0.945975887950991,FALSE,TRUE,TRUE
"n50_25.0.7.18",25,7,4.83467051148302,4.83469334426634,1.52171635531846,1.49218064374257,1.85216126037328,7.81717976259276,1.91007302410311,7.75931366442958,4.83469334426634,1.52173164408458,1.49218064377672,FALSE,TRUE,TRUE
"n50_0.25.8.17",0,8,-3.2099065430172,-3.20969091529051,1.51756667602107,1.48795274541767,-6.18428257215665,-0.235530513877741,-6.12602470700664,-0.293357123574375,-3.20969091529113,1.5174207809077,1.48795349464992,FALSE,TRUE,TRUE
"n50_1.24.8.17",1,8,-2.07103966859808,-2.0710732920093,0.957885474115601,0.939293767089424,-3.94846069917873,-0.193618638017429,-3.91205524640753,-0.230091337611076,-2.07107329200932,0.95789551910958,0.939293835369777,FALSE,TRUE,TRUE
"n50_2.23.8.17",2,8,-1.5185590164276,-1.51857497184276,0.801269415317139,0.785711847585526,-3.08901821236266,0.0519001795074614,-3.05854189533682,0.0213919516512941,-1.51857497184276,0.801272008592574,0.785711847597927,FALSE,FALSE,FALSE
"n50_3.22.8.17",3,8,-1.13868228554756,-1.1386176232818,0.7246623076847,0.710597365898372,-2.55899430956326,0.281629738468133,-2.53136286795164,0.254127621388035,-1.13861762328181,0.724669988318905,0.710597386798683,FALSE,FALSE,FALSE
"n50_4.21.8.17",4,8,-0.841862024185791,-0.841840820924145,0.679156085617253,0.665975799266202,-2.17298349187681,0.489259443505227,-2.14712940206118,0.463447760212886,-0.841840820924145,0.679164719887163,0.665975799932389,FALSE,FALSE,FALSE
"n50_5.20.8.17",5,8,-0.593564498518905,-0.59354207647274,0.649306661514232,0.636701330872223,-1.86618217000874,0.67905317297093,-1.84145375389102,0.654369600945538,-0.59354207647274,0.649310502774308,0.636701331543642,FALSE,FALSE,FALSE
"n50_6.19.8.17",6,8,-0.376497487953036,-0.376477571234912,0.628580433263198,0.616374983462695,-1.60849249853549,0.855497522629415,-1.58455033979327,0.831595197323441,-0.376477571234912,0.628581614381438,0.61637498415704,FALSE,FALSE,FALSE
"n50_7.18.8.17",7,8,-0.180454822312233,-0.180732994108817,0.613734823783818,0.601811683499839,-1.38335297298655,1.02244332836209,-1.36026221924392,0.998796231026286,-0.180732994108817,0.61372990434549,0.601811684294825,FALSE,FALSE,FALSE
"n50_8.17.8.17",8,8,0,-2.43485573079937e-16,0.602967895438772,0.591252763395488,-1.18179535889391,1.18179535889391,-1.15883412201494,1.15883412201494,0,0.602961877078546,0.591252764841547,FALSE,FALSE,FALSE
"n50_9.16.8.17",9,8,0.169801261664319,0.170066135133158,0.595220964598188,0.583660116289166,-0.996810391791319,1.33641291511996,-0.973886672006068,1.31401894227238,0.170066135133158,0.595218867179016,0.583660118962384,FALSE,FALSE,FALSE
"n50_10.15.8.17",10,8,0.332689367994284,0.332669950671475,0.589852235282482,0.578397905447246,-0.823399769359827,1.48877850534839,-0.800969112738532,1.46630901408148,0.332669950671474,0.589852444130063,0.578397908222998,FALSE,FALSE,FALSE
"n50_11.14.8.17",11,8,0.490359274035998,0.490333103375873,0.586464085379197,0.57507560680009,-0.659089211533452,1.63980775960545,-0.63679437433982,1.61746058109157,0.490333103375873,0.586464349423537,0.575075608026367,FALSE,FALSE,FALSE
"n50_12.13.8.17",12,8,0.645204481847208,0.645173676297069,0.584823321896337,0.573466641709785,-0.501028166388688,1.7914371300831,-0.478800287789244,1.76914764038338,0.645173676297069,0.584823520082836,0.57346664248277,FALSE,FALSE,FALSE
"n50_13.12.8.17",13,8,0.799128747026171,0.799095758569324,0.584823518478443,0.573466640429802,-0.347104286503572,1.94536178055591,-0.324878203008269,1.92306972014692,0.799095758569326,0.584823520082836,0.57346664248277,FALSE,FALSE,FALSE
"n50_14.11.8.17",14,8,0.953968149306943,0.953936331489196,0.58646462833039,0.575075532296347,-0.195481400427291,2.10341769904118,-0.173191000201845,2.08106366318024,0.953936331490522,0.586464349423537,0.575075608026367,FALSE,FALSE,FALSE
