"config_id","exposed_events","unexposed_events","beta_sas","beta_logistf","se_sas","se_logistf","low_sas","high_sas","low_logistf","high_logistf","exact_beta","ordinary_se","augmented_se","different","ordinary_outside","augmented_outside"
"n50_25.0.2.23",25,2,6.17250701500244,6.17253532200029,1.6065434885783,1.57536309393879,3.02373963779164,9.32127439221325,3.08488039530667,9.2601902486939,6.17253532200028,1.60656143140386,1.57536309394497,FALSE,TRUE,TRUE
"n50_0.25.3.22",0,3,-2.0711787879751,-2.0710732920087,1.56982090430525,1.53927651407677,-5.14797122259149,1.00561364664129,-5.08799982184753,0.945853237830129,-2.07107329200932,1.56976093501226,1.53927723832753,FALSE,FALSE,FALSE
"n50_1.24.3.22",1,3,-0.932493614053135,-0.932455668727492,1.03881719514854,1.01864694329556,-2.96853790306519,1.10355067495892,-2.9289669905486,1.06405565309362,-0.93245566872751,1.03882019247329,1.01864700625683,FALSE,FALSE,FALSE
"n50_2.23.3.22",2,3,-0.379971674672131,-0.379957348560951,0.896442732118053,0.879040341297601,-2.1369671438262,1.37702379448194,-2.10284475846205,1.34293006134014,-0.379957348560952,0.896448770713651,0.879040341308686,FALSE,FALSE,FALSE
"n50_3.22.3.22",3,3,0,-1.81783805453054e-16,0.82868656197664,0.81259916479197,-1.62419581594653,1.62419581594653,-1.59266509685959,1.59266509685959,0,0.82869183580518,0.812599200293392,FALSE,FALSE,FALSE
"n50_4.21.3.22",4,3,0.296791509659452,0.296776802357658,0.789204655260412,0.773881484083422,-1.2500211910823,1.84360421040121,-1.22000303474826,1.81355663946357,0.296776802357664,0.789207376739122,0.773881502743107,FALSE,FALSE,FALSE
"n50_5.20.3.22",5,3,0.545090967979796,0.545075546809064,0.763659935099287,0.748837346112868,-0.951655001251001,2.04183693721059,-0.922618681850713,2.01276977546884,0.545075546809069,0.76366726771092,0.748837365375013,FALSE,FALSE,FALSE
"n50_6.19.3.22",6,3,0.762155049450955,0.762140052046892,0.746111537006493,0.731633040832316,-0.700196691531595,2.22450679043351,-0.67183435788397,2.19611446197775,0.762140052046897,0.746122250504844,0.73163306054807,FALSE,FALSE,FALSE
"n50_7.18.3.22",7,3,0.957913035964045,0.957884629172987,0.733642717982514,0.71940676157221,-0.480000268801759,2.39582634072985,-0.452126713743137,2.36789597208911,0.957884629172992,0.733653843612887,0.719406781693165,FALSE,FALSE,FALSE
"n50_8.17.3.22",8,3,1.13868228554756,1.1386176232818,0.7246623076847,0.710597365898372,-0.281629738468134,2.55899430956326,-0.254127621388035,2.53136286795164,1.13861762328181,0.724669988318905,0.710597386798683,FALSE,FALSE,FALSE
