"config_id","exposed_events","unexposed_events","before_different","after_different","sas_wald_low","sas_wald_high","sas_pl_low","sas_pl_high","logistf_pl_low","logistf_pl_high","before_delta","after_delta"
"n50_19.6.1.24",19,1,FALSE,FALSE,1.98236663711093,5.80123656581517,2.26526187477027,6.2254038014635,2.26526600328027,6.22540352064157,0.424166954826396,4.12850999653713e-06
"n50_20.5.1.24",20,1,FALSE,FALSE,2.17296797391925,6.04476133726344,2.45722008116193,6.46214933911834,2.4572241993611,6.46214920704217,0.41738786977873,4.11819917012224e-06
"n50_21.4.1.24",21,1,FALSE,FALSE,2.38230868014599,6.33201654443083,2.66951116922185,6.74069352015506,2.66951522712269,6.74069346611666,0.408676921685831,4.05790083446433e-06
"n50_22.3.1.24",22,1,FALSE,FALSE,2.61790261907145,6.68997671132069,2.9121652018082,7.08844673647754,2.9121689509136,7.08844555136852,0.398468840047838,3.74910539946427e-06
"n50_23.2.1.24",23,1,FALSE,FALSE,2.89042378603414,7.17736923320476,3.20344703405052,7.57002165493792,3.20344962341828,7.57001492407852,0.39264569087376,6.73085939073559e-06
"n50_24.1.1.24",24,1,FALSE,FALSE,3.20880070270223,7.96394292233914,3.58385428075628,8.41466987514734,3.58385428138041,8.41466987321742,0.450726950878277,1.92992111180956e-09
"n50_25.0.1.24",25,1,FALSE,FALSE,3.41242967651398,10.0375823018942,4.19036609334183,11.76540936278,4.19036989538662,11.7653656535837,1.72778335168953,4.37091963210179e-05
"n50_0.25.2.23",0,2,FALSE,FALSE,-4.83985998966825,1.45766888659966,-6.63822422029738,0.883539777970371,-6.63808526290024,0.883524334690962,1.79822527323199,0.000138957397139094
"n50_1.24.2.23",1,2,FALSE,FALSE,-2.69596094567686,1.59095005337884,-2.99753265886902,1.53775642115771,-2.99747777100363,1.53775638319118,0.301516825326771,5.48878653816587e-05
"n50_2.23.2.23",2,2,FALSE,FALSE,-1.88042946593012,1.88042946593012,-1.94417852089228,1.94417852089228,-1.9441560204427,1.94415602044271,0.0637265545125867,2.25004495859604e-05
"n50_3.22.2.23",3,2,FALSE,FALSE,-1.37702379448194,2.1369671438262,-1.35074521796415,2.25212261833253,-1.35073517446209,2.25211494616771,0.115147802341503,1.00435020582434e-05
"n50_4.21.2.23",4,2,FALSE,FALSE,-1.00895812286031,2.3624452691072,-0.937042658866648,2.50628962001584,-0.937037845382359,2.50628674322448,0.143841474117285,4.81348428882367e-06
"n50_5.20.2.23",5,2,FALSE,FALSE,-0.714832792353209,2.56495376137927,-0.615951391719803,2.72684924130871,-0.615948950943762,2.7268481444,0.161894383020723,2.44077604072412e-06
"n50_6.19.2.23",6,2,FALSE,FALSE,-0.466401311422322,2.75079244002667,-0.350016294999887,2.92484995834223,-0.350015001287638,2.9248495667245,0.174057126697824,1.29371224943942e-06
"n50_7.18.2.23",7,2,FALSE,FALSE,-0.248396999787337,2.9245325276974,-0.119909251285352,3.10711983249547,-0.119908532236585,3.1071197031876,0.182587175490205,7.19048766514852e-07
"n50_8.17.2.23",8,2,TRUE,FALSE,-0.0519001795074632,3.08901821236266,0.0856274688481032,3.27827038000671,0.0856278596625212,3.27827036592138,0.189252153558726,3.90814418049779e-07
"n50_9.16.2.23",9,2,FALSE,FALSE,0.129549164897271,3.24768535031708,0.273763104541816,3.4416547636611,0.273763325269357,3.44165476128223,0.193969410965155,2.20727540301002e-07
"n50_10.15.2.23",10,2,FALSE,FALSE,0.300002660221716,3.40242350533773,0.449403929539931,3.59988216951276,0.449404055578583,3.59988214316392,0.197458637826184,1.26038652570326e-07
"n50_11.14.2.23",11,2,FALSE,FALSE,0.462604018091958,3.55513396311393,0.616126485363587,3.75512407578771,0.616126558230734,3.75512401224718,0.199990049133249,7.28671469829578e-08
"n50_12.13.2.23",12,2,FALSE,FALSE,0.619830097506547,3.70757740632782,0.776699650536564,3.90931729382491,0.776699693589905,3.909317191783,0.201739785455187,1.02041901595129e-07
"n50_13.12.2.23",13,2,FALSE,FALSE,0.773749785774118,3.86149414662535,0.933402332026046,4.06431784013937,0.933402358580262,4.06431770555229,0.202823558926943,1.3458708103542e-07
"n50_14.11.2.23",14,2,FALSE,FALSE,0.926200329554733,4.01872154862059,1.08823572676724,4.22203860058978,1.08823574448356,4.2220384448143,0.203316896193707,1.55775482291176e-07
"n50_15.10.2.23",15,2,FALSE,FALSE,1.07892153893318,4.18132826146734,1.24308305035656,4.38459734800806,1.2430830637549,4.38459718718751,0.203268925720163,1.60820555095142e-07
"n50_16.9.2.23",16,2,FALSE,FALSE,1.23367319687275,4.35179058182989,1.39984991503877,4.55450535680698,1.39984992706677,4.55450521135771,0.202714629527816,1.45449266852893e-07
"n50_17.8.2.23",17,2,FALSE,FALSE,1.39235527472278,4.53325134441524,1.5606123373532,4.73494287628814,1.56061235051561,4.73494276876374,0.201691424348497,1.0752439560946e-07
"n50_18.7.2.23",18,2,FALSE,FALSE,1.55715079214588,4.72993543554638,1.72780328772144,4.93020709028065,1.72780330503719,4.93020703795521,0.200271602408828,5.232544264544e-08
"n50_19.6.2.23",19,2,FALSE,FALSE,1.73071670496622,4.94787272085468,1.90448590892528,5.14651296846264,1.90448593472078,5.146512963074,0.198640242219319,2.57955048432734e-08
"n50_20.5.2.23",20,2,FALSE,FALSE,1.9164592227782,5.19626756167353,2.09480555531763,5.39357449444179,2.09480559516035,5.39357445945861,0.197306897785081,3.98427202341622e-08
"n50_21.4.2.23",21,2,FALSE,FALSE,2.11894085635243,5.49037288463274,2.30482526608486,5.68812708064905,2.3048253227368,5.6881268349324,0.19775395029966,2.45716655022932e-07
"n50_22.3.2.23",22,2,FALSE,FALSE,2.34442058077848,5.8584014250218,2.54426966154486,6.06316222865833,2.54426971687755,6.06316174300289,0.204760317981097,4.85655437643118e-07
"n50_23.2.2.23",23,2,FALSE,FALSE,2.6009389652129,6.36181159752459,2.83079754842044,6.59867716661381,2.83079755093368,6.59865032869094,0.236838731166348,2.68379228733906e-05
"n50_24.1.2.23",24,2,FALSE,FALSE,2.89042378603414,7.17736923320476,3.20344703405052,7.57002165493793,3.20344962341829,7.5700149240785,0.392645690873742,6.73085942803908e-06
"n50_25.0.2.23",25,2,FALSE,FALSE,3.02373963779164,9.32127439221325,3.79379113668216,11.1326652678067,3.79379729715862,11.1326085386665,1.81133414645326,5.67291401889491e-05
"n50_0.25.3.22",0,3,FALSE,FALSE,-5.14797122259149,1.00561364664129,-6.99310370969707,0.339044577491371,-6.99304272492761,0.339037868822529,1.84507150233613,6.09847694583721e-05
"n50_1.24.3.22",1,3,FALSE,FALSE,-2.96853790306519,1.10355067495892,-3.32153284006508,0.960227805597642,-3.32150971554214,0.960180094998719,0.352971812476949,4.77105989229454e-05
"n50_2.23.3.22",2,3,FALSE,FALSE,-2.1369671438262,1.37702379448194,-2.25212261833252,1.35074521796416,-2.25211494616768,1.3507351744621,0.11514780234148,1.00435020653489e-05
"n50_3.22.3.22",3,3,FALSE,FALSE,-1.62419581594653,1.62419581594653,-1.64921592583144,1.64921592583144,-1.64921336812025,1.64921336812022,0.0250175521737135,2.55771121171477e-06
"n50_4.21.3.22",4,3,FALSE,FALSE,-1.2500211910823,1.84360421040121,-1.22940249616223,1.89711412554053,-1.22940168905861,1.89712919063808,0.0535249802368745,1.50650975572209e-05
"n50_5.20.3.22",5,3,FALSE,FALSE,-0.951655001251001,2.04183693721059,-0.904119576627758,2.11333748242176,-0.904119361102724,2.11333735804735,0.0715004208367516,2.15525033486763e-07
"n50_6.19.3.22",6,3,FALSE,FALSE,-0.700196691531595,2.22450679043351,-0.635182751153887,2.30822540674249,-0.635182712774084,2.30822539721235,0.0837186067788442,3.8379802225208e-08
"n50_7.18.3.22",7,3,FALSE,FALSE,-0.480000268801759,2.39582634072985,-0.402861455226377,2.48825351702919,-0.402861446433984,2.48825349527672,0.0924271545468689,2.17524678269854e-08
"n50_8.17.3.22",8,3,FALSE,FALSE,-0.281629738468134,2.55899430956326,-0.195660617510283,2.65781536678039,-0.195660589445174,2.65781529669083,0.0988209871275774,7.00895577132599e-08
"n50_9.16.3.22",9,3,FALSE,FALSE,-0.0989148310898591,2.71653453927838,-0.00626367194744076,2.82013100122992,-0.00626361120920424,2.82013087613671,0.103596336858327,1.25093214009553e-07
"n50_10.15.3.22",10,3,FALSE,FALSE,0.072454773946784,2.87053983637339,0.170330433696566,2.97772926027822,0.170330529586371,2.97772908112293,0.107189244749539,1.79155286605948e-07
"n50_11.14.3.22",11,3,FALSE,FALSE,0.235671935515803,3.02284744610863,0.337760637417188,3.13273730137315,0.337760768727194,3.13273706987082,0.109889623762186,2.31502328418287e-07
"n50_12.13.3.22",12,3,FALSE,FALSE,0.39289086089079,3.17465849284837,0.498837112415551,3.287075303684,0.498837219232234,3.28707510461339,0.112416611765024,1.99070608886132e-07
"n50_13.12.3.22",13,3,FALSE,FALSE,0.546810131045609,3.32857509088378,0.655865207372936,3.44260760249284,0.655865318233513,3.4426074002664,0.114032309382623,2.0222644492307e-07
"n50_14.11.3.22",14,3,FALSE,FALSE,0.698996901816766,3.48606217187719,0.810861664548941,3.6012811203652,0.810861772402722,3.60128092941135,0.115218757534158,1.90953855838671e-07
"n50_15.10.3.22",15,3,FALSE,FALSE,0.851176051401406,3.64920376340254,0.965716100801578,3.76527919647978,0.965716199344551,3.76527903121683,0.116075267814286,1.65262950435618e-07
"n50_16.9.3.22",16,3,FALSE,FALSE,1.00507519211095,3.82050901213315,1.12233201779102,3.93722195362357,1.12233210160551,3.93722182715675,0.117256909494558,1.26466822791826e-07
"n50_17.8.3.22",17,3,FALSE,FALSE,1.16253971458064,4.00317616640353,1.2827741767379,4.12046393111795,1.28277424162728,4.12046385227606,0.120234527046643,7.88418974551064e-08
"n50_18.7.3.22",18,3,FALSE,FALSE,1.3256659298046,4.20151773792636,1.44945301608691,4.31962317081207,1.44945305976524,4.3195834987953,0.123787129960645,3.96720167756826e-05
"n50_19.6.3.22",19,3,FALSE,FALSE,1.49697414261085,4.42170121998526,1.62539343202977,4.54126838415465,1.62539345526654,4.54126455060611,0.128419312655685,3.83354853905615e-06
"n50_20.5.3.22",20,3,FALSE,FALSE,1.67965021413132,4.67315246209821,1.81467818158555,4.79603402164172,1.81467818952649,4.7960437279935,0.135027975395175,9.7063517827678e-06
"n50_21.4.3.22",21,3,FALSE,FALSE,1.87788414240314,4.97149853102157,2.02326599044964,5.10222121089656,2.02326599229166,5.1021988795169,0.145381849888518,2.23313796583469e-05
"n50_22.3.3.22",22,3,FALSE,FALSE,2.0972563732506,5.3456331052557,2.26069729375787,5.49581919007305,2.26069729612595,5.49581918862262,0.163440922875352,2.36808395115418e-09
"n50_23.2.3.22",23,3,FALSE,FALSE,2.34442058077848,5.8584014250218,2.54426966154486,6.0631622286583,2.54426971687756,6.06316174300291,0.204760317981112,4.85655387016948e-07
"n50_24.1.3.22",24,3,FALSE,FALSE,2.61790261907145,6.68997671132069,2.91216520180821,7.08844673647751,2.91216895091361,7.08844555136856,0.398468840047866,3.74910539857609e-06
"n50_25.0.3.22",25,3,FALSE,FALSE,2.7159106192096,8.86918974988935,3.49285048215879,10.7211471909119,3.49286240723557,10.721110748689,1.85192099879967,3.64422228997796e-05
"n50_0.25.4.21",0,4,TRUE,FALSE,-5.40523524270607,0.668775532844184,-7.27583933833581,-0.0455922604115528,-7.2758102921821,-0.0455923172555185,1.87057504947603,2.9046153706247e-05
"n50_1.24.4.21",1,4,FALSE,FALSE,-3.20444962824275,0.74554161879741,-3.58587796463749,0.556334488446435,-3.58586727565698,0.556302734769239,0.381417647414238,3.17536771963223e-05
"n50_2.23.4.21",2,4,FALSE,FALSE,-2.3624452691072,1.00895812286031,-2.50628962001585,0.937042658866669,-2.50628674322446,0.937037845382364,0.143841474117263,4.8134843049219e-06
"n50_3.22.4.21",3,4,FALSE,FALSE,-1.84360421040121,1.2500211910823,-1.89711412554052,1.22940249616222,-1.89712919063808,1.22940168905861,0.0535249802368685,1.5065097558109e-05
"n50_4.21.4.21",4,4,FALSE,FALSE,-1.46534355624507,1.46534355624507,-1.47317452233235,1.47317452233236,-1.47317444015081,1.47317444015083,0.00783088390576214,8.21815357987532e-08
"n50_5.20.4.21",5,4,FALSE,FALSE,-1.16409125811375,1.66071624787193,-1.14499913880252,1.68644845441342,-1.1449991347057,1.68644844975179,0.0257322018798603,4.66163330159475e-09
"n50_6.19.4.21",6,4,FALSE,FALSE,-0.91052245363744,1.84128623379452,-0.873964648172602,1.87921574630665,-0.873964594397569,1.87921568502448,0.0379294512299511,6.12821742240754e-08
"n50_7.18.4.21",7,4,FALSE,FALSE,-0.688770470065439,2.01102390587485,-0.640081536311562,2.05771072927411,-0.640081414967808,2.05771059632018,0.0486890550976312,1.32953928755342e-07
"n50_8.17.4.21",8,4,FALSE,FALSE,-0.489259443505228,2.17298349187681,-0.431698351020326,2.22619087527895,-0.431698174858769,2.22619068365561,0.0575612686464591,1.91623346523784e-07
"n50_9.16.4.21",9,4,FALSE,FALSE,-0.305727384200763,2.32960311316277,-0.241399758669403,2.38779235826768,-0.241399546143345,2.38779212587324,0.064327838057418,2.32394434807048e-07
"n50_10.15.4.21",10,4,FALSE,FALSE,-0.133802507702155,2.48292495505526,-0.0641202566447053,2.54499352861219,-0.0641200245349087,2.54499327232221,0.0696824831672458,2.56289975464341e-07
"n50_11.14.4.21",11,4,FALSE,FALSE,0.0297490295555041,2.63475764166538,0.103821983963997,2.6998946289184,0.103822222132349,2.69989436346378,0.0740731925768447,2.65454612513594e-07
"n50_12.13.4.21",12,4,FALSE,FALSE,0.18745494783759,2.78680383491676,0.265265687425918,2.85440776650116,0.265265920977422,2.85440750488469,0.0778109731398315,2.61616472485571e-07
"n50_13.12.4.21",13,4,FALSE,FALSE,0.341404688052018,2.9407726354236,0.42253487285276,3.01040619833713,0.422535092901153,3.01040595275215,0.0811304048491352,2.45584984348568e-07
"n50_14.11.4.21",14,4,FALSE,FALSE,0.493430040897773,3.09849394639431,0.577657256429967,3.16986425441636,0.577657454892753,3.16986403691966,0.0842274139949805,2.17496702870079e-07
"n50_15.10.4.21",15,4,FALSE,FALSE,0.645240093892467,3.26205340218815,0.732527182711148,3.33501498246322,0.732527352080501,3.33501480448002,0.0872872581880345,1.77983205063015e-07
"n50_16.9.4.21",16,4,FALSE,FALSE,0.798535998521188,3.43397340431198,0.889047010186128,3.50855862156919,0.889047144640817,3.5085584913302,0.0905111461196282,1.34454688827113e-07
"n50_17.8.4.21",17,4,FALSE,FALSE,0.955124548155109,3.61748236066262,1.04927407367283,3.69397475654339,1.04927417155178,3.69397467436835,0.0941496233966692,9.78789511663081e-08
"n50_18.7.4.21",18,4,FALSE,FALSE,1.11704892120311,3.81695072253878,1.2156036868218,3.89603766847829,1.21560375294948,3.8960376223451,0.0985548317463709,6.61276817748302e-08
"n50_19.6.4.21",19,4,FALSE,FALSE,1.28675887920696,4.03865531410629,1.39103497385774,4.1217449915366,1.39103501748781,4.12174496053288,0.104276138280857,4.36300719997007e-08
"n50_20.5.4.21",20,4,FALSE,FALSE,1.46734807848555,4.29223488292383,1.57960854182603,4.3821531097282,1.57960856797208,4.38215308289458,0.112260489486538,2.68336153297355e-08
"n50_21.4.4.21",21,4,FALSE,FALSE,1.66259181576194,4.59328222816446,1.78721309372718,4.69642939376354,1.78721309453684,4.6964293936457,0.124621278774897,8.09655897882067e-10
"n50_22.3.4.21",22,4,FALSE,FALSE,1.87788414240314,4.97149853102157,2.02326599044966,5.10222121089651,2.02326599229167,5.10219887951689,0.145381849888523,2.23313796245961e-05
"n50_23.2.4.21",23,4,FALSE,FALSE,2.11894085635243,5.49037288463274,2.30482526608487,5.68812708064909,2.3048253227368,5.68812683493242,0.197753950299689,2.45716660352002e-07
"n50_24.1.4.21",24,4,FALSE,FALSE,2.38230868014599,6.33201654443083,2.66951116922185,6.74069352015506,2.66951522712269,6.74069346611665,0.408676921685821,4.05790083801705e-06
"n50_25.0.4.21",25,4,FALSE,FALSE,2.4592766146888,8.5322717980982,3.24378852035249,10.4076656678634,3.24379580267943,10.4076437756828,1.87537197758461,2.18921805821282e-05
"n50_0.25.5.20",0,5,TRUE,FALSE,-5.62742810629409,0.395184550250212,-7.51530235124417,-0.347746406483938,-7.51528752855988,-0.347746460885336,1.88785942226579,1.48226842933141e-05
"n50_1.24.5.20",1,5,FALSE,FALSE,-3.4134068900554,0.458385941255415,-3.81333927189313,0.241798380334809,-3.81333401915118,0.241776043152586,0.399927129095786,2.23371822227758e-05
"n50_2.23.5.20",2,5,FALSE,FALSE,-2.56495376137927,0.714832792353207,-2.72684924130872,0.615951391719814,-2.72684814439999,0.61594895094374,0.161894383020712,2.44077607414184e-06
"n50_3.22.5.20",3,5,FALSE,FALSE,-2.04183693721059,0.951655001251001,-2.11333748242177,0.904119576627764,-2.11333735804735,0.904119361102726,0.0715004208367569,2.15525037261521e-07
"n50_4.21.5.20",4,5,FALSE,FALSE,-1.66071624787193,1.16409125811374,-1.68644845441343,1.1449991388025,-1.68644844975179,1.14499913470569,0.0257322018798598,4.66164395973578e-09
"n50_5.20.5.20",5,5,FALSE,FALSE,-1.35739831736128,1.35739831736128,-1.3561994782135,1.35619947821349,-1.35619939793877,1.35619939793877,0.00119891942250927,8.0274731972807e-08
"n50_6.19.5.20",6,5,FALSE,FALSE,-1.1023075294941,1.53646200716265,-1.08364830622165,1.5474572459463,-1.08364813564551,1.54745707514633,0.0186593938485924,1.70799975718339e-07
"n50_7.18.5.20",7,5,FALSE,FALSE,-0.879414194787349,1.70507190107561,-0.84862884044512,1.72485880664923,-0.848628605785694,1.72485857276815,0.0307855890016543,2.34659425890626e-07
"n50_8.17.5.20",8,5,FALSE,FALSE,-0.679053172970929,1.86618217000874,-0.63938118814298,1.89257127960569,-0.639380918316008,1.89257101009435,0.0396722546549207,2.69826971210918e-07
"n50_9.16.5.20",9,5,FALSE,FALSE,-0.494902707073171,2.02216669899974,-0.448420650949519,2.05367481766619,-0.448420368773794,2.05367453373206,0.0464823382993768,2.8393412243588e-07
"n50_10.15.5.20",10,5,FALSE,FALSE,-0.322550794117236,2.1750278118072,-0.270636016717298,2.21061417933102,-0.270635738525962,2.21061389671234,0.0519150555912744,2.82618677349689e-07
"n50_11.14.5.20",11,5,FALSE,FALSE,-0.158736584375827,2.32655035109799,-0.10231479859535,2.36547220574471,-0.102314535768846,2.36547193639809,0.0564220486069815,2.69346617010058e-07
"n50_12.13.5.20",12,5,TRUE,FALSE,-0.000915113226910291,2.47842446014988,0.0594023155444983,2.52015675203858,0.0594025549268847,2.52015650555156,0.060317668153795,2.46487021016151e-07
"n50_13.12.5.20",13,5,FALSE,FALSE,0.153012331724106,2.63235522906393,0.216852804263582,2.67654905694994,0.216853014099484,2.67654884149528,0.0638406823753784,2.15454666108172e-07
"n50_14.11.5.20",14,5,FALSE,FALSE,0.30487953592595,2.79017568981829,0.372072430359779,2.83664452201773,0.372072605701152,2.83664434470941,0.0671930697752017,1.77308319582181e-07
"n50_15.10.5.20",15,5,FALSE,FALSE,0.456390126313154,2.95398147365795,0.526959080826891,3.00271312261014,0.526959217804224,3.00271298893393,0.07056909149107,1.36977333142774e-07
"n50_16.9.5.20",16,5,FALSE,FALSE,0.609231262040778,3.12631265793144,0.683414447499261,3.17751320276955,0.683414544285046,3.1775131147204,0.074183282244268,9.67857857192556e-08
"n50_17.8.5.20",17,5,FALSE,FALSE,0.765184939952296,3.31042513118214,0.843490704821249,3.36461286499312,0.843490763602738,3.36461281811281,0.0783058236504416,5.87814886765514e-08
"n50_18.7.5.20",18,5,FALSE,FALSE,0.926254508904204,3.51073060521048,1.00957252015408,3.5689210094259,1.00957254892396,3.5689209908107,0.0833180400197522,2.87698793677293e-08
"n50_19.6.5.20",19,5,FALSE,FALSE,1.09482702894059,3.73356780377125,1.18464081203345,3.79764264997506,1.18464082281872,3.79764264282631,0.089813793878128,1.07852640152117e-08
"n50_20.5.5.20",20,5,FALSE,FALSE,1.27389583300934,3.98867014184847,1.37270639888135,4.06215930220651,1.37270640095028,4.06215930001209,0.0988105679409339,2.194417980661e-09
"n50_21.4.5.20",21,5,FALSE,FALSE,1.46734807848555,4.29223488292383,1.57960854182602,4.3821531097282,1.57960856797209,4.38215308289458,0.112260489486546,2.68336188824492e-08
"n50_22.3.5.20",22,5,FALSE,FALSE,1.67965021413132,4.67315246209821,1.81467818158555,4.79603402164174,1.81467818952651,4.79604372799348,0.135027975395187,9.7063517454643e-06
"n50_23.2.5.20",23,5,FALSE,FALSE,1.9164592227782,5.19626756167353,2.09480555531765,5.39357449444177,2.09480559516036,5.39357445945863,0.197306897785094,3.98427073555752e-08
"n50_24.1.5.20",24,5,FALSE,FALSE,2.17296797391924,6.04476133726345,2.45722008116192,6.46214933911837,2.4572241993611,6.46214920704217,0.417387869778724,4.11819918566536e-06
"n50_25.0.5.20",25,5,FALSE,FALSE,2.23616926321272,8.25878382300073,3.02700468538965,10.1491742403212,3.02701117160545,10.1491609104181,1.89037708741741,1.33299031030987e-05
"n50_0.25.6.19",0,6,TRUE,FALSE,-5.82753513213879,0.16117446389885,-7.72641872796071,-0.600584462005217,-7.72641083277283,-0.600584519692075,1.89887570063404,7.89518788213428e-06
"n50_1.24.6.19",1,6,TRUE,FALSE,-3.60399043111557,0.214863010124561,-4.01619903903889,-0.0195258813529836,-4.01619637505914,-0.0195424693731307,0.412205943943566,1.65880201471909e-05
"n50_2.23.6.19",2,6,FALSE,FALSE,-2.75079244002668,0.466401311422322,-2.92484995834221,0.350016294999881,-2.92484956672449,0.350015001287644,0.174057126697814,1.29371223733799e-06
"n50_3.22.6.19",3,6,FALSE,FALSE,-2.22450679043351,0.700196691531597,-2.30822540674246,0.635182751153872,-2.30822539721235,0.635182712774084,0.0837186067788434,3.83797876812864e-08
"n50_4.21.6.19",4,6,FALSE,FALSE,-1.84128623379453,0.91052245363744,-1.87921574630667,0.873964648172629,-1.87921568502448,0.873964594397552,0.0379294512299597,6.12821846601719e-08
"n50_5.20.6.19",5,6,FALSE,FALSE,-1.53646200716265,1.1023075294941,-1.54745724594632,1.08364830622167,-1.54745707514633,1.08364813564552,0.0186593938485846,1.70799988596926e-07
"n50_6.19.6.19",6,6,FALSE,FALSE,-1.28028016422107,1.28028016422107,-1.2737966476355,1.27379664763551,-1.27379637501924,1.27379637501926,0.00648378920182346,2.72616256902225e-07
"n50_7.18.6.19",7,6,FALSE,FALSE,-1.05649910228897,1.44801193156044,-1.03794306220068,1.45039391968107,-1.03794277186964,1.45039363086608,0.018556330419337,2.90331041208347e-07
"n50_8.17.6.19",8,6,FALSE,FALSE,-0.855497522629416,1.60849249853549,-0.828059224277433,1.61754448045028,-0.828058924250941,1.61754418196938,0.027438598378475,3.00026492650041e-07
"n50_9.16.6.19",9,6,FALSE,FALSE,-0.67087515018062,1.76401159100331,-0.63661046910861,1.77828935106273,-0.636610179617465,1.77828906161008,0.0342649705631544,2.89491144611631e-07
"n50_10.15.6.19",10,6,FALSE,FALSE,-0.498192332359744,1.9165413059242,-0.458452466921877,1.935049913981,-0.458452200419447,1.9350496454586,0.0397401319402974,2.68522396762449e-07
"n50_11.14.6.19",11,6,FALSE,FALSE,-0.334169717455275,2.06784780299735,-0.289850409342697,2.0898971614635,-0.289850173064305,2.08989692153735,0.0443195443909694,2.3992614606172e-07
"n50_12.13.6.19",12,6,FALSE,FALSE,-0.176250548089547,2.21961088725685,-0.127929931641152,2.24473657823668,-0.127929729562466,2.24473637196066,0.0483208185270813,2.06276021152973e-07
"n50_13.12.6.19",13,6,TRUE,FALSE,-0.0223298043645361,2.37353178781719,0.0296563279285968,2.40145590825342,0.0296564937698837,2.40145573898962,0.0519862981344199,1.69263796756525e-07
"n50_14.11.6.19",14,6,FALSE,FALSE,0.129427560970693,2.53144519897126,0.184950078156734,2.56206653229337,0.18495020693452,2.56206640202694,0.0555226459638261,1.30266428310932e-07
"n50_15.10.6.19",15,6,FALSE,FALSE,0.280721202239299,2.6954537136869,0.339851871294606,2.72886574676796,0.339851963335009,2.72886565573284,0.0591307610957096,9.2040402299709e-08
"n50_16.9.6.19",16,6,FALSE,FALSE,0.433228234445918,2.86811016606343,0.496262999467042,2.90465406235238,0.496263057010279,2.90465400783489,0.063034822564361,5.75432376193064e-08
"n50_17.8.6.19",17,6,FALSE,FALSE,0.588712839437583,3.05269035923722,0.656231970381413,3.0930624831147,0.656231999111456,3.09306245769604,0.0675191596738725,2.87300423451597e-08
"n50_18.7.6.19",18,6,FALSE,FALSE,0.749149672000974,3.25363562217088,0.822135805303989,3.29912025935936,0.822135815669071,3.29909311794547,0.0729861436680964,2.71414138861559e-05
"n50_19.6.6.19",19,6,FALSE,FALSE,0.916880646159163,3.47732845957658,0.996942306233797,3.53011732586838,0.996942311707172,3.53008988141386,0.0800616655480096,2.74444545200758e-05
"n50_20.5.6.19",20,6,FALSE,FALSE,1.09482702894059,3.73356780377125,1.18464081203345,3.79764264997507,1.18464082281872,3.79764264282629,0.0898137938781329,1.07852675679254e-08
"n50_21.4.6.19",21,6,FALSE,FALSE,1.28675887920696,4.03865531410629,1.39103497385774,4.1217449915366,1.39103501748781,4.12174496053286,0.104276138280853,4.36300700012993e-08
"n50_22.3.6.19",22,6,FALSE,FALSE,1.49697414261085,4.42170121998527,1.6253934320298,4.54126838415462,1.62539345526655,4.54126455060609,0.128419312655693,3.83354852306894e-06
"n50_23.2.6.19",23,6,FALSE,FALSE,1.73071670496622,4.94787272085468,1.90448590892527,5.14651296846266,1.90448593472078,5.14651296307401,0.198640242219338,2.57955141691468e-08
"n50_24.1.6.19",24,6,FALSE,FALSE,1.98236663711093,5.80123656581517,2.26526187477027,6.22540380146349,2.26526600328027,6.22540352064157,0.424166954826402,4.12850999564895e-06
"n50_25.0.6.19",25,6,FALSE,FALSE,2.03604789347543,8.02477892366518,2.83181821730437,9.92537076051492,2.83182581219545,9.92536247150421,1.90058354783903,8.28901071159294e-06
"n50_0.25.7.18",0,7,FALSE,FALSE,-6.01143291944801,-0.0464272459983892,-7.91800316088067,-0.821270309574706,-7.91799889341439,-0.821270365194202,1.90656597396638,4.26746628434671e-06
"n50_1.24.7.18",1,7,TRUE,FALSE,-3.78107595963176,0.000470432444843238,-4.20194411608301,-0.246275923270048,-4.20194276585104,-0.246288798388355,0.420866806219275,1.28751183074982e-05
"n50_2.23.7.18",2,7,FALSE,FALSE,-2.92453252769739,0.248396999787334,-3.10711983249549,0.119909251285352,-3.10711970318763,0.119908532236593,0.182587175490232,7.19048758729413e-07
"n50_3.22.7.18",3,7,FALSE,FALSE,-2.39582634072985,0.480000268801758,-2.48825351702914,0.40286145522638,-2.48825349527669,0.402861446433987,0.0924271545468436,2.1752450063417e-08
"n50_4.21.7.18",4,7,FALSE,FALSE,-2.01102390587485,0.688770470065438,-2.05771072927412,0.640081536311559,-2.05771059632019,0.640081414967796,0.048689055097642,1.32953930531698e-07
"n50_5.20.7.18",5,7,FALSE,FALSE,-1.70507190107561,0.879414194787349,-1.72485880664922,0.848628840445128,-1.72485857276815,0.848628605785688,0.0307855890016608,2.34659439435347e-07
"n50_6.19.7.18",6,7,FALSE,FALSE,-1.44801193156044,1.05649910228898,-1.45039391968107,1.03794306220067,-1.45039363086607,1.03794277186964,0.0185563304193359,2.90331030772251e-07
"n50_7.18.7.18",7,7,FALSE,FALSE,-1.22365055127387,1.22365055127387,-1.21393558635001,1.21393558635002,-1.21393527086836,1.21393527086836,0.00971528040551539,3.15481669455053e-07
"n50_8.17.7.18",8,7,FALSE,FALSE,-1.02244332836209,1.38335297298655,-1.00359050674751,1.38066553935129,-1.00359017362394,1.38066520489713,0.0188531547381448,3.34454155259678e-07
